Zipcode,Total Housing Unit,Median Value,Lower value quartile (dollars),Upper value quartile (dollars),Median monthly housing costs,Cities,Houston Area Detail
77026.0,10498.0,59900.0,36300.0,85700.0,582.0,Houston,Inner Loop
77027.0,9920.0,455900.0,270200.0,736300.0,1290.0,Houston,Inner Loop
77028.0,6682.0,61000.0,43700.0,82700.0,570.0,Houston,Northeast
77029.0,6315.0,73600.0,54700.0,88300.0,662.0,Houston,Southeast
77030.0,5892.0,474400.0,265400.0,688800.0,1332.0,Houston,Inner Loop
77031.0,6796.0,118300.0,101800.0,140300.0,844.0,Houston,Southwest
77032.0,4607.0,73100.0,37100.0,95700.0,824.0,Houston,Northeast
77033.0,10186.0,65000.0,50700.0,81800.0,683.0,Houston,Southeast
77034.0,13000.0,103800.0,86300.0,125500.0,910.0,Houston,Southeast
77035.0,15872.0,151100.0,100400.0,206200.0,798.0,Houston,Southwest
77036.0,30706.0,112500.0,74400.0,139800.0,688.0,Houston,Southwest
77037.0,5455.0,93000.0,59900.0,115700.0,834.0,Houston,Northeast
77038.0,7861.0,90300.0,74700.0,113600.0,1001.0,Houston,Northwest
77039.0,8102.0,88000.0,68700.0,112100.0,739.0,Houston,Northeast
77040.0,17377.0,130000.0,95400.0,176800.0,1044.0,Houston,Northwest
77041.0,11949.0,137600.0,95500.0,252600.0,1205.0,Houston,Northwest
77042.0,20695.0,206600.0,102200.0,336600.0,920.0,Houston,Southwest
77043.0,9236.0,143100.0,102100.0,186000.0,896.0,Houston,Northwest
77044.0,10460.0,131000.0,81300.0,224200.0,1333.0,Houston,Northeast
77045.0,10110.0,87900.0,72600.0,104600.0,897.0,Houston,Southwest
77046.0,1016.0,320900.0,196400.0,462100.0,1490.0,Houston,Inner Loop
77047.0,8614.0,104800.0,76700.0,132300.0,1092.0,Houston,Southeast
77048.0,6562.0,83300.0,68100.0,102900.0,743.0,Houston,Southeast
77049.0,9215.0,100400.0,77400.0,147700.0,1196.0,Houston,Northeast
77050.0,1416.0,76400.0,55200.0,92500.0,663.0,Houston,Northeast
77051.0,6721.0,54400.0,38900.0,78800.0,652.0,Houston,Southeast
77054.0,13440.0,114800.0,72400.0,170800.0,940.0,Houston,Inner Loop
77055.0,16070.0,215000.0,111700.0,427100.0,880.0,Houston,Northwest
77056.0,11876.0,543600.0,281700.0,950500.0,1464.0,Houston,Southwest
77057.0,22997.0,221200.0,135500.0,501800.0,1033.0,Houston,Southwest
77058.0,9490.0,158500.0,109600.0,211900.0,964.0,Houston,Southeast
77059.0,6077.0,242500.0,183000.0,348200.0,1833.0,Houston,Southeast
77060.0,15903.0,92200.0,74200.0,113500.0,712.0,Houston,Northeast
77061.0,9807.0,113800.0,84700.0,148100.0,708.0,Houston,Southeast
77062.0,10231.0,158400.0,134000.0,190600.0,1306.0,Houston,Southeast
77063.0,19832.0,188500.0,102000.0,309300.0,926.0,Houston,Southwest
77064.0,16025.0,134800.0,97400.0,171200.0,1153.0,Houston,Northwest
77065.0,14674.0,143000.0,112800.0,183100.0,1077.0,Houston,Northwest
77066.0,10269.0,118700.0,90400.0,147900.0,1134.0,Houston,Northwest
77067.0,10647.0,97000.0,83700.0,115600.0,906.0,Houston,Other Cities
77068.0,3864.0,161300.0,127600.0,220200.0,1354.0,Houston,Northwest
77069.0,8172.0,202200.0,136300.0,294500.0,1116.0,Houston,Northwest
77070.0,19369.0,157900.0,127100.0,189000.0,1228.0,Houston,Northwest
77071.0,10836.0,121000.0,97300.0,160100.0,931.0,Houston,Southwest
77072.0,19677.0,96100.0,76200.0,117400.0,902.0,Houston,Southwest
77073.0,12326.0,113200.0,94300.0,134700.0,1175.0,Houston,Northeast
77074.0,14389.0,102900.0,80900.0,130300.0,778.0,Houston,Southwest
77075.0,12856.0,116600.0,90700.0,144700.0,1010.0,Houston,Southeast
77076.0,10001.0,85800.0,69300.0,103000.0,757.0,Houston,Northeast
77077.0,27526.0,209100.0,160100.0,280200.0,1091.0,Houston,Southwest
77078.0,5244.0,67700.0,53500.0,86400.0,758.0,Houston,Northeast
77079.0,13388.0,319900.0,149900.0,446400.0,1266.0,Houston,Southwest
77080.0,16858.0,128200.0,96700.0,163700.0,791.0,Houston,Northwest
77081.0,19491.0,221900.0,127800.0,311600.0,698.0,Houston,Southwest
77082.0,22698.0,129800.0,102400.0,191300.0,1072.0,Houston,Southwest
77083.0,21770.0,119800.0,98000.0,151900.0,1235.0,Houston,Southwest
77084.0,33394.0,127400.0,104000.0,159000.0,1207.0,Houston,Northwest
77085.0,5005.0,112100.0,93800.0,133900.0,1133.0,Houston,Southwest
77086.0,8439.0,96300.0,85900.0,112500.0,973.0,Houston,Northwest
77087.0,11982.0,85700.0,72100.0,102000.0,719.0,Houston,Other Cities
77088.0,18131.0,93900.0,76100.0,115600.0,913.0,Houston,Northwest
77089.0,16952.0,123300.0,100900.0,156500.0,1101.0,Houston,Southeast
77090.0,16138.0,137000.0,97700.0,164800.0,920.0,Houston,Northwest
77091.0,10791.0,91800.0,67000.0,147600.0,701.0,Houston,Northwest
77092.0,14864.0,129400.0,93100.0,162000.0,752.0,Houston,Northwest
77093.0,13660.0,76700.0,54700.0,97600.0,645.0,Houston,Other Cities
77094.0,3019.0,284600.0,222600.0,411600.0,2063.0,Houston,Southwest
77095.0,23704.0,168300.0,136200.0,208900.0,1469.0,Houston,Northwest
77096.0,15575.0,256300.0,183500.0,334300.0,943.0,Houston,Southwest
77098.0,8277.0,392200.0,250800.0,495900.0,1381.0,Houston,Inner Loop
77099.0,17951.0,98700.0,85100.0,115200.0,883.0,Houston,Southwest
77336.0,4581.0,145100.0,87900.0,272600.0,1063.0,Huffman,Other Cities
77338.0,12550.0,106800.0,86900.0,127300.0,1046.0,Humble,Other Cities
77339.0,16333.0,150100.0,125200.0,182700.0,1191.0,Kingwood2,Other Cities
77345.0,10041.0,237300.0,172900.0,317300.0,1766.0,Kingwood2,Other Cities
77346.0,18588.0,158300.0,128400.0,199700.0,1505.0,Humble2,Other Cities
77373.0,19477.0,112800.0,88100.0,146600.0,1271.0,Spring,Other Cities
77375.0,14703.0,146100.0,112600.0,177900.0,1242.0,Tomball,Other Cities
77377.0,9791.0,192200.0,141000.0,249000.0,1402.0,Tomball,Other Cities
77379.0,25239.0,190800.0,149500.0,275000.0,1639.0,Spring2,Other Cities
77388.0,14117.0,150400.0,120800.0,191700.0,1494.0,Spring2,Other Cities
77389.0,7829.0,179000.0,112300.0,306200.0,1692.0,Spring2,Other Cities
77396.0,14324.0,112200.0,79000.0,168100.0,1172.0,Humble3,Other Cities
77401.0,6958.0,557500.0,331400.0,813600.0,1985.0,Bellaire,Other Cities
77429.0,24650.0,187000.0,141600.0,271100.0,1575.0,Cypress2,Other Cities
77433.0,16291.0,176500.0,135900.0,259800.0,1666.0,Cypress2,Other Cities
77447.0,4128.0,128500.0,81700.0,220000.0,1113.0,Hockley,Other Cities
77449.0,28758.0,119000.0,98100.0,143100.0,1365.0,Katy,Other Cities
77450.0,24586.0,191100.0,140300.0,271000.0,1527.0,Katy,Other Cities
