Zipcode,Total Housing Unit,Median Value,Lower value quartile (dollars),Upper value quartile (dollars),Median monthly housing costs,Cities,Houston Area Detail
77484.0,3984.0,142500.0,69900.0,239400.0,888.0,Waller,Other Cities
77493.0,7507.0,145900.0,106900.0,184200.0,1275.0,Katy2,Other Cities
77502.0,11900.0,93700.0,78300.0,114400.0,814.0,Pasadena,Other Cities
77503.0,8532.0,91500.0,74700.0,109400.0,815.0,Pasadena,Other Cities
77504.0,9700.0,116900.0,74700.0,162900.0,797.0,Pasadena,Other Cities
77505.0,8658.0,160000.0,122400.0,195300.0,1177.0,Pasadena,Other Cities
77506.0,12210.0,75600.0,58400.0,87500.0,693.0,Pasadena,Other Cities
77520.0,14267.0,79000.0,54100.0,113400.0,770.0,Baytown,Other Cities
77521.0,19229.0,119400.0,86300.0,155900.0,970.0,Baytown,Other Cities
77530.0,9841.0,88300.0,69000.0,109000.0,878.0,Channelview,Other Cities
77532.0,9648.0,119300.0,87400.0,165400.0,993.0,Crosby,Other Cities
77536.0,11322.0,130800.0,103700.0,166100.0,1199.0,Deer Park,Other Cities
77547.0,2812.0,70600.0,61200.0,87900.0,905.0,Galena Park,Other Cities
77562.0,4069.0,90300.0,61500.0,139700.0,885.0,Highlands,Other Cities
77571.0,13135.0,120900.0,97200.0,149800.0,1096.0,La Porte,Other Cities
77586.0,9540.0,191600.0,151400.0,245600.0,1282.0,Seabrook,Other Cities
77587.0,5574.0,83400.0,61400.0,111700.0,708.0,South Houston,Other Cities
77598.0,11579.0,117300.0,102200.0,137000.0,909.0,Webster,Other Cities
77002.0,3595.0,216400.0,164600.0,284700.0,1237.0,Houston,Inner Loop
77003.0,4868.0,116100.0,80500.0,215700.0,840.0,Houston,Inner Loop
77004.0,16688.0,200800.0,108400.0,281700.0,835.0,Houston,Inner Loop
77005.0,10327.0,723300.0,504400.0,1000001.0,2520.0,Houston,Inner Loop
77006.0,13078.0,306000.0,198900.0,438200.0,1175.0,Houston,Inner Loop
77007.0,17084.0,296400.0,231000.0,400700.0,1458.0,Houston,Inner Loop
77008.0,16036.0,278900.0,211300.0,374100.0,1144.0,Houston,Inner Loop
77009.0,15875.0,155600.0,93100.0,270200.0,826.0,Houston,Inner Loop
77011.0,6957.0,78300.0,62500.0,92600.0,549.0,Houston,Inner Loop
77012.0,7346.0,80600.0,61800.0,98700.0,647.0,Houston,Inner Loop
77013.0,6360.0,86800.0,64100.0,108100.0,818.0,Houston,Northeast
77014.0,11788.0,122600.0,90700.0,146900.0,895.0,Houston,Northwest
77015.0,18494.0,93500.0,68800.0,119500.0,809.0,Houston,Northeast
77016.0,10820.0,65200.0,46600.0,82600.0,625.0,Houston,Northeast
77017.0,11221.0,86900.0,71200.0,112000.0,762.0,Houston,Southeast
77018.0,12029.0,205600.0,155900.0,288000.0,931.0,Houston,Northwest
77019.0,10984.0,379900.0,248500.0,828300.0,1496.0,Houston,Inner Loop
77020.0,9688.0,71900.0,54900.0,95100.0,595.0,Houston,Inner Loop
77021.0,12184.0,82400.0,54900.0,160300.0,789.0,Houston,Inner Loop
77022.0,10697.0,83900.0,56900.0,114100.0,685.0,Houston,Northeast
77023.0,10960.0,103000.0,84100.0,158300.0,677.0,Houston,Inner Loop
77024.0,15788.0,632700.0,322300.0,1000001.0,1775.0,Houston,Southwest
77025.0,13444.0,324000.0,209700.0,458700.0,1132.0,Houston,Inner Loop
