Zipcode,Total employed in civilian labor force,Aggregate travel time to work (in minutes),Cities,Houston Area Detail
77520.0,14767.0,331840.0,Baytown,Other Cities
77521.0,21560.0,468405.0,Baytown,Other Cities
77530.0,12755.0,324485.0,Channelview,Other Cities
77532.0,12073.0,370650.0,Crosby,Other Cities
77536.0,15056.0,333900.0,Deer Park,Other Cities
77547.0,3945.0,96300.0,Galena Park,Other Cities
77562.0,4547.0,113805.0,Highlands,Other Cities
77571.0,18174.0,435125.0,La Porte,Other Cities
77586.0,11147.0,295560.0,Seabrook,Other Cities
77587.0,6848.0,167545.0,South Houston,Other Cities
77598.0,13435.0,303955.0,Webster,Other Cities
77002.0,3202.0,54940.0,Houston,Inner Loop
77003.0,5353.0,123730.0,Houston,Inner Loop
77004.0,16269.0,314695.0,Houston,Inner Loop
77005.0,12592.0,200825.0,Houston,Inner Loop
77006.0,15301.0,277275.0,Houston,Inner Loop
77007.0,22794.0,457145.0,Houston,Inner Loop
77008.0,20274.0,425085.0,Houston,Inner Loop
77009.0,18726.0,431250.0,Houston,Inner Loop
77011.0,7491.0,186985.0,Houston,Inner Loop
77012.0,9772.0,268565.0,Houston,Inner Loop
77013.0,8421.0,201290.0,Houston,Northeast
77014.0,14685.0,419925.0,Houston,Northwest
77015.0,23385.0,577965.0,Houston,Northeast
77016.0,9529.0,279780.0,Houston,Northeast
77017.0,14006.0,357865.0,Houston,Southeast
77018.0,14225.0,330860.0,Houston,Northwest
77019.0,12987.0,226925.0,Houston,Inner Loop
77020.0,10122.0,274735.0,Houston,Inner Loop
77021.0,10520.0,248405.0,Houston,Inner Loop
77022.0,11361.0,296895.0,Houston,Northeast
77023.0,13703.0,312160.0,Houston,Inner Loop
77024.0,17089.0,325230.0,Houston,Southwest
77025.0,14333.0,299065.0,Houston,Inner Loop
77026.0,7662.0,232665.0,Houston,Inner Loop
77027.0,10708.0,189745.0,Houston,Inner Loop
77028.0,5443.0,141130.0,Houston,Northeast
77029.0,6014.0,143065.0,Houston,Southeast
77030.0,5979.0,107970.0,Houston,Inner Loop
77031.0,8620.0,217815.0,Houston,Southwest
77032.0,3972.0,113390.0,Houston,Northeast
77033.0,9350.0,252880.0,Houston,Southeast
77034.0,17278.0,451500.0,Houston,Southeast
77035.0,16597.0,432065.0,Houston,Southwest
77036.0,33143.0,838335.0,Houston,Southwest
77037.0,8900.0,259625.0,Houston,Northeast
77038.0,11418.0,349810.0,Houston,Northwest
77039.0,11536.0,328120.0,Houston,Northeast
77040.0,24838.0,658950.0,Houston,Northwest
77041.0,18000.0,466045.0,Houston,Northwest
77042.0,21657.0,515645.0,Houston,Southwest
77043.0,12075.0,290165.0,Houston,Northwest
77044.0,15403.0,456870.0,Houston,Northeast
77045.0,13137.0,380420.0,Houston,Southwest
77047.0,11014.0,299415.0,Houston,Southeast
77048.0,6467.0,180305.0,Houston,Southeast
77049.0,13422.0,350670.0,Houston,Northeast
77050.0,2172.0,58775.0,Houston,Northeast
77051.0,4534.0,112700.0,Houston,Southeast
77054.0,13130.0,245250.0,Houston,Inner Loop
77055.0,20541.0,464170.0,Houston,Northwest
77056.0,10314.0,178970.0,Houston,Southwest
77057.0,23785.0,510825.0,Houston,Southwest
77058.0,9134.0,195680.0,Houston,Southeast
77059.0,9078.0,222415.0,Houston,Southeast
77060.0,18451.0,516060.0,Houston,Northeast
77061.0,11662.0,322930.0,Houston,Southeast
77062.0,13300.0,310355.0,Houston,Southeast
77063.0,20218.0,486845.0,Houston,Southwest
77064.0,23971.0,627580.0,Houston,Northwest
77065.0,20127.0,520590.0,Houston,Northwest
