Zipcode,Median Household Income,Median Value,Cities,Houston Area Detail
77586.0,87543.0,197200.0,Seabrook,Other Cities
77587.0,41840.0,83500.0,South Houston,Other Cities
77598.0,48059.0,132000.0,Webster,Other Cities
77002.0,68229.0,229700.0,Houston,Inner Loop
77003.0,46267.0,229700.0,Houston,Inner Loop
77004.0,50681.0,225600.0,Houston,Inner Loop
77005.0,174153.0,886100.0,Houston,Inner Loop
77006.0,80908.0,388400.0,Houston,Inner Loop
77007.0,113361.0,376500.0,Houston,Inner Loop
77008.0,88248.0,367800.0,Houston,Inner Loop
77009.0,47011.0,227000.0,Houston,Inner Loop
77011.0,29544.0,84700.0,Houston,Inner Loop
77012.0,34617.0,77000.0,Houston,Inner Loop
77013.0,37987.0,83300.0,Houston,Northeast
77014.0,43207.0,128800.0,Houston,Northwest
77015.0,43243.0,91600.0,Houston,Northeast
77016.0,31949.0,62100.0,Houston,Northeast
77017.0,40909.0,87500.0,Houston,Southeast
77018.0,73274.0,301900.0,Houston,Northwest
77019.0,102521.0,474800.0,Houston,Inner Loop
77020.0,26896.0,74500.0,Houston,Inner Loop
77021.0,32404.0,84800.0,Houston,Inner Loop
77022.0,29277.0,81600.0,Houston,Northeast
77023.0,35723.0,104500.0,Houston,Inner Loop
77024.0,114336.0,837800.0,Houston,Southwest
77025.0,67548.0,376100.0,Houston,Inner Loop
77026.0,25354.0,61600.0,Houston,Inner Loop
77027.0,88471.0,629600.0,Houston,Inner Loop
77028.0,29272.0,56100.0,Houston,Northeast
77029.0,31296.0,69400.0,Houston,Southeast
77030.0,73689.0,481500.0,Houston,Inner Loop
77031.0,41976.0,124000.0,Houston,Southwest
77032.0,26061.0,81000.0,Houston,Northeast
77033.0,31037.0,62100.0,Houston,Southeast
77034.0,45271.0,104800.0,Houston,Southeast
77035.0,38729.0,188500.0,Houston,Southwest
77036.0,27576.0,121400.0,Houston,Southwest
77037.0,39513.0,86500.0,Houston,Northeast
77038.0,40832.0,95700.0,Houston,Northwest
77039.0,36021.0,87100.0,Houston,Northeast
77040.0,54468.0,136500.0,Houston,Northwest
77041.0,75808.0,147800.0,Houston,Northwest
77042.0,46383.0,231600.0,Houston,Southwest
77043.0,58409.0,171000.0,Houston,Northwest
77044.0,71788.0,168600.0,Houston,Northeast
77045.0,44690.0,79900.0,Houston,Southwest
77046.0,78750.0,317100.0,Houston,Inner Loop
77047.0,52476.0,118400.0,Houston,Southeast
77048.0,40077.0,68800.0,Houston,Southeast
77049.0,52735.0,122100.0,Houston,Northeast
77050.0,52963.0,69200.0,Houston,Northeast
77051.0,26960.0,73200.0,Houston,Southeast
77054.0,46646.0,124000.0,Houston,Inner Loop
77055.0,47808.0,343400.0,Houston,Northwest
77056.0,98862.0,628800.0,Houston,Southwest
77057.0,57920.0,271100.0,Houston,Southwest
77058.0,50981.0,166400.0,Houston,Southeast
77059.0,131453.0,266300.0,Houston,Southeast
77060.0,27439.0,89900.0,Houston,Northeast
77061.0,35772.0,113500.0,Houston,Southeast
77062.0,83452.0,169100.0,Houston,Southeast
77063.0,44670.0,198000.0,Houston,Southwest
77064.0,67095.0,139800.0,Houston,Northwest
77065.0,54928.0,145600.0,Houston,Northwest
77066.0,59640.0,120000.0,Houston,Northwest
77067.0,38033.0,95000.0,Houston,Other Cities
77068.0,81920.0,183900.0,Houston,Northwest
77069.0,65307.0,216800.0,Houston,Northwest
77070.0,71428.0,160400.0,Houston,Northwest
77071.0,44824.0,126300.0,Houston,Southwest
77072.0,39103.0,94700.0,Houston,Southwest
77073.0,52327.0,115000.0,Houston,Northeast
77074.0,34920.0,108700.0,Houston,Southwest
77075.0,48612.0,120800.0,Houston,Southeast
77076.0,31930.0,86100.0,Houston,Northeast
77077.0,63701.0,244400.0,Houston,Southwest
77078.0,32040.0,69600.0,Houston,Northeast
77079.0,101743.0,405700.0,Houston,Southwest
77080.0,41285.0,157600.0,Houston,Northwest
77081.0,27691.0,205500.0,Houston,Southwest
77082.0,49825.0,138800.0,Houston,Southwest
77083.0,55290.0,120700.0,Houston,Southwest
77084.0,66914.0,134300.0,Houston,Northwest
77085.0,53362.0,103900.0,Houston,Southwest
77086.0,41119.0,92800.0,Houston,Northwest
77087.0,34187.0,86500.0,Houston,Other Cities
77088.0,42287.0,95600.0,Houston,Northwest
77089.0,64766.0,129900.0,Houston,Southeast
77090.0,39583.0,142300.0,Houston,Northwest
77091.0,31516.0,108100.0,Houston,Northwest
77092.0,37706.0,139500.0,Houston,Northwest
77093.0,31383.0,76400.0,Houston,Other Cities
77094.0,168611.0,351000.0,Houston,Southwest
77095.0,88148.0,182200.0,Houston,Northwest
77096.0,58538.0,292300.0,Houston,Southwest
77098.0,83686.0,440000.0,Houston,Inner Loop
77099.0,36355.0,98800.0,Houston,Southwest
77336.0,65655.0,158900.0,Huffman,Other Cities
77338.0,48459.0,114100.0,Humble,Other Cities
77339.0,70554.0,163500.0,Kingwood2,Other Cities
77345.0,125990.0,261500.0,Kingwood2,Other Cities
77346.0,91446.0,170900.0,Humble2,Other Cities
77373.0,67078.0,121200.0,Spring,Other Cities
77375.0,69046.0,159700.0,Tomball,Other Cities
77377.0,92338.0,233700.0,Tomball,Other Cities
77379.0,100997.0,215600.0,Spring2,Other Cities
77388.0,84164.0,162100.0,Spring2,Other Cities
77389.0,115783.0,267900.0,Spring2,Other Cities
77396.0,60942.0,124200.0,Humble3,Other Cities
77401.0,169545.0,768800.0,Bellaire,Other Cities
77429.0,101552.0,209100.0,Cypress2,Other Cities
77433.0,100457.0,211700.0,Cypress2,Other Cities
77447.0,74836.0,127900.0,Hockley,Other Cities
77449.0,71096.0,132500.0,Katy,Other Cities
