Zipcode,2011
77002,11528.0
77003,9782.0
77004,28743.0
77005,26122.0
77006,20489.0
77007,27651.0
77008,29776.0
77009,38686.0
77010,198.0
77011,20213.0
77012,21185.0
77013,19566.0
77014,29396.0
77015,53983.0
77016,26916.0
77017,33846.0
77018,27253.0
77019,19976.0
77020,27427.0
77021,25082.0
77022,28733.0
77023,30931.0
77024,34781.0
77025,25632.0
77026,24438.0
77027,15200.0
77028,17224.0
77029,17978.0
77030,11375.0
77031,16041.0
77032,13492.0
77033,29319.0
77034,34070.0
77035,36536.0
77036,64658.0
77037,20503.0
77038,26714.0
77039,26431.0
77040,42343.0
77041,35272.0
77042,33704.0
77043,21819.0
77044,30006.0
77045,31578.0
77046,879.0
77047,20596.0
77048,14750.0
77049,28464.0
77050,4883.0
77051,14887.0
77054,21246.0
77055,43977.0
77056,16920.0
77057,39402.0
77058,16416.0
77059,19246.0
77060,42532.0
77061,23865.0
77062,24612.0
77063,34456.0
77064,43142.0
77065,35550.0
77066,30946.0
77067,29101.0
77068,9528.0
77069,15107.0
77070,44116.0
77071,25403.0
77072,56006.0
77073,35108.0
77074,37097.0
77075,37457.0
77076,32364.0
77077,52457.0
77078,15698.0
77079,30755.0
77080,46869.0
77081,43957.0
77082,46372.0
77083,69723.0
77084,94005.0
77085,16337.0
77086,26464.0
77087,38187.0
77088,50811.0
77089,50194.0
77090,31871.0
77091,23776.0
77092,33737.0
77093,42323.0
77094,8533.0
77095,64457.0
77096,32206.0
77098,12188.0
77099,46591.0
77201,0.0
77336,12345.0
77338,31596.0
77339,37917.0
77345,26860.0
77346,51262.0
77373,53728.0
77375,39264.0
77377,26964.0
77379,69492.0
77388,39818.0
77389,20329.0
77396,42873.0
77401,17452.0
77429,70472.0
77433,44962.0
77447,11941.0
77449,86302.0
77450,68220.0
77484,10630.0
77493,22815.0
77502,36035.0
77503,24154.0
77504,23968.0
77505,23232.0
77506,36795.0
77507,0.0
77520,37660.0
77521,46372.0
77530,31322.0
77532,24270.0
77536,30588.0
77547,9798.0
77562,10456.0
77571,35975.0
77586,20955.0
77587,16515.0
77598,23461.0
