Zipcode,2012
77484,10921.0
77493,22695.0
77502,36263.0
77503,23914.0
77504,24514.0
77505,23243.0
77506,36710.0
77507,0.0
77520,37165.0
77521,49294.0
77530,30853.0
77532,26356.0
77536,30891.0
77547,9975.0
77562,10861.0
77571,35787.0
77586,21563.0
77587,16648.0
77598,24074.0
77002,11473.0
77003,10215.0
77004,29853.0
77005,25740.0
77006,19856.0
77007,29545.0
77008,29424.0
77009,39050.0
77010,342.0
77011,19396.0
77012,21619.0
77013,19448.0
77014,29673.0
77015,54386.0
77016,27634.0
77017,33470.0
77018,27627.0
77019,19450.0
77020,26381.0
77021,25640.0
77022,29821.0
77023,30696.0
77024,34622.0
77025,25935.0
77026,23963.0
77027,14745.0
77028,16551.0
77029,17570.0
77030,11184.0
77031,17822.0
77032,13517.0
77033,28001.0
77034,34856.0
77035,35481.0
77036,67788.0
77037,20191.0
77038,27529.0
77039,27339.0
77040,43182.0
77041,36537.0
77042,34456.0
77043,22940.0
77044,31067.0
77045,32155.0
77046,1106.0
77047,21316.0
77048,15397.0
77049,29100.0
77050,4226.0
77051,14219.0
77054,21766.0
77055,43603.0
77056,16356.0
77057,39463.0
77058,16349.0
77059,18904.0
77060,44625.0
77061,24115.0
77062,25337.0
77063,36204.0
77064,43907.0
77065,35703.0
77066,31486.0
77067,29719.0
77068,10271.0
77069,15323.0
77070,45349.0
77071,26180.0
77072,54901.0
77073,36910.0
77074,35210.0
77075,38421.0
77076,33049.0
77077,53081.0
77078,15811.0
77079,30626.0
77080,48137.0
77081,42801.0
77082,49228.0
77083,71032.0
77084,98697.0
77085,16792.0
77086,27705.0
77087,38747.0
77088,51809.0
77089,50894.0
77090,33747.0
77091,23791.0
77092,34390.0
77093,42808.0
77094,8143.0
77095,65603.0
77096,33892.0
77098,12524.0
77099,46114.0
77201,0.0
77336,12116.0
77338,33298.0
77339,38532.0
77345,28029.0
77346,53077.0
77373,55351.0
77375,40815.0
77377,29269.0
77379,71184.0
77388,40457.0
77389,22627.0
77396,43861.0
77401,17522.0
77429,71439.0
77433,51200.0
77447,12555.0
77449,90599.0
77450,69622.0
