Zipcode,2017
77003,9646.0
77375,50525.0
77002,12370.0
77091,25277.0
77024,38110.0
77036,76605.0
77046,1029.0
77049,33749.0
77061,26276.0
77073,42780.0
77076,35144.0
77079,33577.0
77080,45665.0
77087,37200.0
77092,38476.0
77095,72081.0
77016,29597.0
77018,28073.0
77029,17894.0
77044,42665.0
77048,17143.0
77051,16661.0
77066,33796.0
77054,22517.0
77059,17374.0
77062,26583.0
77075,43586.0
77078,15820.0
77085,17981.0
77484,10710.0
77506,37736.0
77520,36694.0
77532,28320.0
77586,22182.0
77598,24689.0
77502,39040.0
77547,10077.0
77503,26171.0
77521,57125.0
77530,31119.0
77571,37374.0
77336,12397.0
77094,9439.0
77096,35465.0
77379,78226.0
77389,31883.0
77010,915.0
77020,25898.0
77021,26654.0
77030,10813.0
77037,20038.0
77045,36270.0
77082,56641.0
77084,104582.0
77346,63233.0
77373,58255.0
77035,38324.0
77041,35372.0
77050,5031.0
77063,38931.0
77071,27981.0
77074,39915.0
77088,56716.0
77090,38361.0
77098,13444.0
77083,79408.0
77401,19062.0
77433,75008.0
77504,23327.0
77338,40335.0
77339,41403.0
77429,86399.0
77507,0.0
77562,10665.0
77004,37642.0
77008,34491.0
77006,21945.0
77009,37751.0
77014,35729.0
77031,18052.0
77034,40183.0
77055,45003.0
77072,62162.0
77011,18598.0
77012,20085.0
77013,20790.0
77449,119204.0
77450,74631.0
77505,24230.0
77536,32392.0
77587,16901.0
77086,29506.0
77493,29984.0
77015,57258.0
77022,27364.0
77026,22799.0
77027,16012.0
77047,29410.0
77005,28233.0
77007,35822.0
77017,32556.0
77019,21572.0
77396,54352.0
77447,15246.0
77025,28922.0
77038,30653.0
77039,27972.0
77040,48273.0
77057,40130.0
77060,44549.0
77067,33489.0
77068,10897.0
77077,57757.0
77081,49059.0
77028,15725.0
77058,16669.0
77023,28528.0
77093,44428.0
77032,14443.0
77056,21732.0
77065,38820.0
77069,18238.0
77070,51080.0
77345,29090.0
77377,36758.0
77042,42098.0
77388,45841.0
77043,25838.0
77089,52699.0
77033,29692.0
77064,49578.0
77099,51905.0
77201,0.0
