Zipcode,Median Household Income,Median Value
77002,62089.0,203200.0
77003,39039.0,204800.0
77004,47523.0,215800.0
77005,166203.0,836600.0
77006,71158.0,383500.0
77007,107580.0,343100.0
77008,82058.0,344000.0
77009,43830.0,195600.0
77010,250001.0,
77011,26922.0,83700.0
77012,34891.0,79100.0
77013,38807.0,84900.0
77014,41033.0,123700.0
77015,43058.0,90000.0
77016,30746.0,63300.0
77017,39288.0,85700.0
77018,69048.0,271600.0
77019,101297.0,437200.0
77020,27052.0,72800.0
77021,32800.0,81500.0
77022,30852.0,79000.0
77023,36065.0,100300.0
77024,114223.0,770200.0
77025,66559.0,352700.0
77026,22242.0,60500.0
77027,89276.0,578800.0
77028,29953.0,56400.0
77029,28797.0,68900.0
77030,71883.0,460900.0
77031,39787.0,116000.0
77032,23498.0,81600.0
77033,28845.0,61900.0
77034,43814.0,99500.0
77035,38889.0,174700.0
77036,27204.0,116200.0
77037,37521.0,86100.0
77038,40603.0,89400.0
77039,36604.0,84900.0
77040,51998.0,129000.0
77041,75185.0,140900.0
77042,44520.0,218500.0
77043,58655.0,155100.0
77044,73716.0,157500.0
77045,40488.0,81800.0
77046,98047.0,361300.0
77047,50180.0,109800.0
77048,40407.0,73000.0
77049,52287.0,111900.0
77050,54500.0,70000.0
77051,23832.0,67500.0
77054,46019.0,125700.0
77055,45332.0,305500.0
77056,93143.0,629800.0
77057,56792.0,241800.0
77058,51868.0,166600.0
77059,128406.0,257100.0
77060,25968.0,87800.0
77061,33828.0,109500.0
77062,84051.0,165300.0
77063,46285.0,182400.0
77064,63594.0,131200.0
77065,53769.0,141400.0
77066,60816.0,116500.0
77067,38720.0,94000.0
77068,71276.0,168500.0
77069,67618.0,203300.0
77070,69929.0,156100.0
77071,46871.0,123400.0
77072,37060.0,94600.0
77073,53450.0,106000.0
77074,34529.0,104700.0
77075,46043.0,116600.0
77076,31093.0,84200.0
77077,63559.0,219800.0
77078,31118.0,70800.0
77079,100367.0,368100.0
77080,40983.0,145200.0
77081,27187.0,171700.0
77082,49813.0,130200.0
77083,52045.0,118200.0
77084,63597.0,128700.0
77085,56153.0,102300.0
77086,41466.0,93200.0
77087,32206.0,85000.0
77088,42299.0,93800.0
77089,65251.0,123500.0
77090,37910.0,143000.0
77091,30038.0,99300.0
77092,37085.0,132100.0
77093,32317.0,75700.0
77094,170069.0,337100.0
77095,88043.0,170600.0
77096,60575.0,274000.0
77098,80932.0,442900.0
77099,35209.0,97200.0
77201,-666666666.0,-666666666.0
77336,70497.0,159400.0
77338,47587.0,106500.0
77339,71312.0,154200.0
77345,122905.0,242600.0
77346,90116.0,163200.0
77373,66686.0,115300.0
77375,67633.0,151200.0
77377,94432.0,220800.0
77379,98335.0,202300.0
77388,82725.0,155600.0
77389,105438.0,232100.0
77396,59027.0,117100.0
77401,162703.0,708800.0
77429,100122.0,194900.0
77433,96371.0,194900.0
77447,70286.0,126300.0
77449,68854.0,122700.0
77450,98640.0,214600.0
77484,61922.0,134900.0
77493,75087.0,157100.0
77502,44964.0,91400.0
77503,45487.0,90800.0
77504,41972.0,125700.0
77505,73138.0,161200.0
77506,30912.0,69400.0
77507,-666666666.0,-666666666.0
77520,43424.0,78500.0
77521,58081.0,119000.0
77530,49452.0,85700.0
77532,63211.0,123200.0
77536,78882.0,137300.0
77547,42191.0,64700.0
77562,60066.0,91700.0
77571,70689.0,124400.0
77586,88455.0,192700.0
77587,41211.0,82700.0
77598,47623.0,123400.0
