Zipcode,Total Travel Time,Travel Time Less than 5 minutes,Travel Time 5 to 9 minutes,Travel Time 10 to 14 minutes,Travel Time 15 to 19 minutes,Travel Time 15 to 19 minutes,Travel Time 20 to 24 minutes,Travel Time 25 to 29 minutes,Travel Time 30 to 34 minutes,Travel Time 35 to 39 minutes,Travel Time 40 to 44 minutes,Travel Time 45 to 59 minutes,Travel Time 60 to 89 minutes,Travel Time 90 or more minutes
77586,10937.0,192.0,847.0,1234.0,1697.0,1697.0,1788.0,893.0,1217.0,440.0,464.0,1028.0,855.0,282.0
77587,6646.0,120.0,565.0,894.0,989.0,989.0,1011.0,221.0,1259.0,93.0,343.0,466.0,390.0,295.0
77598,13570.0,464.0,1594.0,2395.0,1888.0,1888.0,1740.0,777.0,1702.0,423.0,534.0,913.0,832.0,308.0
77002,3053.0,65.0,465.0,458.0,521.0,521.0,686.0,212.0,296.0,111.0,26.0,122.0,76.0,15.0
77003,5291.0,94.0,532.0,719.0,945.0,945.0,850.0,466.0,846.0,50.0,63.0,233.0,372.0,121.0
77004,16743.0,749.0,1810.0,3219.0,3555.0,3555.0,2642.0,533.0,1958.0,301.0,514.0,667.0,487.0,308.0
77005,11779.0,290.0,1238.0,2065.0,3185.0,3185.0,2090.0,578.0,1277.0,187.0,332.0,322.0,138.0,77.0
77006,14331.0,736.0,1799.0,2652.0,2931.0,2931.0,1923.0,931.0,1966.0,260.0,344.0,441.0,244.0,104.0
77007,23989.0,333.0,2022.0,3687.0,4668.0,4668.0,4159.0,2183.0,4058.0,591.0,600.0,1016.0,485.0,187.0
77008,20481.0,431.0,1423.0,2234.0,3479.0,3479.0,4261.0,1903.0,3598.0,626.0,843.0,1322.0,260.0,101.0
77009,17546.0,547.0,1415.0,2262.0,2931.0,2931.0,2882.0,1345.0,2814.0,591.0,639.0,1199.0,563.0,358.0
77010,570.0,20.0,113.0,111.0,130.0,130.0,59.0,27.0,81.0,0.0,9.0,20.0,0.0,0.0
77011,7304.0,181.0,479.0,790.0,1149.0,1149.0,748.0,627.0,1846.0,82.0,349.0,541.0,411.0,101.0
77012,9205.0,196.0,424.0,1262.0,1302.0,1302.0,1445.0,426.0,1798.0,170.0,453.0,645.0,778.0,306.0
77013,8478.0,100.0,570.0,1289.0,1510.0,1510.0,1156.0,440.0,1479.0,228.0,336.0,810.0,481.0,79.0
77014,15648.0,44.0,641.0,1396.0,1651.0,1651.0,2250.0,887.0,3564.0,792.0,761.0,2337.0,1131.0,194.0
77015,23532.0,490.0,2113.0,3031.0,3729.0,3729.0,3092.0,1102.0,4325.0,908.0,885.0,2082.0,1302.0,473.0
77016,9394.0,103.0,371.0,640.0,1151.0,1151.0,1472.0,470.0,2181.0,285.0,729.0,886.0,923.0,183.0
77017,13915.0,259.0,857.0,1467.0,1943.0,1943.0,2408.0,518.0,2904.0,270.0,818.0,1062.0,1062.0,347.0
77018,13056.0,266.0,658.0,1294.0,1378.0,1378.0,2318.0,1416.0,3059.0,527.0,505.0,1019.0,471.0,145.0
77019,12756.0,217.0,1745.0,2924.0,2442.0,2442.0,1892.0,714.0,1696.0,329.0,193.0,374.0,146.0,84.0
77020,10089.0,156.0,798.0,1162.0,1333.0,1333.0,1315.0,597.0,2267.0,245.0,398.0,580.0,920.0,318.0
77021,10788.0,254.0,888.0,1787.0,1716.0,1716.0,1889.0,691.0,1450.0,282.0,283.0,737.0,481.0,330.0
77022,11143.0,198.0,570.0,986.0,1318.0,1318.0,1988.0,562.0,2894.0,206.0,381.0,1082.0,647.0,311.0
77023,12500.0,300.0,1183.0,1615.0,2132.0,2132.0,1728.0,726.0,2414.0,330.0,442.0,726.0,719.0,185.0
77024,15616.0,376.0,1430.0,1870.0,3516.0,3516.0,3194.0,1206.0,2054.0,418.0,596.0,504.0,361.0,91.0
77025,14331.0,241.0,981.0,2051.0,2824.0,2824.0,2596.0,1197.0,2203.0,334.0,444.0,634.0,615.0,211.0
77026,8128.0,153.0,324.0,915.0,1126.0,1126.0,1201.0,411.0,1645.0,183.0,194.0,567.0,1105.0,304.0
77027,9378.0,140.0,1282.0,1956.0,1768.0,1768.0,1611.0,618.0,1394.0,175.0,79.0,218.0,94.0,43.0
77028,5328.0,69.0,261.0,433.0,780.0,780.0,872.0,443.0,1437.0,142.0,127.0,408.0,170.0,186.0
77029,6760.0,135.0,744.0,991.0,957.0,957.0,751.0,470.0,1255.0,111.0,170.0,604.0,436.0,136.0
77030,5625.0,88.0,529.0,1531.0,993.0,993.0,834.0,235.0,745.0,95.0,117.0,166.0,227.0,65.0
77031,8850.0,11.0,186.0,1328.0,803.0,803.0,1936.0,586.0,1933.0,735.0,370.0,417.0,396.0,149.0
77032,4084.0,72.0,326.0,266.0,632.0,632.0,422.0,110.0,949.0,83.0,275.0,392.0,337.0,220.0
77033,9648.0,34.0,259.0,872.0,1645.0,1645.0,2060.0,438.0,2078.0,114.0,301.0,930.0,678.0,239.0
77034,17651.0,249.0,1337.0,2291.0,2639.0,2639.0,2297.0,1206.0,2779.0,521.0,997.0,1608.0,1266.0,461.0
77035,17008.0,153.0,1039.0,1445.0,2247.0,2247.0,2728.0,1668.0,3726.0,839.0,877.0,1331.0,628.0,327.0
77036,33912.0,329.0,1053.0,2553.0,3985.0,3985.0,6786.0,3513.0,7312.0,1537.0,1238.0,3169.0,1906.0,531.0
77037,8733.0,121.0,464.0,541.0,713.0,713.0,968.0,321.0,2869.0,162.0,744.0,1077.0,468.0,285.0
77038,12367.0,80.0,457.0,1094.0,1420.0,1420.0,1533.0,583.0,3706.0,271.0,674.0,1357.0,966.0,226.0
77039,11462.0,193.0,407.0,759.0,1336.0,1336.0,1676.0,401.0,3498.0,166.0,588.0,1297.0,914.0,227.0
77040,23632.0,243.0,1526.0,1838.0,2961.0,2961.0,3611.0,1449.0,5444.0,876.0,1414.0,2322.0,1387.0,561.0
77041,17133.0,173.0,1059.0,1816.0,2342.0,2342.0,3136.0,869.0,3290.0,445.0,911.0,1937.0,1014.0,141.0
77042,21787.0,250.0,1442.0,1961.0,4335.0,4335.0,3425.0,1684.0,4208.0,613.0,916.0,1521.0,1059.0,373.0
77043,13122.0,183.0,992.0,1729.0,2290.0,2290.0,2240.0,848.0,1978.0,525.0,683.0,830.0,558.0,266.0
77044,16933.0,166.0,760.0,961.0,1832.0,1832.0,2227.0,1513.0,3278.0,945.0,963.0,2609.0,1409.0,270.0
77045,13695.0,107.0,147.0,1141.0,1346.0,1346.0,2930.0,628.0,3355.0,906.0,686.0,1086.0,903.0,460.0
77046,634.0,47.0,33.0,72.0,210.0,210.0,113.0,99.0,47.0,13.0,0.0,0.0,0.0,0.0
77047,12125.0,35.0,95.0,1015.0,1578.0,1578.0,2320.0,871.0,3409.0,238.0,400.0,921.0,915.0,328.0
77048,6480.0,0.0,409.0,290.0,780.0,780.0,1174.0,432.0,1454.0,294.0,343.0,567.0,640.0,97.0
77049,14056.0,245.0,977.0,1167.0,1915.0,1915.0,2118.0,817.0,2817.0,446.0,677.0,1310.0,1315.0,252.0
77050,2075.0,0.0,220.0,112.0,150.0,150.0,448.0,144.0,284.0,121.0,196.0,103.0,253.0,44.0
77051,4884.0,57.0,402.0,612.0,924.0,924.0,662.0,175.0,916.0,64.0,329.0,190.0,379.0,174.0
77054,13005.0,365.0,1128.0,2335.0,2527.0,2527.0,2677.0,574.0,2109.0,219.0,294.0,411.0,340.0,26.0
77055,21066.0,320.0,1868.0,2234.0,3692.0,3692.0,3779.0,1369.0,4542.0,615.0,602.0,1192.0,662.0,191.0
77056,10601.0,229.0,1576.0,2106.0,1787.0,1787.0,2326.0,442.0,1314.0,174.0,132.0,267.0,161.0,87.0
77057,22268.0,511.0,1631.0,3426.0,3678.0,3678.0,5015.0,1378.0,3819.0,481.0,518.0,1157.0,494.0,160.0
77058,9423.0,471.0,1445.0,1921.0,1136.0,1136.0,940.0,237.0,1149.0,258.0,282.0,813.0,609.0,162.0
77059,7829.0,231.0,477.0,1329.0,1342.0,1342.0,809.0,525.0,848.0,279.0,248.0,1108.0,507.0,126.0
77060,17369.0,210.0,847.0,1662.0,2048.0,2048.0,2633.0,593.0,5070.0,192.0,760.0,1649.0,1449.0,256.0
77061,11930.0,99.0,786.0,1342.0,1324.0,1324.0,2151.0,707.0,2245.0,154.0,501.0,1068.0,1144.0,409.0
77062,12779.0,240.0,1359.0,2330.0,1864.0,1864.0,1352.0,471.0,1846.0,294.0,608.0,1140.0,1060.0,215.0
77063,19279.0,236.0,1135.0,2495.0,2808.0,2808.0,3450.0,1300.0,4690.0,365.0,560.0,1288.0,743.0,209.0
77064,23724.0,267.0,1070.0,2214.0,3530.0,3530.0,3475.0,1566.0,4766.0,919.0,1063.0,2758.0,1683.0,413.0
77065,19178.0,268.0,1729.0,1847.0,3002.0,3002.0,2517.0,1009.0,3204.0,626.0,1122.0,1967.0,1669.0,218.0
77066,15137.0,224.0,802.0,1310.0,1685.0,1685.0,1964.0,753.0,3558.0,425.0,848.0,1857.0,1531.0,180.0
77067,14341.0,127.0,670.0,1320.0,1823.0,1823.0,1896.0,811.0,3442.0,417.0,731.0,1572.0,1260.0,272.0
77068,5711.0,175.0,144.0,390.0,617.0,617.0,749.0,254.0,1450.0,43.0,388.0,849.0,559.0,93.0
77069,8476.0,72.0,561.0,808.0,716.0,716.0,1115.0,508.0,1206.0,410.0,502.0,1277.0,1153.0,148.0
77070,24840.0,425.0,2308.0,3442.0,2787.0,2787.0,2695.0,1296.0,3894.0,817.0,1125.0,2774.0,2697.0,580.0
77071,12384.0,209.0,360.0,888.0,1408.0,1408.0,1993.0,1338.0,2805.0,1026.0,708.0,991.0,510.0,148.0
77072,27396.0,89.0,1197.0,2740.0,3120.0,3120.0,4202.0,1707.0,5982.0,954.0,1338.0,2896.0,2542.0,629.0
77073,18860.0,130.0,1117.0,1597.0,2762.0,2762.0,2565.0,1320.0,2822.0,850.0,856.0,2601.0,1942.0,298.0
77074,17515.0,156.0,753.0,1808.0,2123.0,2123.0,2710.0,592.0,5571.0,473.0,408.0,1163.0,1448.0,310.0
77075,19388.0,451.0,751.0,1739.0,2425.0,2425.0,2709.0,1054.0,4540.0,909.0,745.0,1984.0,1703.0,378.0
