Zipcode,Total Travel Time,Travel Time Less than 5 minutes,Travel Time 5 to 9 minutes,Travel Time 10 to 14 minutes,Travel Time 15 to 19 minutes,Travel Time 15 to 19 minutes,Travel Time 20 to 24 minutes,Travel Time 25 to 29 minutes,Travel Time 30 to 34 minutes,Travel Time 35 to 39 minutes,Travel Time 40 to 44 minutes,Travel Time 45 to 59 minutes,Travel Time 60 to 89 minutes,Travel Time 90 or more minutes
77039,11306.0,204.0,463.0,1012.0,1538.0,1538.0,1739.0,381.0,2879.0,249.0,645.0,1124.0,859.0,213.0
77040,23795.0,163.0,2172.0,2094.0,3076.0,3076.0,3962.0,1257.0,5111.0,884.0,1413.0,1944.0,1288.0,431.0
77041,17100.0,295.0,911.0,1641.0,2285.0,2285.0,2888.0,1030.0,3301.0,676.0,1135.0,1935.0,886.0,117.0
77042,20479.0,312.0,1616.0,1917.0,3628.0,3628.0,3635.0,1297.0,4049.0,686.0,779.0,1647.0,674.0,239.0
77043,11671.0,218.0,948.0,1512.0,1926.0,1926.0,1883.0,775.0,2182.0,472.0,496.0,620.0,493.0,146.0
77044,14747.0,220.0,513.0,871.0,1771.0,1771.0,2055.0,1318.0,2981.0,519.0,835.0,2049.0,1408.0,207.0
77045,12674.0,70.0,421.0,745.0,1294.0,1294.0,2783.0,1066.0,2908.0,525.0,653.0,1125.0,791.0,293.0
77046,537.0,48.0,68.0,105.0,208.0,208.0,30.0,0.0,51.0,13.0,0.0,14.0,0.0,0.0
77047,10675.0,17.0,269.0,743.0,1348.0,1348.0,2250.0,1119.0,2699.0,363.0,216.0,887.0,603.0,161.0
77048,6169.0,74.0,320.0,348.0,783.0,783.0,1206.0,550.0,1239.0,174.0,334.0,487.0,562.0,92.0
77049,12926.0,225.0,988.0,1179.0,1987.0,1987.0,1978.0,603.0,2444.0,724.0,529.0,1351.0,731.0,187.0
77050,2077.0,0.0,168.0,123.0,410.0,410.0,296.0,138.0,356.0,96.0,152.0,86.0,199.0,53.0
77051,4304.0,10.0,459.0,577.0,730.0,730.0,515.0,228.0,685.0,116.0,419.0,159.0,358.0,48.0
77054,12464.0,217.0,1521.0,2453.0,2149.0,2149.0,2571.0,768.0,1617.0,169.0,126.0,477.0,333.0,63.0
77055,19646.0,272.0,1852.0,2355.0,3529.0,3529.0,3691.0,1131.0,3964.0,323.0,728.0,917.0,655.0,229.0
77056,9417.0,279.0,1151.0,2082.0,1661.0,1661.0,2078.0,333.0,1049.0,6.0,238.0,360.0,87.0,93.0
77057,22789.0,429.0,1775.0,2999.0,3953.0,3953.0,5582.0,1341.0,3495.0,523.0,382.0,1439.0,787.0,84.0
77058,8739.0,549.0,1179.0,2047.0,1132.0,1132.0,608.0,172.0,1049.0,253.0,287.0,799.0,556.0,108.0
77059,8613.0,235.0,511.0,1676.0,1484.0,1484.0,1039.0,527.0,973.0,237.0,443.0,847.0,473.0,168.0
77060,17744.0,177.0,812.0,1544.0,2308.0,2308.0,2474.0,633.0,5628.0,277.0,598.0,1528.0,1420.0,345.0
77061,11235.0,117.0,660.0,1235.0,1905.0,1905.0,1976.0,508.0,2090.0,144.0,452.0,972.0,852.0,324.0
77062,12645.0,140.0,1407.0,2479.0,2214.0,2214.0,1241.0,551.0,1627.0,246.0,697.0,990.0,869.0,184.0
77063,19078.0,323.0,923.0,2053.0,3036.0,3036.0,3531.0,1563.0,4250.0,414.0,728.0,1274.0,694.0,289.0
77064,22961.0,267.0,1318.0,2619.0,3423.0,3423.0,3657.0,1731.0,3753.0,826.0,1096.0,2582.0,1256.0,433.0
77065,19090.0,225.0,1458.0,1655.0,3713.0,3713.0,2591.0,757.0,3634.0,573.0,1031.0,1809.0,1461.0,183.0
77066,15038.0,225.0,744.0,1317.0,1729.0,1729.0,2299.0,728.0,3522.0,396.0,774.0,1959.0,1198.0,147.0
77067,13353.0,76.0,511.0,1361.0,1546.0,1546.0,2493.0,745.0,3596.0,290.0,601.0,1154.0,806.0,174.0
77068,5161.0,207.0,219.0,379.0,383.0,383.0,703.0,406.0,1283.0,199.0,276.0,699.0,372.0,35.0
77069,8250.0,123.0,410.0,779.0,938.0,938.0,1226.0,406.0,1499.0,246.0,441.0,1121.0,928.0,133.0
77070,24402.0,534.0,2150.0,3135.0,2716.0,2716.0,3126.0,1336.0,4185.0,596.0,1204.0,2619.0,2187.0,614.0
77071,12218.0,310.0,373.0,1016.0,1596.0,1596.0,2218.0,1218.0,2602.0,722.0,452.0,1124.0,379.0,208.0
77072,27104.0,136.0,1079.0,2856.0,3766.0,3766.0,3903.0,1731.0,6501.0,661.0,1104.0,2473.0,2339.0,555.0
77073,18436.0,112.0,901.0,1496.0,3041.0,3041.0,2943.0,1107.0,3173.0,784.0,688.0,2190.0,1772.0,229.0
77074,16425.0,169.0,593.0,1690.0,2295.0,2295.0,3004.0,873.0,4246.0,418.0,239.0,1467.0,1248.0,183.0
77075,18575.0,209.0,738.0,1529.0,2420.0,2420.0,2882.0,1366.0,4056.0,819.0,603.0,2504.0,1005.0,444.0
77076,12963.0,214.0,429.0,864.0,918.0,918.0,2171.0,892.0,4531.0,309.0,667.0,935.0,866.0,167.0
77077,29300.0,394.0,2461.0,2869.0,3993.0,3993.0,5080.0,1924.0,5419.0,1339.0,1410.0,2719.0,1229.0,463.0
77078,4912.0,58.0,318.0,205.0,471.0,471.0,844.0,404.0,1270.0,145.0,99.0,611.0,277.0,210.0
77079,13935.0,218.0,1094.0,2083.0,2397.0,2397.0,2243.0,1009.0,2552.0,324.0,785.0,793.0,351.0,86.0
77080,22251.0,319.0,1595.0,4066.0,3786.0,3786.0,3383.0,1265.0,3956.0,533.0,685.0,1288.0,966.0,409.0
77081,20557.0,438.0,1172.0,2695.0,3148.0,3148.0,2832.0,728.0,5485.0,346.0,451.0,1104.0,1733.0,425.0
77082,26686.0,309.0,1235.0,2098.0,4317.0,4317.0,4167.0,1913.0,4722.0,1245.0,1747.0,2744.0,1333.0,856.0
77083,32362.0,233.0,857.0,1922.0,3624.0,3624.0,4938.0,1800.0,7657.0,1262.0,1637.0,4852.0,2888.0,692.0
77084,48468.0,510.0,2221.0,3620.0,5383.0,5383.0,6688.0,2333.0,11778.0,1364.0,2510.0,6088.0,4945.0,1028.0
77085,7076.0,81.0,163.0,448.0,1159.0,1159.0,1233.0,653.0,1487.0,115.0,474.0,598.0,523.0,142.0
77086,12050.0,73.0,923.0,1083.0,1248.0,1248.0,2096.0,576.0,2717.0,434.0,564.0,1143.0,860.0,333.0
77087,14433.0,347.0,938.0,1441.0,2400.0,2400.0,2850.0,747.0,2409.0,465.0,357.0,1547.0,727.0,205.0
77088,21112.0,84.0,736.0,1766.0,2907.0,2907.0,3831.0,1480.0,4724.0,508.0,1095.0,2154.0,1405.0,422.0
77089,25665.0,185.0,1165.0,2373.0,4198.0,4198.0,3046.0,1767.0,4920.0,1229.0,1238.0,2888.0,2105.0,551.0
77090,16282.0,101.0,900.0,2082.0,2151.0,2151.0,2808.0,742.0,3136.0,583.0,452.0,1896.0,1124.0,307.0
77091,9219.0,150.0,507.0,746.0,1186.0,1186.0,1625.0,428.0,2330.0,366.0,293.0,858.0,544.0,186.0
77092,15805.0,208.0,1119.0,1919.0,2657.0,2657.0,2375.0,813.0,3385.0,481.0,733.0,1084.0,823.0,208.0
77093,15147.0,304.0,561.0,1404.0,1990.0,1990.0,2515.0,1139.0,3828.0,410.0,531.0,1103.0,973.0,389.0
77094,4046.0,92.0,179.0,345.0,719.0,719.0,477.0,208.0,650.0,208.0,170.0,680.0,300.0,18.0
77095,35032.0,680.0,2021.0,3030.0,3398.0,3398.0,3969.0,1973.0,6307.0,1519.0,2028.0,4926.0,4247.0,934.0
77096,16715.0,310.0,862.0,1650.0,2687.0,2687.0,3472.0,1513.0,3177.0,353.0,687.0,1221.0,633.0,150.0
77098,8543.0,164.0,959.0,1641.0,2044.0,2044.0,1389.0,586.0,986.0,129.0,83.0,276.0,107.0,179.0
77099,20445.0,84.0,701.0,2024.0,2668.0,2668.0,3785.0,1727.0,3659.0,687.0,1034.0,1730.0,1665.0,681.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,4975.0,211.0,193.0,215.0,243.0,243.0,743.0,195.0,889.0,100.0,321.0,861.0,904.0,100.0
77338,16280.0,233.0,1366.0,2357.0,2133.0,2133.0,2636.0,821.0,2536.0,538.0,623.0,1886.0,857.0,294.0
77339,19864.0,412.0,2038.0,2291.0,2697.0,2697.0,1869.0,473.0,2505.0,957.0,1058.0,3590.0,1620.0,354.0
77345,12542.0,291.0,650.0,1248.0,1653.0,1653.0,1268.0,544.0,1577.0,243.0,706.0,1992.0,1941.0,429.0
77346,26657.0,430.0,1426.0,1937.0,3216.0,3216.0,3328.0,1605.0,4642.0,878.0,1325.0,4730.0,2641.0,499.0
77373,25829.0,788.0,733.0,1929.0,3508.0,3508.0,3530.0,1932.0,4844.0,1258.0,933.0,3630.0,2256.0,488.0
77375,17613.0,562.0,1207.0,1602.0,2024.0,2024.0,2216.0,1170.0,2270.0,570.0,897.0,2881.0,1758.0,456.0
77377,13849.0,382.0,504.0,1633.0,1387.0,1387.0,1888.0,763.0,1779.0,470.0,730.0,2167.0,1757.0,389.0
77379,34005.0,703.0,2014.0,3455.0,3669.0,3669.0,3885.0,1898.0,5200.0,1189.0,1933.0,5460.0,3890.0,709.0
77388,19793.0,196.0,978.0,1723.0,1888.0,1888.0,2944.0,1315.0,3499.0,621.0,912.0,2799.0,2480.0,438.0
77389,11089.0,170.0,356.0,725.0,1334.0,1334.0,1705.0,542.0,1853.0,494.0,656.0,1513.0,1315.0,426.0
77396,22285.0,85.0,687.0,1929.0,3676.0,3676.0,3155.0,1975.0,4007.0,841.0,1016.0,2495.0,1764.0,655.0
77401,8129.0,124.0,757.0,1125.0,1712.0,1712.0,2078.0,544.0,1073.0,143.0,114.0,292.0,64.0,103.0
77429,35813.0,488.0,1808.0,4020.0,4189.0,4189.0,4067.0,1861.0,5673.0,1670.0,1630.0,5454.0,4247.0,706.0
77433,25831.0,435.0,743.0,1764.0,2191.0,2191.0,3328.0,996.0,4079.0,1417.0,1990.0,4829.0,3176.0,883.0
77447,4966.0,137.0,117.0,281.0,226.0,226.0,445.0,132.0,897.0,112.0,305.0,817.0,1110.0,387.0
77449,45526.0,350.0,2348.0,2912.0,5563.0,5563.0,4721.0,2471.0,9151.0,1448.0,3539.0,6681.0,5005.0,1337.0
77450,34081.0,431.0,2241.0,3305.0,3599.0,3599.0,3380.0,1801.0,6117.0,1446.0,2444.0,5554.0,3424.0,339.0
77484,4932.0,155.0,368.0,410.0,603.0,603.0,411.0,145.0,443.0,211.0,429.0,840.0,771.0,146.0
77493,11865.0,276.0,750.0,1514.0,1212.0,1212.0,1785.0,624.0,1409.0,304.0,659.0,1631.0,1375.0,326.0
77502,14099.0,304.0,1049.0,2090.0,2192.0,2192.0,2151.0,937.0,2988.0,294.0,413.0,885.0,685.0,111.0
77503,10179.0,158.0,643.0,1364.0,1849.0,1849.0,1899.0,707.0,1546.0,315.0,221.0,841.0,369.0,267.0
77504,10108.0,230.0,812.0,896.0,1667.0,1667.0,1721.0,921.0,1714.0,214.0,337.0,944.0,503.0,149.0
77505,11868.0,207.0,853.0,1616.0,1990.0,1990.0,1792.0,720.0,1551.0,540.0,488.0,1077.0,925.0,109.0
77506,12819.0,309.0,967.0,1527.0,2329.0,2329.0,1947.0,802.0,2349.0,129.0,528.0,883.0,778.0,271.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
