Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77433,54333.0,3118.0,5164.0,46051.0,46464.0,2640.0,4585.0,39239.0,4970.0,190.0,397.0,4383.0,993.0,139.0,113.0,741.0,1333.0,104.0,13.0,1216.0,573.0,45.0,56.0,472.0
77447,13069.0,1902.0,886.0,10281.0,11671.0,1698.0,812.0,9161.0,693.0,170.0,14.0,509.0,582.0,2.0,60.0,520.0,95.0,32.0,0.0,63.0,28.0,0.0,0.0,28.0
77449,94156.0,11447.0,11165.0,71544.0,81558.0,9331.0,10217.0,62010.0,7538.0,1374.0,432.0,5732.0,1759.0,72.0,168.0,1519.0,2935.0,571.0,334.0,2030.0,366.0,99.0,14.0,253.0
77450,69873.0,4011.0,2508.0,63354.0,59660.0,2745.0,1961.0,54954.0,4394.0,397.0,172.0,3825.0,3129.0,637.0,291.0,2201.0,1774.0,217.0,84.0,1473.0,916.0,15.0,0.0,901.0
77484,10698.0,1212.0,1102.0,8384.0,9628.0,945.0,1089.0,7594.0,417.0,168.0,0.0,249.0,515.0,89.0,0.0,426.0,113.0,0.0,13.0,100.0,25.0,10.0,0.0,15.0
77493,23145.0,2662.0,1104.0,19379.0,19693.0,1900.0,932.0,16861.0,2228.0,698.0,104.0,1426.0,882.0,64.0,43.0,775.0,297.0,0.0,25.0,272.0,45.0,0.0,0.0,45.0
77502,35829.0,8018.0,4593.0,23218.0,29868.0,6204.0,3547.0,20117.0,5259.0,1679.0,935.0,2645.0,346.0,79.0,26.0,241.0,319.0,56.0,48.0,215.0,37.0,0.0,37.0,0.0
77503,24544.0,4838.0,3394.0,16312.0,19867.0,3058.0,2800.0,14009.0,4098.0,1604.0,508.0,1986.0,356.0,90.0,28.0,238.0,134.0,49.0,16.0,69.0,89.0,37.0,42.0,10.0
77504,24079.0,5638.0,3631.0,14810.0,17441.0,3412.0,2409.0,11620.0,5566.0,2037.0,932.0,2597.0,576.0,74.0,206.0,296.0,264.0,57.0,57.0,150.0,232.0,58.0,27.0,147.0
77505,23194.0,2456.0,1419.0,19319.0,20522.0,1574.0,1289.0,17659.0,1980.0,814.0,99.0,1067.0,519.0,68.0,28.0,423.0,107.0,0.0,0.0,107.0,66.0,0.0,3.0,63.0
77506,35102.0,11635.0,6677.0,16790.0,27399.0,7602.0,5542.0,14255.0,6303.0,3139.0,1082.0,2082.0,856.0,522.0,0.0,334.0,430.0,285.0,26.0,119.0,114.0,87.0,27.0,0.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,36974.0,7979.0,5272.0,23723.0,30279.0,5553.0,4239.0,20487.0,4770.0,2048.0,677.0,2045.0,1175.0,158.0,273.0,744.0,670.0,202.0,75.0,393.0,80.0,18.0,8.0,54.0
77521,49483.0,8830.0,5190.0,35463.0,39622.0,6150.0,3094.0,30378.0,7392.0,1710.0,1850.0,3832.0,1334.0,367.0,196.0,771.0,1037.0,589.0,38.0,410.0,98.0,14.0,12.0,72.0
77530,29694.0,7506.0,3125.0,19063.0,24962.0,5865.0,2862.0,16235.0,3855.0,1269.0,216.0,2370.0,321.0,59.0,47.0,215.0,266.0,132.0,0.0,134.0,290.0,181.0,0.0,109.0
77532,26804.0,3183.0,2484.0,21137.0,23445.0,2446.0,2323.0,18676.0,2247.0,407.0,161.0,1679.0,974.0,280.0,0.0,694.0,74.0,28.0,0.0,46.0,64.0,22.0,0.0,42.0
77536,30676.0,2301.0,2054.0,26321.0,26187.0,1438.0,1754.0,22995.0,3614.0,702.0,300.0,2612.0,335.0,105.0,0.0,230.0,504.0,56.0,0.0,448.0,36.0,0.0,0.0,36.0
77547,9597.0,1947.0,2557.0,5093.0,7940.0,1376.0,2512.0,4052.0,1513.0,509.0,9.0,995.0,82.0,0.0,36.0,46.0,9.0,9.0,0.0,0.0,53.0,53.0,0.0,0.0
