Zipcode,House Value less than 10k,House Value from 10k to 14.9k,House Value from 15k to 19.9k,House Value from 20k to 24.9k,House Value from 25k to 29.9k,House Value from 30k to 34.9k,House Value from 35k to 39.9k,House Value from 40k to 49.9k,House Value from 50k to 59.9k,House Value from 60k to 69.9k,House Value from 70k to 79.9k,House Value from 80k to 89.9k,House Value from 90k to 99.9k,House Value from 100k to 124.9k,House Value from 125k to 149.9k,House Value from 150k to 174.9k,House Value from 175k to 199.9k,House Value from 200k to 249.9k,House Value from 250k to 299.9k,House Value from 300k to 399.9k,House Value from 400k to 499.9k,House Value from 500k to 749.9k,House Value from 800k to 999.9k,House Value from 1 million to 1.499 millions
77586,11.0,11.0,0.0,14.0,0.0,12.0,27.0,39.0,8.0,53.0,93.0,103.0,31.0,542.0,473.0,1051.0,732.0,1349.0,636.0,285.0,117.0,180.0,106.0,33.0
77587,132.0,44.0,24.0,51.0,0.0,0.0,70.0,186.0,209.0,245.0,480.0,179.0,403.0,490.0,187.0,134.0,18.0,79.0,0.0,13.0,0.0,30.0,9.0,20.0
77598,0.0,14.0,0.0,21.0,0.0,48.0,15.0,126.0,19.0,28.0,28.0,12.0,115.0,823.0,507.0,79.0,0.0,55.0,10.0,26.0,14.0,15.0,19.0,17.0
77002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,44.0,12.0,36.0,68.0,168.0,36.0,66.0,18.0,22.0,21.0,0.0
77003,6.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,105.0,87.0,134.0,200.0,140.0,55.0,17.0,94.0,134.0,322.0,83.0,54.0,8.0,0.0,0.0,0.0
77004,17.0,0.0,0.0,0.0,107.0,44.0,0.0,153.0,65.0,62.0,100.0,161.0,161.0,356.0,141.0,251.0,351.0,683.0,503.0,501.0,136.0,106.0,30.0,33.0
77005,0.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,0.0,0.0,0.0,57.0,215.0,68.0,111.0,55.0,109.0,85.0,312.0,628.0,1972.0,1443.0,1798.0
77006,12.0,13.0,0.0,12.0,0.0,8.0,12.0,0.0,0.0,18.0,34.0,78.0,37.0,168.0,236.0,240.0,180.0,574.0,406.0,861.0,603.0,449.0,113.0,105.0
77007,7.0,0.0,0.0,0.0,25.0,0.0,34.0,10.0,10.0,69.0,78.0,49.0,28.0,186.0,191.0,255.0,230.0,1154.0,1562.0,1767.0,914.0,553.0,179.0,248.0
77008,41.0,11.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,17.0,80.0,71.0,15.0,191.0,252.0,509.0,404.0,1369.0,1500.0,1747.0,701.0,522.0,117.0,134.0
77009,30.0,0.0,37.0,31.0,43.0,91.0,9.0,69.0,212.0,275.0,346.0,541.0,503.0,774.0,575.0,585.0,253.0,785.0,830.0,833.0,316.0,121.0,54.0,9.0
77010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77011,45.0,0.0,0.0,0.0,40.0,44.0,36.0,99.0,221.0,391.0,347.0,459.0,249.0,217.0,8.0,32.0,9.0,63.0,10.0,59.0,0.0,0.0,0.0,0.0
77012,12.0,37.0,36.0,105.0,0.0,27.0,16.0,197.0,146.0,356.0,327.0,345.0,363.0,415.0,48.0,36.0,0.0,14.0,22.0,32.0,0.0,24.0,0.0,0.0
77013,45.0,103.0,25.0,16.0,67.0,50.0,40.0,61.0,126.0,215.0,241.0,374.0,363.0,432.0,176.0,69.0,46.0,12.0,15.0,0.0,0.0,0.0,11.0,0.0
77014,109.0,21.0,51.0,0.0,74.0,42.0,0.0,13.0,147.0,248.0,242.0,235.0,249.0,1054.0,1240.0,698.0,147.0,131.0,56.0,0.0,0.0,0.0,0.0,0.0
77015,211.0,80.0,93.0,46.0,200.0,127.0,148.0,269.0,447.0,725.0,878.0,919.0,1075.0,1993.0,852.0,436.0,178.0,169.0,109.0,0.0,33.0,0.0,0.0,41.0
77016,199.0,32.0,104.0,176.0,165.0,339.0,229.0,579.0,962.0,910.0,998.0,725.0,333.0,363.0,110.0,93.0,126.0,21.0,0.0,16.0,22.0,0.0,0.0,9.0
77017,58.0,62.0,0.0,0.0,40.0,23.0,24.0,127.0,273.0,676.0,863.0,903.0,642.0,955.0,486.0,219.0,92.0,74.0,0.0,0.0,7.0,0.0,0.0,7.0
77018,34.0,30.0,59.0,9.0,15.0,50.0,53.0,81.0,28.0,63.0,97.0,61.0,125.0,451.0,449.0,1073.0,890.0,1293.0,932.0,1035.0,228.0,273.0,50.0,46.0
77019,12.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,15.0,14.0,15.0,28.0,166.0,161.0,125.0,288.0,441.0,529.0,905.0,582.0,376.0,403.0,989.0
77020,90.0,13.0,57.0,64.0,38.0,50.0,65.0,418.0,479.0,667.0,618.0,308.0,440.0,267.0,96.0,119.0,91.0,179.0,28.0,29.0,0.0,6.0,0.0,0.0
77021,79.0,22.0,14.0,44.0,37.0,131.0,108.0,457.0,334.0,431.0,361.0,379.0,380.0,264.0,88.0,87.0,143.0,197.0,230.0,128.0,166.0,125.0,9.0,6.0
77022,64.0,9.0,27.0,8.0,35.0,88.0,62.0,425.0,506.0,194.0,503.0,532.0,306.0,774.0,316.0,203.0,44.0,98.0,25.0,23.0,12.0,0.0,7.0,0.0
77023,64.0,28.0,0.0,17.0,6.0,38.0,0.0,77.0,71.0,246.0,340.0,580.0,693.0,787.0,286.0,449.0,212.0,340.0,98.0,145.0,20.0,0.0,13.0,0.0
77024,0.0,30.0,0.0,28.0,0.0,0.0,0.0,11.0,48.0,64.0,161.0,141.0,303.0,308.0,159.0,319.0,169.0,342.0,329.0,754.0,967.0,1935.0,1492.0,2760.0
77025,14.0,53.0,0.0,7.0,14.0,0.0,16.0,38.0,41.0,68.0,115.0,95.0,63.0,133.0,213.0,231.0,135.0,581.0,579.0,1260.0,666.0,499.0,423.0,152.0
77026,41.0,9.0,25.0,267.0,243.0,212.0,176.0,254.0,467.0,345.0,264.0,405.0,127.0,261.0,121.0,92.0,25.0,2.0,4.0,4.0,14.0,5.0,0.0,13.0
77027,0.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,7.0,90.0,36.0,72.0,67.0,171.0,75.0,62.0,105.0,91.0,460.0,421.0,597.0,345.0,372.0
77028,59.0,12.0,96.0,137.0,126.0,240.0,106.0,529.0,578.0,536.0,385.0,393.0,188.0,210.0,164.0,21.0,0.0,28.0,0.0,10.0,0.0,55.0,0.0,5.0
77029,143.0,7.0,32.0,98.0,51.0,57.0,34.0,288.0,381.0,463.0,601.0,594.0,333.0,241.0,14.0,78.0,12.0,66.0,12.0,0.0,0.0,22.0,0.0,0.0
77030,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,34.0,77.0,14.0,57.0,57.0,79.0,66.0,72.0,119.0,138.0,427.0,567.0,221.0,178.0
77031,0.0,87.0,0.0,11.0,40.0,19.0,0.0,0.0,68.0,32.0,0.0,76.0,278.0,1036.0,659.0,250.0,83.0,64.0,0.0,14.0,18.0,0.0,0.0,0.0
77032,41.0,10.0,87.0,76.0,60.0,26.0,94.0,48.0,56.0,146.0,114.0,120.0,245.0,79.0,41.0,54.0,38.0,7.0,9.0,0.0,0.0,7.0,0.0,0.0
77033,38.0,70.0,40.0,73.0,61.0,223.0,180.0,649.0,997.0,962.0,785.0,755.0,379.0,220.0,57.0,54.0,18.0,28.0,0.0,6.0,0.0,15.0,13.0,0.0
77034,0.0,93.0,0.0,7.0,0.0,12.0,0.0,42.0,90.0,233.0,520.0,782.0,932.0,1735.0,864.0,371.0,85.0,65.0,74.0,11.0,0.0,27.0,0.0,8.0
77035,0.0,18.0,60.0,14.0,102.0,66.0,21.0,89.0,54.0,194.0,200.0,379.0,207.0,790.0,610.0,692.0,664.0,751.0,354.0,269.0,102.0,22.0,13.0,0.0
77036,44.0,67.0,78.0,73.0,82.0,90.0,72.0,253.0,240.0,136.0,182.0,162.0,321.0,1258.0,989.0,459.0,164.0,43.0,56.0,65.0,7.0,9.0,10.0,0.0
77037,272.0,55.0,119.0,47.0,36.0,61.0,13.0,73.0,132.0,191.0,233.0,223.0,532.0,691.0,200.0,166.0,0.0,102.0,57.0,0.0,14.0,7.0,5.0,0.0
77038,60.0,67.0,145.0,36.0,67.0,101.0,0.0,27.0,33.0,237.0,498.0,730.0,596.0,787.0,427.0,93.0,5.0,74.0,29.0,0.0,0.0,0.0,20.0,0.0
77039,95.0,71.0,45.0,50.0,26.0,68.0,42.0,83.0,210.0,408.0,503.0,607.0,528.0,805.0,364.0,113.0,21.0,23.0,73.0,11.0,4.0,13.0,0.0,0.0
77040,30.0,36.0,35.0,4.0,9.0,11.0,0.0,78.0,119.0,337.0,278.0,878.0,661.0,1636.0,1184.0,1169.0,743.0,851.0,436.0,132.0,34.0,14.0,18.0,0.0
77041,235.0,104.0,132.0,112.0,120.0,100.0,22.0,56.0,47.0,101.0,211.0,747.0,504.0,1525.0,979.0,682.0,545.0,513.0,337.0,1004.0,557.0,306.0,31.0,27.0
77042,0.0,0.0,30.0,23.0,52.0,17.0,58.0,245.0,277.0,223.0,108.0,63.0,152.0,349.0,295.0,345.0,229.0,692.0,354.0,885.0,343.0,257.0,40.0,78.0
77043,0.0,20.0,17.0,0.0,0.0,0.0,5.0,70.0,127.0,156.0,178.0,235.0,266.0,780.0,589.0,779.0,450.0,523.0,283.0,52.0,11.0,20.0,0.0,0.0
77044,108.0,152.0,168.0,133.0,96.0,128.0,13.0,203.0,307.0,246.0,316.0,442.0,467.0,974.0,410.0,674.0,525.0,858.0,557.0,539.0,233.0,50.0,0.0,105.0
77045,68.0,40.0,20.0,8.0,30.0,36.0,53.0,105.0,327.0,699.0,920.0,1187.0,1171.0,1094.0,251.0,164.0,113.0,53.0,0.0,77.0,9.0,0.0,0.0,60.0
77046,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,35.0,14.0,46.0,18.0,43.0,66.0,50.0,0.0,0.0
77047,0.0,116.0,10.0,55.0,27.0,13.0,23.0,111.0,335.0,475.0,388.0,477.0,558.0,1372.0,1087.0,346.0,123.0,42.0,23.0,71.0,0.0,14.0,24.0,13.0
77048,0.0,23.0,25.0,18.0,16.0,50.0,38.0,212.0,159.0,288.0,499.0,679.0,267.0,429.0,250.0,99.0,15.0,17.0,0.0,0.0,0.0,0.0,14.0,0.0
77049,83.0,19.0,16.0,41.0,43.0,106.0,19.0,83.0,189.0,411.0,653.0,707.0,606.0,929.0,639.0,659.0,254.0,210.0,184.0,80.0,24.0,7.0,0.0,19.0
77050,61.0,19.0,0.0,5.0,11.0,37.0,11.0,53.0,47.0,105.0,148.0,144.0,94.0,44.0,31.0,0.0,36.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0
77051,42.0,85.0,31.0,60.0,53.0,123.0,198.0,389.0,259.0,242.0,185.0,141.0,64.0,156.0,70.0,43.0,9.0,27.0,0.0,0.0,0.0,11.0,4.0,0.0
77054,0.0,32.0,0.0,0.0,22.0,0.0,37.0,97.0,101.0,169.0,122.0,138.0,64.0,323.0,248.0,129.0,113.0,170.0,153.0,29.0,0.0,0.0,0.0,0.0
77055,57.0,12.0,0.0,0.0,22.0,37.0,53.0,126.0,67.0,188.0,147.0,178.0,434.0,620.0,611.0,421.0,141.0,354.0,379.0,831.0,563.0,811.0,306.0,83.0
77056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,12.0,0.0,65.0,72.0,74.0,108.0,88.0,110.0,270.0,306.0,399.0,411.0,742.0,547.0,943.0
77057,0.0,0.0,10.0,0.0,0.0,13.0,0.0,85.0,43.0,141.0,100.0,135.0,303.0,582.0,535.0,709.0,302.0,741.0,284.0,488.0,429.0,997.0,248.0,398.0
77058,0.0,21.0,0.0,0.0,0.0,0.0,16.0,45.0,77.0,63.0,109.0,183.0,106.0,302.0,400.0,437.0,309.0,582.0,62.0,141.0,61.0,28.0,0.0,0.0
77059,8.0,26.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,10.0,0.0,34.0,238.0,491.0,430.0,590.0,1239.0,670.0,1241.0,361.0,355.0,64.0,32.0
77060,96.0,0.0,61.0,15.0,27.0,94.0,0.0,115.0,97.0,131.0,402.0,476.0,455.0,832.0,220.0,83.0,9.0,44.0,9.0,0.0,0.0,0.0,14.0,46.0
77061,0.0,14.0,56.0,0.0,11.0,15.0,27.0,69.0,9.0,182.0,211.0,365.0,192.0,687.0,497.0,297.0,168.0,217.0,9.0,37.0,0.0,0.0,0.0,0.0
77062,11.0,88.0,0.0,16.0,0.0,0.0,0.0,12.0,37.0,32.0,122.0,55.0,73.0,841.0,2024.0,2131.0,961.0,579.0,367.0,558.0,120.0,16.0,0.0,10.0
77063,17.0,17.0,10.0,0.0,0.0,0.0,13.0,73.0,72.0,239.0,294.0,190.0,182.0,430.0,218.0,395.0,246.0,514.0,463.0,555.0,233.0,90.0,165.0,150.0
77064,39.0,53.0,0.0,73.0,95.0,30.0,117.0,27.0,42.0,167.0,452.0,671.0,855.0,1564.0,1564.0,1707.0,828.0,785.0,341.0,104.0,42.0,12.0,11.0,12.0
77065,28.0,7.0,21.0,0.0,0.0,28.0,18.0,9.0,0.0,12.0,26.0,206.0,423.0,1822.0,1140.0,1100.0,899.0,489.0,253.0,151.0,103.0,39.0,33.0,33.0
77066,28.0,34.0,22.0,29.0,11.0,0.0,0.0,4.0,121.0,185.0,541.0,653.0,839.0,1138.0,1495.0,1075.0,198.0,157.0,29.0,33.0,0.0,0.0,17.0,23.0
77067,8.0,52.0,35.0,28.0,43.0,31.0,0.0,52.0,66.0,149.0,390.0,659.0,974.0,1284.0,276.0,256.0,45.0,16.0,3.0,0.0,0.0,5.0,0.0,9.0
77068,0.0,47.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,48.0,64.0,388.0,434.0,520.0,253.0,219.0,147.0,195.0,110.0,23.0,20.0,0.0
77069,11.0,10.0,17.0,28.0,13.0,0.0,0.0,71.0,94.0,177.0,238.0,83.0,84.0,198.0,358.0,637.0,319.0,782.0,494.0,591.0,210.0,256.0,44.0,31.0
77070,41.0,39.0,15.0,0.0,0.0,0.0,18.0,37.0,12.0,51.0,141.0,188.0,558.0,1186.0,1840.0,2379.0,1440.0,916.0,326.0,256.0,94.0,56.0,15.0,142.0
77071,11.0,47.0,0.0,0.0,0.0,13.0,8.0,25.0,122.0,185.0,153.0,396.0,490.0,1406.0,818.0,682.0,295.0,320.0,107.0,122.0,24.0,23.0,0.0,18.0
77072,23.0,5.0,6.0,66.0,75.0,60.0,61.0,173.0,379.0,677.0,665.0,795.0,1466.0,1956.0,639.0,446.0,84.0,117.0,0.0,0.0,0.0,0.0,0.0,57.0
77073,15.0,14.0,35.0,78.0,64.0,57.0,12.0,73.0,43.0,134.0,393.0,431.0,821.0,2290.0,1567.0,446.0,152.0,92.0,17.0,0.0,0.0,0.0,16.0,0.0
77074,27.0,13.0,41.0,51.0,57.0,43.0,20.0,113.0,206.0,322.0,245.0,419.0,652.0,1198.0,542.0,315.0,149.0,126.0,66.0,34.0,0.0,0.0,0.0,56.0
77075,53.0,53.0,47.0,115.0,5.0,45.0,15.0,62.0,91.0,232.0,362.0,573.0,413.0,1963.0,1299.0,946.0,236.0,48.0,16.0,99.0,18.0,24.0,0.0,19.0
77076,130.0,0.0,39.0,92.0,92.0,55.0,14.0,139.0,271.0,553.0,818.0,812.0,895.0,805.0,366.0,117.0,63.0,52.0,0.0,18.0,0.0,6.0,0.0,0.0
77077,0.0,0.0,16.0,26.0,28.0,41.0,0.0,0.0,79.0,11.0,95.0,206.0,147.0,412.0,726.0,1187.0,1189.0,2051.0,973.0,785.0,413.0,579.0,84.0,21.0
77078,66.0,10.0,43.0,23.0,30.0,98.0,42.0,184.0,408.0,486.0,271.0,399.0,208.0,178.0,21.0,43.0,4.0,14.0,17.0,0.0,0.0,0.0,0.0,10.0
77079,14.0,0.0,0.0,0.0,5.0,33.0,16.0,60.0,18.0,35.0,90.0,143.0,356.0,699.0,435.0,314.0,152.0,340.0,750.0,1727.0,1119.0,862.0,258.0,183.0
77080,128.0,104.0,49.0,0.0,12.0,20.0,85.0,49.0,44.0,190.0,168.0,429.0,292.0,1235.0,1094.0,948.0,418.0,383.0,69.0,48.0,62.0,30.0,14.0,19.0
77081,0.0,0.0,0.0,8.0,8.0,0.0,0.0,21.0,9.0,38.0,0.0,12.0,8.0,91.0,102.0,24.0,46.0,105.0,138.0,82.0,55.0,6.0,49.0,24.0
77082,9.0,42.0,8.0,0.0,0.0,11.0,0.0,6.0,30.0,203.0,208.0,397.0,894.0,1947.0,1250.0,723.0,401.0,674.0,403.0,164.0,131.0,168.0,96.0,221.0
77083,106.0,120.0,29.0,11.0,0.0,0.0,0.0,177.0,57.0,418.0,257.0,1219.0,1524.0,4164.0,2567.0,2423.0,680.0,574.0,26.0,67.0,0.0,14.0,0.0,15.0
77084,53.0,21.0,30.0,12.0,14.0,13.0,33.0,0.0,34.0,219.0,296.0,1190.0,2065.0,5295.0,4198.0,2877.0,1206.0,1085.0,398.0,222.0,72.0,0.0,0.0,15.0
77085,9.0,27.0,26.0,0.0,0.0,9.0,11.0,0.0,161.0,88.0,120.0,218.0,472.0,1156.0,708.0,321.0,43.0,0.0,18.0,0.0,0.0,0.0,0.0,12.0
77086,43.0,56.0,83.0,0.0,0.0,0.0,8.0,11.0,83.0,169.0,246.0,790.0,1348.0,1336.0,331.0,92.0,26.0,27.0,0.0,0.0,5.0,0.0,0.0,18.0
77087,75.0,24.0,62.0,13.0,21.0,30.0,95.0,324.0,233.0,499.0,1067.0,1335.0,944.0,1015.0,282.0,129.0,91.0,87.0,69.0,10.0,0.0,0.0,0.0,0.0
77088,152.0,47.0,78.0,65.0,117.0,144.0,87.0,341.0,347.0,632.0,929.0,1509.0,1818.0,2355.0,883.0,388.0,91.0,94.0,71.0,102.0,17.0,10.0,8.0,24.0
77089,85.0,74.0,42.0,0.0,14.0,31.0,11.0,0.0,50.0,265.0,242.0,719.0,1087.0,3041.0,2176.0,1327.0,722.0,628.0,180.0,127.0,0.0,0.0,24.0,64.0
77090,0.0,19.0,0.0,0.0,0.0,0.0,15.0,83.0,25.0,110.0,109.0,325.0,169.0,462.0,660.0,797.0,248.0,91.0,90.0,0.0,27.0,36.0,0.0,0.0
77091,5.0,56.0,50.0,19.0,23.0,83.0,151.0,199.0,110.0,297.0,449.0,319.0,265.0,419.0,297.0,353.0,184.0,199.0,61.0,45.0,9.0,5.0,0.0,20.0
77092,12.0,39.0,33.0,20.0,0.0,56.0,35.0,59.0,157.0,265.0,158.0,303.0,456.0,792.0,961.0,1010.0,344.0,261.0,44.0,50.0,41.0,0.0,0.0,11.0
77093,141.0,68.0,137.0,67.0,132.0,202.0,127.0,501.0,767.0,715.0,932.0,926.0,658.0,843.0,227.0,250.0,62.0,105.0,56.0,11.0,9.0,8.0,0.0,12.0
77094,0.0,0.0,19.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,85.0,15.0,17.0,0.0,43.0,214.0,572.0,506.0,477.0,262.0,198.0,124.0,110.0
77095,0.0,31.0,61.0,82.0,0.0,13.0,0.0,0.0,42.0,34.0,78.0,235.0,513.0,1643.0,3142.0,3277.0,2785.0,2667.0,1281.0,548.0,42.0,73.0,0.0,0.0
77096,0.0,18.0,55.0,0.0,8.0,17.0,11.0,32.0,42.0,24.0,15.0,94.0,71.0,198.0,363.0,685.0,639.0,1240.0,1521.0,1519.0,435.0,266.0,77.0,76.0
77098,0.0,38.0,13.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,0.0,14.0,17.0,26.0,18.0,166.0,27.0,151.0,209.0,340.0,514.0,219.0,59.0,220.0
77099,103.0,60.0,70.0,47.0,11.0,47.0,85.0,82.0,43.0,298.0,422.0,872.0,1477.0,2510.0,402.0,209.0,31.0,24.0,28.0,15.0,0.0,0.0,12.0,15.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,129.0,21.0,0.0,66.0,0.0,88.0,30.0,24.0,47.0,197.0,61.0,239.0,176.0,373.0,313.0,358.0,74.0,221.0,303.0,391.0,147.0,115.0,0.0,32.0
77338,11.0,98.0,0.0,35.0,0.0,0.0,10.0,57.0,223.0,251.0,453.0,743.0,824.0,2154.0,882.0,616.0,100.0,10.0,55.0,0.0,60.0,6.0,0.0,0.0
77339,23.0,90.0,26.0,7.0,0.0,0.0,0.0,4.0,9.0,69.0,45.0,139.0,447.0,1708.0,2570.0,2340.0,767.0,735.0,374.0,403.0,174.0,224.0,55.0,66.0
77345,0.0,0.0,28.0,0.0,37.0,0.0,25.0,54.0,0.0,19.0,44.0,0.0,49.0,194.0,848.0,756.0,564.0,1830.0,1313.0,1238.0,469.0,444.0,44.0,11.0
77346,52.0,23.0,30.0,22.0,0.0,12.0,33.0,6.0,30.0,61.0,137.0,162.0,600.0,1994.0,2965.0,2998.0,1578.0,1949.0,717.0,556.0,193.0,33.0,40.0,56.0
77373,10.0,14.0,30.0,21.0,0.0,13.0,0.0,69.0,224.0,406.0,1023.0,1937.0,1512.0,2947.0,2254.0,1441.0,585.0,512.0,278.0,149.0,62.0,39.0,16.0,0.0
77375,62.0,144.0,45.0,22.0,62.0,0.0,127.0,30.0,80.0,65.0,328.0,283.0,346.0,1103.0,1899.0,1782.0,626.0,496.0,425.0,397.0,99.0,94.0,44.0,43.0
77377,31.0,112.0,26.0,73.0,36.0,26.0,26.0,47.0,102.0,70.0,120.0,242.0,185.0,294.0,819.0,962.0,950.0,1652.0,874.0,593.0,174.0,133.0,63.0,42.0
77379,0.0,60.0,29.0,42.0,0.0,24.0,0.0,32.0,34.0,0.0,60.0,131.0,360.0,2035.0,2056.0,3131.0,2614.0,2711.0,2308.0,2031.0,872.0,433.0,266.0,67.0
77388,45.0,68.0,21.0,13.0,16.0,17.0,10.0,0.0,0.0,102.0,79.0,344.0,405.0,2259.0,2591.0,2397.0,955.0,1702.0,495.0,337.0,32.0,67.0,0.0,54.0
77389,10.0,69.0,23.0,30.0,86.0,60.0,159.0,120.0,38.0,112.0,190.0,108.0,300.0,706.0,586.0,651.0,360.0,674.0,623.0,854.0,384.0,353.0,82.0,33.0
77396,223.0,209.0,199.0,72.0,57.0,64.0,17.0,141.0,306.0,409.0,563.0,637.0,821.0,1414.0,917.0,781.0,269.0,672.0,211.0,518.0,169.0,59.0,49.0,43.0
77401,45.0,0.0,0.0,21.0,11.0,19.0,8.0,10.0,0.0,0.0,10.0,9.0,12.0,28.0,18.0,124.0,42.0,398.0,411.0,649.0,599.0,1416.0,1098.0,551.0
77429,45.0,68.0,27.0,42.0,0.0,0.0,86.0,119.0,33.0,31.0,72.0,215.0,469.0,1835.0,2801.0,3050.0,1869.0,2979.0,2218.0,1727.0,855.0,660.0,261.0,100.0
77433,0.0,0.0,14.0,0.0,12.0,37.0,9.0,0.0,22.0,101.0,279.0,308.0,398.0,1317.0,1660.0,2209.0,1190.0,1884.0,1115.0,1474.0,513.0,238.0,60.0,38.0
77447,28.0,8.0,39.0,54.0,0.0,112.0,40.0,0.0,90.0,210.0,183.0,226.0,100.0,472.0,317.0,236.0,169.0,315.0,237.0,137.0,87.0,66.0,70.0,17.0
77449,79.0,156.0,187.0,155.0,93.0,15.0,27.0,68.0,118.0,337.0,846.0,1418.0,2247.0,6414.0,5224.0,2773.0,615.0,321.0,60.0,37.0,0.0,0.0,10.0,49.0
77450,30.0,60.0,24.0,43.0,20.0,0.0,0.0,0.0,58.0,39.0,30.0,255.0,430.0,2052.0,2014.0,2125.0,2126.0,2956.0,1338.0,2069.0,795.0,508.0,47.0,78.0
