Zipcode,Total enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to grade 4,Enrolled in grade 5 to grade 8,Enrolled in grade 9 to grade 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school
77020,6810.0,507.0,505.0,1682.0,1658.0,1526.0,868.0,64.0,18392.0
77021,7212.0,493.0,366.0,1308.0,1162.0,1471.0,1877.0,535.0,17775.0
77022,6991.0,417.0,465.0,1785.0,1635.0,1680.0,954.0,55.0,19326.0
77023,7954.0,472.0,413.0,1899.0,1705.0,1662.0,1645.0,158.0,19701.0
77024,9618.0,869.0,739.0,1945.0,2341.0,2119.0,1041.0,564.0,26322.0
77025,7245.0,809.0,469.0,1108.0,1039.0,1097.0,1443.0,1280.0,18967.0
77026,6572.0,672.0,316.0,1517.0,1518.0,1514.0,921.0,114.0,15797.0
77027,2737.0,136.0,78.0,260.0,280.0,389.0,1031.0,563.0,12434.0
77028,3925.0,272.0,275.0,1236.0,717.0,657.0,705.0,63.0,10650.0
77029,4645.0,302.0,358.0,1090.0,1126.0,994.0,714.0,61.0,12217.0
77030,3357.0,204.0,105.0,418.0,296.0,221.0,692.0,1421.0,6796.0
77031,5051.0,241.0,636.0,1179.0,1156.0,719.0,987.0,133.0,11846.0
77032,3663.0,388.0,311.0,958.0,832.0,838.0,322.0,14.0,8190.0
77033,7223.0,477.0,350.0,1472.0,1754.0,1826.0,1298.0,46.0,19103.0
77034,11690.0,769.0,614.0,2772.0,2556.0,2212.0,2546.0,221.0,23891.0
77035,9628.0,770.0,515.0,2561.0,2166.0,1708.0,1447.0,461.0,24375.0
77036,18656.0,1097.0,1253.0,5117.0,4263.0,3444.0,2844.0,638.0,49708.0
77037,6262.0,536.0,753.0,1568.0,1617.0,1277.0,490.0,21.0,13679.0
77038,8974.0,488.0,701.0,1928.0,2308.0,2244.0,1122.0,183.0,17554.0
77039,8332.0,401.0,681.0,2353.0,2028.0,1887.0,941.0,41.0,18793.0
77040,12034.0,535.0,781.0,3081.0,1905.0,2853.0,2284.0,595.0,32626.0
77041,11267.0,686.0,583.0,2360.0,2549.0,2710.0,2056.0,323.0,24457.0
77042,9150.0,731.0,459.0,1694.0,1769.0,1194.0,2687.0,616.0,27314.0
77043,6546.0,641.0,240.0,1332.0,1077.0,1863.0,1173.0,220.0,17240.0
77044,12013.0,870.0,933.0,3062.0,2555.0,2039.0,1944.0,610.0,21212.0
77045,11199.0,705.0,435.0,2714.0,2474.0,2442.0,2086.0,343.0,21340.0
77046,97.0,0.0,0.0,0.0,18.0,0.0,14.0,65.0,851.0
77047,6685.0,420.0,396.0,1345.0,1310.0,1149.0,1517.0,548.0,15337.0
77048,4833.0,148.0,195.0,919.0,944.0,1610.0,875.0,142.0,10909.0
77049,10496.0,480.0,663.0,2093.0,1850.0,2582.0,2472.0,356.0,18384.0
77050,1277.0,204.0,55.0,427.0,190.0,184.0,196.0,21.0,3456.0
77051,3829.0,403.0,254.0,820.0,606.0,722.0,911.0,113.0,10436.0
77054,8449.0,455.0,209.0,561.0,483.0,293.0,3425.0,3023.0,13301.0
77055,11476.0,973.0,629.0,2915.0,2841.0,2370.0,1456.0,292.0,30260.0
77056,2815.0,190.0,120.0,249.0,341.0,177.0,1060.0,678.0,14175.0
77057,6619.0,674.0,416.0,1711.0,1168.0,754.0,1265.0,631.0,31566.0
77058,4552.0,81.0,277.0,622.0,504.0,514.0,1659.0,895.0,11521.0
77059,6130.0,192.0,186.0,1166.0,1586.0,1833.0,850.0,317.0,12317.0
77060,12628.0,745.0,1193.0,3979.0,2664.0,2366.0,1591.0,90.0,28439.0
77061,7184.0,386.0,413.0,1562.0,1697.0,1519.0,1463.0,144.0,16850.0
77062,6800.0,505.0,260.0,1211.0,1193.0,1607.0,1436.0,588.0,18131.0
77063,7618.0,527.0,598.0,1281.0,1264.0,903.0,2058.0,987.0,26531.0
77064,12434.0,841.0,663.0,2664.0,2697.0,3155.0,2016.0,398.0,32325.0
77065,11725.0,612.0,702.0,2627.0,2588.0,2415.0,2236.0,545.0,25296.0
77066,9586.0,356.0,478.0,2242.0,2031.0,2371.0,1840.0,268.0,21608.0
77067,11086.0,542.0,928.0,2602.0,2107.0,2436.0,2234.0,237.0,18482.0
77068,2525.0,92.0,59.0,470.0,634.0,397.0,736.0,137.0,7926.0
77069,3119.0,196.0,187.0,586.0,641.0,691.0,741.0,77.0,13012.0
77070,12503.0,620.0,507.0,2601.0,2581.0,2350.0,2955.0,889.0,33413.0
77071,8392.0,480.0,249.0,1733.0,1654.0,1946.0,1744.0,586.0,17934.0
77072,17636.0,634.0,1061.0,3517.0,3671.0,3999.0,4405.0,349.0,39105.0
77073,13936.0,841.0,759.0,3673.0,2804.0,2457.0,2927.0,475.0,24496.0
77074,10013.0,735.0,697.0,2281.0,2032.0,1772.0,2252.0,244.0,24509.0
77075,12508.0,917.0,714.0,2826.0,3114.0,2440.0,2271.0,226.0,25970.0
77076,10574.0,615.0,1015.0,2769.0,2419.0,2491.0,1174.0,91.0,22124.0
77077,12735.0,1102.0,614.0,2236.0,2231.0,2499.0,3089.0,964.0,38876.0
77078,4642.0,429.0,165.0,901.0,1076.0,1090.0,840.0,141.0,10048.0
77079,8807.0,873.0,459.0,1740.0,2000.0,1819.0,1339.0,577.0,21254.0
77080,11620.0,677.0,694.0,3234.0,2442.0,2459.0,1835.0,279.0,33343.0
77081,12699.0,853.0,1323.0,3173.0,3064.0,1794.0,1877.0,615.0,28644.0
77082,13560.0,1003.0,715.0,2592.0,2260.0,2693.0,3569.0,728.0,36389.0
77083,23229.0,1051.0,1349.0,5163.0,4543.0,4927.0,5343.0,853.0,46393.0
77084,30887.0,1742.0,1611.0,6520.0,6632.0,6433.0,6901.0,1048.0,66439.0
77085,5197.0,248.0,294.0,1096.0,1292.0,984.0,1174.0,109.0,10459.0
77086,8840.0,543.0,636.0,1787.0,2180.0,2118.0,1467.0,109.0,18506.0
77087,10837.0,538.0,531.0,2935.0,2334.0,2239.0,2188.0,72.0,24625.0
77088,15488.0,1041.0,957.0,3858.0,3692.0,3307.0,2363.0,270.0,35758.0
77089,16324.0,1042.0,1222.0,2955.0,2843.0,3089.0,4209.0,964.0,33790.0
77090,9870.0,553.0,536.0,1882.0,2005.0,2080.0,2504.0,310.0,22220.0
77091,6523.0,413.0,284.0,1481.0,1330.0,1431.0,1509.0,75.0,16000.0
77092,8984.0,552.0,556.0,2318.0,1865.0,2171.0,1399.0,123.0,24003.0
77093,12157.0,990.0,829.0,3025.0,2700.0,3059.0,1439.0,115.0,27912.0
77094,2479.0,123.0,116.0,409.0,612.0,733.0,377.0,109.0,5965.0
77095,21847.0,1886.0,1059.0,4456.0,4748.0,4507.0,3859.0,1332.0,45512.0
77096,10131.0,971.0,566.0,2124.0,1983.0,1411.0,2293.0,783.0,24739.0
77098,2345.0,208.0,69.0,147.0,248.0,200.0,771.0,702.0,10451.0
77099,14156.0,678.0,781.0,3236.0,3225.0,2703.0,2974.0,559.0,30725.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,3136.0,155.0,194.0,870.0,667.0,860.0,373.0,17.0,8268.0
77338,11327.0,610.0,672.0,2231.0,2179.0,2073.0,2820.0,742.0,22933.0
77339,11220.0,576.0,918.0,2103.0,2021.0,2331.0,2855.0,416.0,28310.0
77345,8987.0,594.0,492.0,1823.0,1955.0,2228.0,1603.0,292.0,19312.0
77346,18753.0,1208.0,1295.0,4033.0,4511.0,3870.0,3253.0,583.0,36107.0
77373,17104.0,928.0,952.0,3487.0,3902.0,3795.0,3644.0,396.0,35707.0
77375,12995.0,978.0,921.0,3367.0,3166.0,2273.0,1902.0,388.0,27441.0
77377,10326.0,757.0,649.0,2817.0,2035.0,2023.0,1696.0,349.0,20370.0
77379,22177.0,1824.0,1207.0,4507.0,4493.0,5332.0,3895.0,919.0,48142.0
77388,11982.0,690.0,545.0,2953.0,2121.0,2703.0,2528.0,442.0,28083.0
77389,7943.0,647.0,834.0,1916.0,1308.0,1392.0,1420.0,426.0,16956.0
77396,14112.0,944.0,1206.0,2927.0,3008.0,2767.0,2530.0,730.0,30905.0
77401,5442.0,603.0,308.0,1240.0,982.0,1387.0,666.0,256.0,11970.0
77429,23097.0,1592.0,1498.0,5473.0,5465.0,5028.0,3427.0,614.0,50115.0
77433,20908.0,1579.0,1361.0,4691.0,4843.0,4585.0,2881.0,968.0,36295.0
77447,3665.0,152.0,199.0,718.0,821.0,1170.0,585.0,20.0,8836.0
77449,32163.0,2228.0,1731.0,8161.0,7015.0,6205.0,6080.0,743.0,62842.0
77450,23042.0,1414.0,1400.0,4405.0,5659.0,4981.0,4136.0,1047.0,47759.0
77493,6994.0,313.0,473.0,1258.0,1770.0,1871.0,1161.0,148.0,16466.0
77502,10871.0,667.0,525.0,2704.0,2531.0,2673.0,1715.0,56.0,24624.0
77503,7668.0,446.0,501.0,1680.0,1783.0,1555.0,1652.0,51.0,16680.0
77504,7189.0,444.0,301.0,1681.0,1620.0,1421.0,1480.0,242.0,16163.0
77505,6491.0,496.0,307.0,1503.0,915.0,1516.0,1435.0,319.0,15930.0
77506,10433.0,563.0,554.0,3012.0,2586.0,2507.0,1161.0,50.0,23581.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
