Zipcode,Median household income in the past 12 months,Total Number of House-hold in the past 12 months,"Total Number of House-hold with Less than $10,000","Total Number of House-hold with an Income of $10,000 to $14,999","Total Number of House-hold with an Income of $15,000 to $19,999","Total Number of House-hold with an Income of $20,000 to $24,999","Total Number of House-hold with an Income of $25,000 to $29,999","Total Number of House-hold with an Income of $30,000 to $34,999","Total Number of House-hold with an Income of $35,000 to $39,999","Total Number of House-hold with an Income of $40,000 to $44,999","Total Number of House-hold with an Income of $45,000 to $49,999","Total Number of House-hold with an Income of $50,000 to $59,999","Total Number of House-hold with an Income of $60,000 to $74,999","Total Number of House-hold with an Income of $75,000 to $99,999","Total Number of House-hold with an Income of $100,000 to $124,999","Total Number of House-hold with an Income of $125,000 to $149,999","Total Number of House-hold with an Income of $150,000 to $199,999","Total Number of House-hold with an Income of $200,000 or more"
77012,34891.0,6144.0,510.0,722.0,494.0,540.0,384.0,433.0,438.0,302.0,202.0,576.0,593.0,521.0,250.0,66.0,87.0,26.0
77013,38807.0,5762.0,440.0,347.0,393.0,546.0,356.0,476.0,438.0,353.0,321.0,593.0,676.0,430.0,274.0,54.0,50.0,15.0
77014,41033.0,11101.0,669.0,975.0,996.0,572.0,703.0,1091.0,454.0,475.0,475.0,894.0,976.0,1433.0,769.0,181.0,336.0,102.0
77015,43058.0,17199.0,1257.0,752.0,1294.0,1082.0,1325.0,1039.0,1230.0,866.0,603.0,1715.0,2005.0,1920.0,1254.0,364.0,307.0,186.0
77016,30746.0,9255.0,1098.0,890.0,911.0,744.0,884.0,600.0,429.0,628.0,581.0,627.0,684.0,724.0,184.0,94.0,144.0,33.0
77017,39288.0,9985.0,919.0,695.0,712.0,860.0,617.0,574.0,693.0,476.0,437.0,854.0,1072.0,1084.0,489.0,232.0,189.0,82.0
77018,69048.0,10865.0,562.0,712.0,494.0,522.0,433.0,372.0,462.0,338.0,298.0,583.0,933.0,1254.0,715.0,765.0,956.0,1466.0
77019,101297.0,10266.0,574.0,305.0,305.0,260.0,297.0,146.0,178.0,204.0,242.0,689.0,660.0,1148.0,1013.0,657.0,1057.0,2531.0
77020,27052.0,8354.0,1427.0,1114.0,862.0,508.0,549.0,577.0,398.0,474.0,250.0,485.0,552.0,515.0,319.0,134.0,53.0,137.0
77021,32800.0,10258.0,1772.0,918.0,712.0,911.0,408.0,591.0,396.0,550.0,501.0,843.0,725.0,789.0,446.0,174.0,194.0,328.0
77022,30852.0,9196.0,1396.0,1133.0,764.0,690.0,507.0,640.0,516.0,407.0,337.0,741.0,734.0,657.0,351.0,146.0,92.0,85.0
77023,36065.0,9360.0,987.0,823.0,677.0,874.0,642.0,550.0,565.0,568.0,484.0,773.0,731.0,878.0,286.0,154.0,275.0,93.0
77024,114223.0,15009.0,423.0,356.0,340.0,395.0,455.0,318.0,374.0,331.0,465.0,550.0,1326.0,1353.0,1316.0,818.0,1035.0,5154.0
77025,66559.0,12626.0,1003.0,389.0,305.0,525.0,542.0,373.0,477.0,677.0,526.0,990.0,874.0,1428.0,982.0,453.0,874.0,2208.0
77026,22242.0,7843.0,1585.0,1001.0,1018.0,553.0,734.0,498.0,386.0,410.0,242.0,351.0,420.0,385.0,160.0,70.0,18.0,12.0
77027,89276.0,9001.0,322.0,206.0,200.0,326.0,106.0,287.0,267.0,232.0,239.0,775.0,756.0,1145.0,817.0,676.0,867.0,1780.0
77028,29953.0,5285.0,773.0,563.0,468.0,461.0,380.0,256.0,506.0,303.0,222.0,378.0,256.0,343.0,176.0,73.0,55.0,72.0
77029,28797.0,5686.0,743.0,684.0,641.0,554.0,285.0,570.0,237.0,300.0,234.0,571.0,401.0,195.0,125.0,37.0,93.0,16.0
77030,71883.0,4754.0,438.0,110.0,81.0,226.0,120.0,98.0,176.0,246.0,189.0,236.0,549.0,369.0,334.0,245.0,401.0,936.0
77031,39787.0,5809.0,406.0,537.0,292.0,467.0,282.0,519.0,426.0,426.0,277.0,551.0,387.0,440.0,384.0,186.0,161.0,68.0
77032,23498.0,4068.0,1161.0,355.0,339.0,337.0,234.0,329.0,114.0,131.0,191.0,209.0,331.0,272.0,14.0,19.0,24.0,8.0
77033,28845.0,8691.0,1151.0,983.0,841.0,800.0,704.0,716.0,421.0,472.0,395.0,611.0,681.0,383.0,287.0,70.0,143.0,33.0
77034,43814.0,12189.0,499.0,510.0,766.0,757.0,1211.0,1096.0,605.0,845.0,578.0,998.0,1174.0,1495.0,763.0,538.0,262.0,92.0
77035,38889.0,13435.0,1226.0,881.0,999.0,1328.0,917.0,768.0,754.0,548.0,721.0,1032.0,910.0,1078.0,731.0,477.0,599.0,466.0
77036,27204.0,25180.0,3374.0,1983.0,2697.0,3442.0,2256.0,1845.0,1276.0,1586.0,997.0,1409.0,1455.0,1228.0,664.0,265.0,364.0,339.0
77037,37521.0,5326.0,335.0,438.0,418.0,427.0,474.0,393.0,296.0,335.0,262.0,716.0,392.0,388.0,253.0,114.0,68.0,17.0
77038,40603.0,7807.0,487.0,487.0,706.0,503.0,629.0,500.0,543.0,390.0,669.0,735.0,566.0,1070.0,221.0,247.0,47.0,7.0
77039,36604.0,7379.0,661.0,764.0,425.0,612.0,660.0,470.0,436.0,466.0,294.0,558.0,715.0,793.0,324.0,137.0,9.0,55.0
77040,51998.0,17347.0,554.0,786.0,1051.0,1031.0,1039.0,936.0,1185.0,1014.0,634.0,1920.0,1903.0,1759.0,1257.0,635.0,828.0,815.0
77041,75185.0,11578.0,478.0,323.0,375.0,470.0,501.0,399.0,257.0,603.0,460.0,937.0,969.0,1541.0,1099.0,783.0,1127.0,1256.0
77042,44520.0,18270.0,1318.0,788.0,1572.0,1042.0,1391.0,1180.0,1073.0,837.0,697.0,1595.0,1473.0,1654.0,1016.0,786.0,742.0,1106.0
77043,58655.0,8456.0,333.0,548.0,362.0,572.0,366.0,352.0,354.0,360.0,373.0,736.0,968.0,921.0,681.0,516.0,455.0,559.0
77044,73716.0,10999.0,315.0,265.0,475.0,141.0,424.0,457.0,587.0,618.0,434.0,810.0,1011.0,1430.0,1257.0,898.0,1154.0,723.0
77045,40488.0,9696.0,884.0,613.0,708.0,684.0,618.0,524.0,767.0,490.0,411.0,951.0,1129.0,957.0,431.0,252.0,191.0,86.0
77046,98047.0,699.0,11.0,0.0,16.0,41.0,20.0,14.0,0.0,51.0,13.0,29.0,29.0,138.0,43.0,74.0,96.0,124.0
77047,50180.0,8573.0,411.0,311.0,400.0,509.0,594.0,275.0,630.0,534.0,597.0,811.0,940.0,1215.0,600.0,304.0,347.0,95.0
77048,40407.0,5312.0,586.0,509.0,375.0,368.0,229.0,326.0,226.0,431.0,157.0,335.0,582.0,639.0,340.0,149.0,34.0,26.0
77049,52287.0,9448.0,584.0,353.0,266.0,216.0,642.0,620.0,739.0,464.0,432.0,1279.0,1047.0,1000.0,979.0,465.0,296.0,66.0
77050,54500.0,1454.0,85.0,53.0,51.0,72.0,91.0,107.0,62.0,26.0,74.0,138.0,313.0,191.0,109.0,29.0,35.0,18.0
77051,23832.0,5793.0,1293.0,568.0,593.0,635.0,269.0,455.0,330.0,237.0,200.0,304.0,436.0,254.0,133.0,79.0,7.0,0.0
77054,46019.0,12430.0,1985.0,389.0,571.0,547.0,771.0,597.0,654.0,582.0,662.0,1025.0,1291.0,1426.0,901.0,433.0,213.0,383.0
77055,45332.0,14637.0,1242.0,771.0,965.0,976.0,821.0,895.0,752.0,858.0,567.0,914.0,950.0,1166.0,942.0,417.0,752.0,1649.0
77056,93143.0,9688.0,357.0,265.0,329.0,159.0,90.0,327.0,167.0,486.0,409.0,496.0,927.0,1153.0,1107.0,598.0,755.0,2063.0
77057,56792.0,19940.0,1217.0,996.0,963.0,1078.0,1071.0,1086.0,889.0,562.0,946.0,1523.0,1939.0,2141.0,1268.0,1062.0,941.0,2258.0
77058,51868.0,8349.0,610.0,323.0,565.0,597.0,335.0,553.0,322.0,454.0,272.0,688.0,1104.0,841.0,512.0,262.0,601.0,310.0
77059,128406.0,5867.0,101.0,11.0,47.0,26.0,129.0,68.0,70.0,177.0,25.0,179.0,387.0,673.0,972.0,425.0,1019.0,1558.0
77060,25968.0,13712.0,1997.0,1346.0,1580.0,1674.0,1080.0,1037.0,913.0,884.0,339.0,768.0,972.0,664.0,228.0,95.0,85.0,50.0
77061,33828.0,8677.0,837.0,872.0,604.0,637.0,720.0,803.0,571.0,407.0,390.0,449.0,623.0,687.0,624.0,226.0,115.0,112.0
77062,84051.0,9763.0,385.0,193.0,169.0,259.0,212.0,430.0,370.0,559.0,399.0,592.0,852.0,1164.0,1347.0,899.0,1049.0,884.0
77063,46285.0,17804.0,1645.0,692.0,1079.0,1618.0,701.0,936.0,812.0,1218.0,671.0,1768.0,1268.0,1731.0,1129.0,467.0,1093.0,976.0
77064,63594.0,15941.0,703.0,414.0,353.0,525.0,691.0,1062.0,655.0,497.0,1122.0,1475.0,1794.0,2386.0,1611.0,1063.0,989.0,601.0
77065,53769.0,14984.0,913.0,660.0,461.0,879.0,891.0,942.0,749.0,728.0,741.0,1075.0,1714.0,1440.0,1506.0,832.0,843.0,610.0
77066,60816.0,9803.0,327.0,419.0,532.0,359.0,448.0,694.0,248.0,455.0,416.0,903.0,1302.0,1478.0,1062.0,467.0,419.0,274.0
77067,38720.0,9762.0,818.0,752.0,691.0,609.0,681.0,886.0,617.0,569.0,585.0,758.0,863.0,812.0,617.0,189.0,205.0,110.0
77068,71276.0,3915.0,78.0,89.0,180.0,165.0,165.0,121.0,206.0,225.0,105.0,251.0,452.0,305.0,400.0,351.0,447.0,375.0
77069,67618.0,8035.0,350.0,107.0,357.0,427.0,240.0,520.0,343.0,359.0,218.0,666.0,889.0,1071.0,670.0,376.0,369.0,1073.0
77070,69929.0,18740.0,925.0,556.0,592.0,649.0,730.0,892.0,700.0,598.0,635.0,1286.0,2609.0,2842.0,1879.0,1522.0,1158.0,1167.0
77071,46871.0,10045.0,1037.0,556.0,609.0,557.0,537.0,380.0,592.0,533.0,531.0,850.0,872.0,1189.0,632.0,482.0,435.0,253.0
77072,37060.0,17638.0,1492.0,1386.0,1216.0,1534.0,1384.0,1146.0,1434.0,1061.0,1051.0,1321.0,1828.0,1282.0,783.0,220.0,390.0,110.0
77073,53450.0,12216.0,537.0,327.0,603.0,810.0,504.0,652.0,403.0,991.0,691.0,1203.0,1940.0,1670.0,934.0,449.0,225.0,277.0
77074,34529.0,12348.0,1354.0,1000.0,1135.0,1063.0,776.0,942.0,636.0,580.0,634.0,876.0,1025.0,1124.0,563.0,264.0,210.0,166.0
77075,46043.0,12625.0,892.0,970.0,549.0,668.0,811.0,637.0,966.0,724.0,426.0,1023.0,1595.0,1500.0,1074.0,343.0,335.0,112.0
77076,31093.0,9414.0,1290.0,535.0,1025.0,829.0,878.0,610.0,609.0,643.0,287.0,835.0,724.0,776.0,210.0,94.0,45.0,24.0
77077,63559.0,25129.0,1491.0,993.0,1028.0,1139.0,894.0,1210.0,1018.0,961.0,901.0,2251.0,2757.0,2649.0,1954.0,1370.0,1938.0,2575.0
77078,31118.0,4720.0,709.0,342.0,450.0,289.0,481.0,293.0,293.0,217.0,89.0,414.0,621.0,334.0,121.0,26.0,41.0,0.0
77079,100367.0,12351.0,313.0,236.0,471.0,269.0,267.0,376.0,356.0,349.0,361.0,969.0,663.0,1505.0,1366.0,743.0,1388.0,2719.0
77080,40983.0,14833.0,1088.0,838.0,1337.0,1250.0,1035.0,877.0,800.0,694.0,847.0,1370.0,1426.0,1353.0,720.0,507.0,430.0,261.0
77081,27187.0,16677.0,1532.0,1724.0,2595.0,1827.0,1388.0,1305.0,1096.0,607.0,727.0,1095.0,738.0,1006.0,421.0,129.0,242.0,245.0
77082,49813.0,21450.0,1420.0,906.0,1243.0,1013.0,1303.0,1652.0,1033.0,1059.0,1128.0,1902.0,2488.0,2244.0,1433.0,798.0,876.0,952.0
77083,52045.0,21204.0,1012.0,1177.0,1091.0,853.0,1130.0,1222.0,1309.0,1358.0,964.0,1868.0,2549.0,2486.0,1923.0,1041.0,726.0,495.0
77084,63597.0,33270.0,1041.0,764.0,1628.0,1170.0,1670.0,1501.0,1939.0,1645.0,1555.0,2561.0,3779.0,5413.0,3080.0,1935.0,2047.0,1542.0
77085,56153.0,4867.0,271.0,105.0,212.0,174.0,209.0,261.0,261.0,235.0,415.0,444.0,753.0,983.0,296.0,57.0,122.0,69.0
77086,41466.0,7980.0,725.0,516.0,410.0,744.0,639.0,431.0,396.0,452.0,641.0,615.0,762.0,780.0,369.0,354.0,121.0,25.0
77087,32206.0,10794.0,1096.0,869.0,1062.0,1228.0,715.0,776.0,535.0,585.0,519.0,783.0,856.0,981.0,490.0,118.0,134.0,47.0
77088,42299.0,16768.0,1815.0,1036.0,1150.0,1087.0,1149.0,895.0,944.0,816.0,883.0,1304.0,1883.0,1743.0,1019.0,460.0,472.0,112.0
77089,65251.0,16775.0,735.0,485.0,396.0,556.0,895.0,766.0,693.0,615.0,955.0,1379.0,2580.0,2906.0,1793.0,1076.0,491.0,454.0
77090,37910.0,14527.0,1070.0,683.0,895.0,1207.0,1278.0,1691.0,717.0,878.0,562.0,1499.0,1188.0,1389.0,629.0,392.0,225.0,224.0
77091,30038.0,8913.0,1143.0,1149.0,722.0,638.0,801.0,527.0,462.0,610.0,474.0,685.0,447.0,513.0,395.0,75.0,160.0,112.0
77092,37085.0,13294.0,964.0,915.0,1231.0,1141.0,1065.0,1100.0,793.0,789.0,620.0,778.0,1196.0,1301.0,584.0,272.0,298.0,247.0
77093,32317.0,11602.0,1416.0,933.0,1059.0,960.0,964.0,926.0,719.0,574.0,679.0,1018.0,841.0,869.0,328.0,114.0,165.0,37.0
77094,170069.0,3057.0,73.0,3.0,11.0,22.0,28.0,4.0,101.0,44.0,0.0,80.0,189.0,363.0,254.0,173.0,428.0,1284.0
77095,88043.0,24198.0,892.0,547.0,334.0,800.0,751.0,688.0,845.0,1003.0,628.0,2104.0,2117.0,3025.0,3134.0,2390.0,2523.0,2417.0
77096,60575.0,14635.0,1313.0,603.0,571.0,781.0,520.0,785.0,662.0,470.0,402.0,1144.0,1351.0,1184.0,1353.0,880.0,1037.0,1579.0
77098,80932.0,7648.0,382.0,345.0,166.0,149.0,171.0,340.0,237.0,314.0,278.0,711.0,522.0,938.0,656.0,449.0,758.0,1232.0
77099,35209.0,15663.0,1614.0,1376.0,1084.0,1352.0,1285.0,1058.0,1060.0,742.0,741.0,1120.0,1421.0,1456.0,640.0,357.0,201.0,156.0
77201,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,70497.0,4281.0,132.0,186.0,185.0,149.0,191.0,159.0,230.0,207.0,61.0,302.0,534.0,509.0,419.0,370.0,333.0,314.0
77338,47587.0,12814.0,930.0,567.0,774.0,694.0,885.0,657.0,730.0,800.0,814.0,974.0,1355.0,1594.0,987.0,542.0,270.0,241.0
77339,71312.0,15361.0,345.0,500.0,313.0,496.0,562.0,529.0,872.0,982.0,433.0,1338.0,1796.0,2387.0,1552.0,1096.0,928.0,1232.0
77345,122905.0,9995.0,304.0,180.0,107.0,198.0,112.0,240.0,213.0,222.0,142.0,342.0,723.0,1144.0,1192.0,1007.0,1467.0,2402.0
77346,90116.0,18927.0,535.0,280.0,263.0,436.0,307.0,723.0,568.0,501.0,657.0,1513.0,2141.0,2587.0,2639.0,1612.0,2259.0,1906.0
77373,66686.0,18830.0,721.0,481.0,392.0,540.0,676.0,1010.0,950.0,955.0,553.0,2121.0,2280.0,2893.0,2278.0,1287.0,1044.0,649.0
77375,67633.0,14080.0,628.0,576.0,465.0,360.0,650.0,502.0,527.0,582.0,484.0,1459.0,1611.0,1835.0,1693.0,1056.0,882.0,770.0
77377,94432.0,10522.0,321.0,127.0,291.0,214.0,164.0,321.0,385.0,154.0,340.0,604.0,859.0,1712.0,1173.0,1126.0,1329.0,1402.0
77379,98335.0,25319.0,550.0,311.0,436.0,450.0,453.0,792.0,721.0,601.0,791.0,1645.0,2501.0,3625.0,2923.0,2311.0,3349.0,3860.0
77388,82725.0,14998.0,259.0,222.0,313.0,282.0,644.0,231.0,419.0,589.0,426.0,1239.0,1737.0,2886.0,1888.0,1212.0,1465.0,1186.0
77389,105438.0,9220.0,219.0,123.0,81.0,174.0,314.0,142.0,168.0,302.0,169.0,436.0,774.0,1436.0,1288.0,1058.0,911.0,1625.0
77396,59027.0,15531.0,714.0,294.0,377.0,825.0,610.0,1243.0,656.0,1165.0,412.0,1566.0,1679.0,2407.0,1458.0,592.0,772.0,761.0
77401,162703.0,6655.0,158.0,151.0,69.0,75.0,48.0,133.0,197.0,111.0,186.0,185.0,413.0,538.0,572.0,342.0,734.0,2743.0
77429,100122.0,25991.0,542.0,586.0,430.0,517.0,611.0,594.0,917.0,877.0,541.0,1449.0,2138.0,3774.0,3472.0,2287.0,3347.0,3909.0
77433,96371.0,19465.0,475.0,296.0,290.0,464.0,302.0,856.0,438.0,355.0,512.0,1275.0,2179.0,2496.0,2350.0,2218.0,2320.0,2639.0
77447,70286.0,4062.0,142.0,214.0,52.0,88.0,215.0,269.0,125.0,188.0,76.0,336.0,724.0,663.0,393.0,262.0,183.0,132.0
77449,68854.0,30407.0,705.0,821.0,972.0,1535.0,900.0,1122.0,1790.0,1427.0,1295.0,2166.0,3603.0,5066.0,4906.0,1947.0,1348.0,804.0
77450,98640.0,24901.0,711.0,373.0,425.0,797.0,759.0,647.0,787.0,691.0,776.0,1501.0,2035.0,3097.0,3078.0,2071.0,2994.0,4159.0
77484,61922.0,3817.0,269.0,95.0,168.0,249.0,85.0,422.0,54.0,103.0,189.0,193.0,411.0,590.0,445.0,196.0,170.0,178.0
77493,75087.0,8141.0,230.0,174.0,200.0,266.0,51.0,318.0,405.0,177.0,386.0,719.0,1139.0,1243.0,953.0,736.0,598.0,546.0
77502,44964.0,10930.0,787.0,391.0,729.0,889.0,566.0,708.0,547.0,853.0,452.0,869.0,1229.0,1224.0,974.0,466.0,176.0,70.0
77503,45487.0,7889.0,546.0,382.0,492.0,824.0,656.0,258.0,301.0,437.0,393.0,1015.0,871.0,979.0,501.0,127.0,77.0,30.0
77504,41972.0,8802.0,458.0,521.0,706.0,822.0,631.0,497.0,516.0,548.0,373.0,1082.0,687.0,866.0,352.0,316.0,243.0,184.0
77505,73138.0,8410.0,286.0,177.0,249.0,170.0,281.0,278.0,388.0,295.0,362.0,683.0,1147.0,1404.0,1224.0,660.0,525.0,281.0
77506,30912.0,10770.0,1235.0,813.0,981.0,1209.0,954.0,902.0,633.0,421.0,540.0,800.0,814.0,736.0,457.0,117.0,105.0,53.0
77507,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,43424.0,12561.0,1186.0,821.0,943.0,813.0,563.0,719.0,691.0,726.0,556.0,1059.0,1321.0,1386.0,641.0,397.0,568.0,171.0
77521,58081.0,18434.0,1392.0,1035.0,862.0,806.0,1014.0,731.0,779.0,738.0,780.0,1321.0,2358.0,2228.0,1864.0,1012.0,713.0,801.0
77530,49452.0,9132.0,617.0,422.0,492.0,544.0,423.0,751.0,427.0,564.0,365.0,1053.0,1090.0,1077.0,759.0,184.0,273.0,91.0
77532,63211.0,9645.0,596.0,236.0,441.0,539.0,285.0,562.0,399.0,226.0,325.0,831.0,1243.0,1230.0,1132.0,564.0,622.0,414.0
77536,78882.0,10888.0,489.0,139.0,222.0,266.0,449.0,389.0,503.0,359.0,343.0,1045.0,916.0,1915.0,1316.0,1034.0,996.0,507.0
77547,42191.0,2656.0,222.0,126.0,220.0,215.0,123.0,175.0,176.0,173.0,110.0,249.0,311.0,287.0,179.0,2.0,84.0,4.0
77562,60066.0,3573.0,204.0,76.0,91.0,217.0,131.0,91.0,231.0,129.0,218.0,395.0,443.0,503.0,371.0,148.0,231.0,94.0
77571,70689.0,12891.0,630.0,399.0,469.0,404.0,443.0,555.0,416.0,436.0,528.0,900.0,1743.0,1735.0,1891.0,1004.0,999.0,339.0
77586,88455.0,8568.0,302.0,256.0,169.0,246.0,279.0,202.0,249.0,447.0,213.0,631.0,718.0,922.0,1095.0,740.0,889.0,1210.0
77587,41211.0,4616.0,319.0,278.0,343.0,457.0,210.0,302.0,306.0,287.0,347.0,339.0,405.0,552.0,216.0,149.0,60.0,46.0
77598,47623.0,9951.0,465.0,438.0,441.0,552.0,747.0,666.0,639.0,755.0,515.0,803.0,1151.0,1380.0,624.0,230.0,352.0,193.0
