Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77023,30041.0,7461.0,5229.0,17351.0,24787.0,5196.0,4282.0,15309.0,4361.0,1934.0,766.0,1661.0,371.0,164.0,19.0,188.0,292.0,96.0,55.0,141.0,230.0,71.0,107.0,52.0
77024,34145.0,1076.0,1038.0,32031.0,29131.0,785.0,781.0,27565.0,3837.0,230.0,242.0,3365.0,488.0,47.0,15.0,426.0,355.0,0.0,0.0,355.0,334.0,14.0,0.0,320.0
77025,25585.0,2848.0,1728.0,21009.0,20080.0,1972.0,1092.0,17016.0,3375.0,504.0,400.0,2471.0,785.0,148.0,4.0,633.0,833.0,130.0,109.0,594.0,512.0,94.0,123.0,295.0
77026,23488.0,10587.0,3905.0,8996.0,18688.0,7073.0,3445.0,8170.0,4330.0,3221.0,428.0,681.0,288.0,248.0,11.0,29.0,66.0,4.0,0.0,62.0,116.0,41.0,21.0,54.0
77027,14510.0,869.0,762.0,12879.0,10806.0,490.0,565.0,9751.0,2471.0,188.0,78.0,2205.0,396.0,136.0,12.0,248.0,571.0,55.0,19.0,497.0,266.0,0.0,88.0,178.0
77028,16306.0,3844.0,3076.0,9386.0,14294.0,3076.0,2629.0,8589.0,1796.0,691.0,389.0,716.0,116.0,35.0,0.0,81.0,13.0,13.0,0.0,0.0,87.0,29.0,58.0,0.0
77029,17089.0,4746.0,3368.0,8975.0,15252.0,3900.0,3063.0,8289.0,1595.0,774.0,217.0,604.0,114.0,0.0,32.0,82.0,5.0,5.0,0.0,0.0,123.0,67.0,56.0,0.0
77030,10791.0,1369.0,260.0,9162.0,8225.0,721.0,184.0,7320.0,1293.0,263.0,21.0,1009.0,429.0,191.0,0.0,238.0,448.0,79.0,14.0,355.0,396.0,115.0,41.0,240.0
77031,17470.0,3999.0,2536.0,10935.0,14373.0,2654.0,2002.0,9717.0,2721.0,1167.0,522.0,1032.0,133.0,2.0,0.0,131.0,187.0,141.0,12.0,34.0,56.0,35.0,0.0,21.0
77032,12351.0,5123.0,2460.0,4768.0,9245.0,3521.0,1795.0,3929.0,2267.0,1201.0,506.0,560.0,464.0,207.0,58.0,199.0,319.0,170.0,101.0,48.0,56.0,24.0,0.0,32.0
77033,27308.0,8531.0,4923.0,13854.0,23240.0,6969.0,4232.0,12039.0,3397.0,1458.0,523.0,1416.0,322.0,38.0,144.0,140.0,231.0,19.0,24.0,188.0,118.0,47.0,0.0,71.0
77034,34133.0,7305.0,4106.0,22722.0,26642.0,4867.0,3419.0,18356.0,5659.0,1780.0,346.0,3533.0,1122.0,465.0,276.0,381.0,515.0,163.0,17.0,335.0,195.0,30.0,48.0,117.0
77035,34597.0,9167.0,5607.0,19823.0,27112.0,6315.0,3980.0,16817.0,4951.0,1838.0,1027.0,2086.0,1158.0,358.0,271.0,529.0,695.0,149.0,254.0,292.0,681.0,507.0,75.0,99.0
77036,65892.0,23128.0,13276.0,29488.0,50283.0,16549.0,9926.0,23808.0,12548.0,5331.0,2720.0,4497.0,703.0,110.0,146.0,447.0,1079.0,384.0,342.0,353.0,1279.0,754.0,142.0,383.0
77037,19716.0,7163.0,3152.0,9401.0,17176.0,6178.0,2696.0,8302.0,2230.0,744.0,456.0,1030.0,92.0,92.0,0.0,0.0,31.0,11.0,0.0,20.0,187.0,138.0,0.0,49.0
77038,26926.0,7442.0,4565.0,14919.0,22423.0,5609.0,3675.0,13139.0,3862.0,1664.0,788.0,1410.0,79.0,14.0,0.0,65.0,385.0,155.0,43.0,187.0,177.0,0.0,59.0,118.0
77039,26543.0,7923.0,4960.0,13660.0,22238.0,5855.0,4574.0,11809.0,3711.0,1851.0,282.0,1578.0,299.0,60.0,43.0,196.0,173.0,67.0,44.0,62.0,122.0,90.0,17.0,15.0
77040,42382.0,6095.0,4161.0,32126.0,35486.0,4774.0,3123.0,27589.0,5112.0,1207.0,726.0,3179.0,497.0,84.0,12.0,401.0,1018.0,30.0,273.0,715.0,269.0,0.0,27.0,242.0
77041,35965.0,4639.0,3951.0,27375.0,30693.0,3693.0,3349.0,23651.0,3877.0,826.0,302.0,2749.0,345.0,40.0,42.0,263.0,830.0,50.0,236.0,544.0,220.0,30.0,22.0,168.0
77042,33829.0,4741.0,3488.0,25600.0,23948.0,2985.0,2181.0,18782.0,7175.0,1313.0,1009.0,4853.0,1184.0,71.0,64.0,1049.0,1120.0,252.0,224.0,644.0,402.0,120.0,10.0,272.0
77043,22277.0,4582.0,2180.0,15515.0,19658.0,3696.0,1532.0,14430.0,2408.0,818.0,643.0,947.0,49.0,6.0,1.0,42.0,27.0,17.0,4.0,6.0,135.0,45.0,0.0,90.0
77044,30521.0,4887.0,3579.0,22055.0,27173.0,3991.0,3441.0,19741.0,2295.0,647.0,138.0,1510.0,690.0,249.0,0.0,441.0,333.0,0.0,0.0,333.0,30.0,0.0,0.0,30.0
77045,31654.0,8824.0,5469.0,17361.0,29492.0,8230.0,4984.0,16278.0,1543.0,349.0,385.0,809.0,448.0,201.0,51.0,196.0,152.0,34.0,49.0,69.0,19.0,10.0,0.0,9.0
77046,1106.0,39.0,39.0,1028.0,766.0,27.0,15.0,724.0,204.0,12.0,10.0,182.0,0.0,0.0,0.0,0.0,58.0,0.0,14.0,44.0,78.0,0.0,0.0,78.0
77047,20916.0,2707.0,2311.0,15898.0,18545.0,2313.0,1972.0,14260.0,1454.0,291.0,312.0,851.0,625.0,65.0,16.0,544.0,247.0,38.0,11.0,198.0,45.0,0.0,0.0,45.0
77048,15037.0,3890.0,2045.0,9102.0,11975.0,2780.0,1528.0,7667.0,2613.0,832.0,412.0,1369.0,186.0,147.0,16.0,23.0,231.0,113.0,89.0,29.0,32.0,18.0,0.0,14.0
77049,28512.0,4914.0,4462.0,19136.0,24972.0,3698.0,4022.0,17252.0,3029.0,941.0,386.0,1702.0,264.0,184.0,26.0,54.0,75.0,37.0,28.0,10.0,172.0,54.0,0.0,118.0
77050,4151.0,768.0,637.0,2746.0,3594.0,698.0,400.0,2496.0,428.0,49.0,175.0,204.0,15.0,0.0,0.0,15.0,114.0,21.0,62.0,31.0,0.0,0.0,0.0,0.0
77051,14084.0,4624.0,3461.0,5999.0,11666.0,3594.0,2734.0,5338.0,2072.0,925.0,714.0,433.0,161.0,39.0,0.0,122.0,173.0,66.0,13.0,94.0,12.0,0.0,0.0,12.0
77054,21406.0,5194.0,899.0,15313.0,12905.0,2923.0,402.0,9580.0,5094.0,1295.0,334.0,3465.0,1362.0,387.0,111.0,864.0,1045.0,197.0,26.0,822.0,1000.0,392.0,26.0,582.0
77055,42532.0,11770.0,6184.0,24578.0,35238.0,9031.0,5327.0,20880.0,5926.0,2507.0,676.0,2743.0,613.0,57.0,74.0,482.0,488.0,66.0,85.0,337.0,267.0,109.0,22.0,136.0
77056,16117.0,829.0,1095.0,14193.0,12027.0,519.0,792.0,10716.0,2199.0,224.0,98.0,1877.0,622.0,12.0,83.0,527.0,623.0,36.0,59.0,528.0,646.0,38.0,63.0,545.0
77057,38714.0,8154.0,3551.0,27009.0,28229.0,5581.0,2643.0,20005.0,6739.0,1673.0,701.0,4365.0,1223.0,181.0,48.0,994.0,1124.0,273.0,0.0,851.0,1399.0,446.0,159.0,794.0
77058,16281.0,2475.0,959.0,12847.0,11906.0,1270.0,625.0,10011.0,2693.0,820.0,190.0,1683.0,974.0,97.0,130.0,747.0,277.0,20.0,14.0,243.0,431.0,268.0,0.0,163.0
77059,18677.0,212.0,193.0,18272.0,17519.0,194.0,104.0,17221.0,624.0,18.0,36.0,570.0,287.0,0.0,53.0,234.0,185.0,0.0,0.0,185.0,62.0,0.0,0.0,62.0
77060,42973.0,16144.0,7863.0,18966.0,29205.0,9004.0,4978.0,15223.0,12426.0,6138.0,2758.0,3530.0,742.0,528.0,96.0,118.0,376.0,294.0,31.0,51.0,224.0,180.0,0.0,44.0
77061,23516.0,6871.0,3504.0,13141.0,17557.0,4398.0,2304.0,10855.0,5010.0,1896.0,1013.0,2101.0,333.0,91.0,87.0,155.0,362.0,270.0,62.0,30.0,254.0,216.0,38.0,0.0
77062,25040.0,1369.0,1340.0,22331.0,21492.0,499.0,1222.0,19771.0,2418.0,808.0,85.0,1525.0,486.0,41.0,0.0,445.0,586.0,21.0,33.0,532.0,58.0,0.0,0.0,58.0
77063,35253.0,6378.0,3682.0,25193.0,24286.0,3670.0,2104.0,18512.0,7727.0,1693.0,1018.0,5016.0,1234.0,192.0,331.0,711.0,1255.0,557.0,104.0,594.0,751.0,266.0,125.0,360.0
77064,43009.0,4377.0,3945.0,34687.0,37370.0,3530.0,3651.0,30189.0,3934.0,641.0,114.0,3179.0,716.0,48.0,0.0,668.0,657.0,117.0,41.0,499.0,332.0,41.0,139.0,152.0
77065,35230.0,3920.0,2890.0,28420.0,29528.0,2799.0,2235.0,24494.0,4002.0,878.0,256.0,2868.0,757.0,90.0,279.0,388.0,683.0,105.0,61.0,517.0,260.0,48.0,59.0,153.0
77066,31024.0,4169.0,2840.0,24015.0,27127.0,3404.0,2660.0,21063.0,2954.0,448.0,157.0,2349.0,291.0,66.0,0.0,225.0,505.0,244.0,0.0,261.0,147.0,7.0,23.0,117.0
77067,29147.0,8059.0,5215.0,15873.0,23416.0,5743.0,3847.0,13826.0,5156.0,2167.0,1278.0,1711.0,216.0,17.0,90.0,109.0,278.0,79.0,0.0,199.0,81.0,53.0,0.0,28.0
77068,10196.0,1113.0,999.0,8084.0,8311.0,897.0,594.0,6820.0,937.0,126.0,251.0,560.0,148.0,13.0,0.0,135.0,707.0,11.0,154.0,542.0,93.0,66.0,0.0,27.0
77069,15127.0,1348.0,403.0,13376.0,11829.0,767.0,210.0,10852.0,2000.0,185.0,174.0,1641.0,262.0,12.0,0.0,250.0,908.0,348.0,19.0,541.0,128.0,36.0,0.0,92.0
77070,44376.0,3301.0,3883.0,37192.0,35674.0,2145.0,2959.0,30570.0,6134.0,786.0,615.0,4733.0,977.0,100.0,86.0,791.0,1040.0,139.0,105.0,796.0,551.0,131.0,118.0,302.0
77071,25819.0,4064.0,3653.0,18102.0,21511.0,2709.0,2603.0,16199.0,3441.0,1209.0,920.0,1312.0,437.0,67.0,9.0,361.0,346.0,79.0,104.0,163.0,84.0,0.0,17.0,67.0
77072,53855.0,13294.0,8038.0,32523.0,45703.0,10041.0,6932.0,28730.0,6089.0,2604.0,1031.0,2454.0,833.0,270.0,28.0,535.0,588.0,190.0,18.0,380.0,642.0,189.0,29.0,424.0
77073,36182.0,6282.0,4727.0,25173.0,28413.0,3815.0,3557.0,21041.0,5535.0,1547.0,824.0,3164.0,1294.0,587.0,97.0,610.0,818.0,333.0,213.0,272.0,122.0,0.0,36.0,86.0
77074,33500.0,9948.0,5212.0,18340.0,27288.0,7184.0,4019.0,16085.0,4676.0,2044.0,1131.0,1501.0,441.0,120.0,16.0,305.0,399.0,160.0,46.0,193.0,696.0,440.0,0.0,256.0
77075,37559.0,6741.0,5587.0,25231.0,31290.0,5063.0,4417.0,21810.0,5074.0,1243.0,1083.0,2748.0,470.0,184.0,37.0,249.0,428.0,33.0,0.0,395.0,297.0,218.0,50.0,29.0
77076,32435.0,10681.0,6313.0,15441.0,27934.0,8961.0,5040.0,13933.0,3916.0,1493.0,980.0,1443.0,229.0,131.0,98.0,0.0,60.0,24.0,11.0,25.0,296.0,72.0,184.0,40.0
77077,51866.0,5554.0,3267.0,43045.0,36582.0,2235.0,1950.0,32397.0,10369.0,2295.0,1159.0,6915.0,1341.0,357.0,0.0,984.0,1691.0,360.0,18.0,1313.0,1883.0,307.0,140.0,1436.0
77078,15316.0,5361.0,2135.0,7820.0,13096.0,4414.0,1962.0,6720.0,1950.0,778.0,146.0,1026.0,98.0,60.0,15.0,23.0,160.0,109.0,0.0,51.0,12.0,0.0,12.0,0.0
77079,30302.0,1690.0,1870.0,26742.0,26093.0,1283.0,1474.0,23336.0,2438.0,235.0,367.0,1836.0,481.0,57.0,13.0,411.0,561.0,61.0,16.0,484.0,729.0,54.0,0.0,675.0
77080,46707.0,12367.0,8677.0,25663.0,33423.0,7423.0,6293.0,19707.0,10860.0,4274.0,1789.0,4797.0,487.0,92.0,0.0,395.0,651.0,260.0,61.0,330.0,1286.0,318.0,534.0,434.0
77081,41614.0,14706.0,8749.0,18159.0,32150.0,11333.0,6453.0,14364.0,7537.0,2698.0,1876.0,2963.0,256.0,102.0,0.0,154.0,839.0,270.0,149.0,420.0,832.0,303.0,271.0,258.0
77082,47962.0,6558.0,5249.0,36155.0,36339.0,4415.0,3069.0,28855.0,8607.0,1331.0,1841.0,5435.0,1181.0,260.0,69.0,852.0,901.0,437.0,20.0,444.0,934.0,115.0,250.0,569.0
77083,70075.0,10387.0,10485.0,49203.0,64911.0,9004.0,9517.0,46390.0,2419.0,784.0,618.0,1017.0,1540.0,274.0,74.0,1192.0,570.0,242.0,0.0,328.0,635.0,83.0,276.0,276.0
77084,96791.0,11459.0,12162.0,73170.0,80504.0,9055.0,10031.0,61418.0,12170.0,2228.0,1401.0,8541.0,1607.0,97.0,284.0,1226.0,1890.0,68.0,182.0,1640.0,620.0,11.0,264.0,345.0
77085,16396.0,2232.0,2219.0,11945.0,15072.0,2143.0,2198.0,10731.0,1192.0,77.0,21.0,1094.0,93.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,39.0,12.0,0.0,27.0
77086,27240.0,6885.0,3097.0,17258.0,23529.0,4779.0,2536.0,16214.0,3294.0,1975.0,454.0,865.0,146.0,2.0,107.0,37.0,161.0,45.0,0.0,116.0,110.0,84.0,0.0,26.0
77087,37815.0,8789.0,6940.0,22086.0,32896.0,6701.0,5964.0,20231.0,4215.0,1902.0,873.0,1440.0,291.0,114.0,0.0,177.0,338.0,72.0,88.0,178.0,75.0,0.0,15.0,60.0
77088,50608.0,10993.0,7802.0,31813.0,44389.0,8374.0,6795.0,29220.0,5346.0,2268.0,925.0,2153.0,297.0,142.0,70.0,85.0,477.0,209.0,12.0,256.0,99.0,0.0,0.0,99.0
77089,49994.0,5903.0,4194.0,39897.0,41867.0,4067.0,3252.0,34548.0,5507.0,961.0,788.0,3758.0,1277.0,354.0,101.0,822.0,831.0,177.0,53.0,601.0,512.0,344.0,0.0,168.0
77090,32524.0,7422.0,4767.0,20335.0,20464.0,3348.0,2721.0,14395.0,9627.0,3574.0,1721.0,4332.0,1096.0,179.0,152.0,765.0,1145.0,222.0,147.0,776.0,192.0,99.0,26.0,67.0
77091,23250.0,7651.0,3294.0,12305.0,18150.0,5338.0,2436.0,10376.0,4751.0,2254.0,842.0,1655.0,229.0,32.0,0.0,197.0,49.0,16.0,16.0,17.0,71.0,11.0,0.0,60.0
77092,33652.0,9564.0,4606.0,19482.0,25085.0,5751.0,3408.0,15926.0,6852.0,2853.0,806.0,3193.0,347.0,172.0,11.0,164.0,488.0,346.0,24.0,118.0,880.0,442.0,357.0,81.0
77093,42012.0,13594.0,8462.0,19956.0,37749.0,11600.0,7658.0,18491.0,3342.0,1620.0,618.0,1104.0,443.0,129.0,117.0,197.0,250.0,129.0,54.0,67.0,228.0,116.0,15.0,97.0
77094,8071.0,254.0,152.0,7665.0,7430.0,203.0,89.0,7138.0,346.0,0.0,29.0,317.0,50.0,20.0,0.0,30.0,115.0,0.0,34.0,81.0,130.0,31.0,0.0,99.0
77095,64547.0,3363.0,2947.0,58237.0,54684.0,2497.0,2700.0,49487.0,6950.0,842.0,184.0,5924.0,997.0,0.0,30.0,967.0,1537.0,24.0,33.0,1480.0,379.0,0.0,0.0,379.0
77096,33346.0,4603.0,1706.0,27037.0,26606.0,3203.0,1176.0,22227.0,4577.0,1166.0,440.0,2971.0,932.0,59.0,26.0,847.0,864.0,46.0,64.0,754.0,367.0,129.0,0.0,238.0
77098,12344.0,1316.0,873.0,10155.0,8650.0,679.0,727.0,7244.0,2178.0,456.0,66.0,1656.0,796.0,82.0,65.0,649.0,403.0,41.0,15.0,347.0,317.0,58.0,0.0,259.0
77099,45427.0,11082.0,8576.0,25769.0,38218.0,8475.0,7091.0,22652.0,5280.0,1755.0,1357.0,2168.0,1214.0,527.0,53.0,634.0,344.0,73.0,13.0,258.0,371.0,252.0,62.0,57.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
