Zipcode,Total Travel Time,Travel Time Less than 5 minutes,Travel Time 5 to 9 minutes,Travel Time 10 to 14 minutes,Travel Time 15 to 19 minutes,Travel Time 15 to 19 minutes,Travel Time 20 to 24 minutes,Travel Time 25 to 29 minutes,Travel Time 30 to 34 minutes,Travel Time 35 to 39 minutes,Travel Time 40 to 44 minutes,Travel Time 45 to 59 minutes,Travel Time 60 to 89 minutes,Travel Time 90 or more minutes
77034,15861.0,378.0,1350.0,1987.0,1861.0,1861.0,2515.0,1052.0,2837.0,250.0,571.0,1463.0,1135.0,462.0
77035,15477.0,203.0,881.0,1258.0,2436.0,2436.0,3281.0,1009.0,3576.0,246.0,619.0,932.0,729.0,307.0
77036,28850.0,478.0,751.0,1958.0,3408.0,3408.0,7448.0,4743.0,4680.0,1491.0,853.0,1514.0,1134.0,392.0
77037,7800.0,155.0,331.0,546.0,947.0,947.0,872.0,464.0,2178.0,216.0,420.0,820.0,624.0,227.0
77038,10862.0,146.0,402.0,889.0,1394.0,1394.0,1384.0,818.0,2725.0,328.0,587.0,943.0,1023.0,223.0
77039,10689.0,231.0,448.0,1119.0,1431.0,1431.0,1612.0,314.0,2426.0,382.0,587.0,975.0,927.0,237.0
77040,22970.0,291.0,2079.0,2210.0,3594.0,3594.0,3545.0,1192.0,4528.0,697.0,1211.0,2140.0,1152.0,331.0
77041,16459.0,321.0,769.0,1738.0,1875.0,1875.0,2827.0,924.0,3429.0,805.0,1100.0,1681.0,809.0,181.0
77042,20033.0,255.0,1575.0,2120.0,3399.0,3399.0,3558.0,1141.0,3742.0,540.0,821.0,1782.0,851.0,249.0
77043,11513.0,129.0,944.0,1674.0,1778.0,1778.0,1791.0,879.0,2254.0,411.0,450.0,701.0,425.0,77.0
77044,13883.0,139.0,414.0,824.0,1771.0,1771.0,1740.0,1272.0,3072.0,634.0,898.0,1748.0,1122.0,249.0
77045,11844.0,51.0,354.0,606.0,1361.0,1361.0,2498.0,1074.0,2868.0,512.0,608.0,973.0,736.0,203.0
77046,685.0,48.0,78.0,122.0,236.0,236.0,120.0,0.0,35.0,33.0,0.0,13.0,0.0,0.0
77047,10321.0,38.0,274.0,687.0,1544.0,1544.0,2242.0,1136.0,2214.0,429.0,308.0,763.0,489.0,197.0
77048,5799.0,103.0,274.0,302.0,899.0,899.0,1192.0,586.0,1081.0,104.0,160.0,512.0,416.0,170.0
77049,12248.0,250.0,760.0,1215.0,1795.0,1795.0,1854.0,588.0,2797.0,614.0,454.0,1107.0,649.0,165.0
77050,1654.0,0.0,174.0,124.0,252.0,252.0,149.0,105.0,254.0,90.0,138.0,125.0,184.0,59.0
77051,4098.0,71.0,322.0,584.0,735.0,735.0,647.0,227.0,592.0,118.0,232.0,204.0,296.0,70.0
77054,11950.0,239.0,1468.0,2350.0,1954.0,1954.0,2258.0,714.0,1725.0,117.0,167.0,525.0,290.0,143.0
77055,20052.0,262.0,1849.0,2760.0,3739.0,3739.0,3989.0,1099.0,3609.0,297.0,631.0,877.0,710.0,230.0
77056,9152.0,279.0,1049.0,1976.0,1570.0,1570.0,1888.0,428.0,979.0,0.0,235.0,456.0,181.0,111.0
77057,22722.0,406.0,1736.0,3178.0,4329.0,4329.0,5537.0,1229.0,3144.0,462.0,493.0,1355.0,779.0,74.0
77058,8460.0,690.0,1017.0,1817.0,1227.0,1227.0,465.0,188.0,999.0,354.0,208.0,820.0,534.0,141.0
77059,8806.0,311.0,588.0,1587.0,1411.0,1411.0,992.0,529.0,1028.0,253.0,548.0,829.0,596.0,134.0
77060,18456.0,294.0,1261.0,1503.0,2566.0,2566.0,2334.0,771.0,5307.0,383.0,607.0,1402.0,1701.0,327.0
77061,10146.0,145.0,605.0,1107.0,1568.0,1568.0,1411.0,783.0,1955.0,258.0,337.0,881.0,898.0,198.0
77062,12499.0,219.0,1781.0,2439.0,2241.0,2241.0,1282.0,520.0,1309.0,318.0,699.0,760.0,835.0,96.0
77063,20036.0,390.0,1108.0,2587.0,3180.0,3180.0,3742.0,1648.0,4067.0,469.0,790.0,1020.0,772.0,263.0
77064,22777.0,285.0,1536.0,2275.0,3677.0,3677.0,3630.0,1854.0,4071.0,828.0,1028.0,2135.0,1047.0,411.0
77065,18271.0,382.0,1237.0,1676.0,3389.0,3389.0,2774.0,634.0,3469.0,415.0,1088.0,1727.0,1330.0,150.0
77066,14874.0,201.0,852.0,1308.0,1615.0,1615.0,2290.0,854.0,3408.0,441.0,738.0,1878.0,1119.0,170.0
77067,12929.0,135.0,653.0,1317.0,1721.0,1721.0,2327.0,784.0,3151.0,329.0,507.0,1033.0,773.0,199.0
77068,5048.0,211.0,299.0,477.0,465.0,465.0,557.0,332.0,1238.0,257.0,115.0,678.0,355.0,64.0
77069,8169.0,114.0,484.0,721.0,841.0,841.0,1070.0,480.0,1396.0,391.0,475.0,1295.0,755.0,147.0
77070,24199.0,677.0,2364.0,2637.0,2798.0,2798.0,3212.0,1296.0,3730.0,534.0,1122.0,2880.0,2302.0,647.0
77071,12009.0,321.0,422.0,906.0,1829.0,1829.0,2230.0,1241.0,2489.0,339.0,470.0,1177.0,393.0,192.0
77072,25345.0,138.0,1042.0,2408.0,3728.0,3728.0,4054.0,1804.0,5934.0,862.0,875.0,2306.0,1784.0,410.0
77073,17229.0,199.0,923.0,1417.0,2710.0,2710.0,2653.0,1036.0,3093.0,848.0,784.0,2013.0,1300.0,253.0
77074,16686.0,157.0,486.0,1733.0,2536.0,2536.0,3357.0,853.0,4187.0,356.0,410.0,1292.0,1181.0,138.0
77075,17590.0,236.0,694.0,1449.0,2505.0,2505.0,2936.0,1238.0,3904.0,749.0,548.0,2242.0,803.0,286.0
77076,13373.0,246.0,410.0,1024.0,975.0,975.0,2579.0,870.0,4516.0,229.0,607.0,883.0,791.0,243.0
77077,28681.0,419.0,2355.0,3050.0,3670.0,3670.0,4859.0,1955.0,5498.0,1252.0,1291.0,2903.0,1061.0,368.0
77078,5521.0,23.0,300.0,222.0,734.0,734.0,774.0,548.0,1453.0,146.0,115.0,700.0,294.0,212.0
77079,13977.0,254.0,1264.0,2035.0,2284.0,2284.0,2071.0,1193.0,2298.0,533.0,745.0,794.0,420.0,86.0
77080,22521.0,397.0,1756.0,4067.0,4013.0,4013.0,3362.0,1408.0,3622.0,544.0,671.0,1137.0,1125.0,419.0
77081,19722.0,430.0,1343.0,2791.0,3178.0,3178.0,2912.0,732.0,4164.0,271.0,532.0,1405.0,1514.0,450.0
77082,25216.0,247.0,1330.0,1929.0,4223.0,4223.0,3864.0,1826.0,4378.0,1128.0,1494.0,2741.0,1283.0,773.0
77083,31834.0,160.0,888.0,2024.0,3422.0,3422.0,4530.0,2086.0,7482.0,1365.0,1603.0,5266.0,2473.0,535.0
77084,47330.0,447.0,2356.0,3790.0,4895.0,4895.0,6840.0,2599.0,11313.0,1396.0,2231.0,6123.0,4407.0,933.0
77085,6770.0,98.0,201.0,475.0,934.0,934.0,1135.0,536.0,1511.0,134.0,348.0,833.0,480.0,85.0
77086,11181.0,89.0,779.0,900.0,1236.0,1236.0,2055.0,570.0,2426.0,416.0,411.0,1052.0,761.0,486.0
77087,14884.0,312.0,1064.0,1576.0,2605.0,2605.0,2534.0,726.0,2693.0,424.0,436.0,1483.0,869.0,162.0
77088,20325.0,149.0,728.0,1533.0,2817.0,2817.0,3768.0,1266.0,4498.0,518.0,955.0,2215.0,1465.0,413.0
77089,25355.0,177.0,1097.0,2168.0,4390.0,4390.0,3854.0,1691.0,4554.0,1073.0,1147.0,2855.0,1722.0,627.0
77090,15525.0,149.0,930.0,1751.0,2127.0,2127.0,2626.0,753.0,2849.0,671.0,536.0,1720.0,1088.0,325.0
77091,9050.0,211.0,692.0,726.0,1200.0,1200.0,1569.0,505.0,2197.0,257.0,196.0,910.0,412.0,175.0
77092,15190.0,195.0,1063.0,1985.0,2577.0,2577.0,2490.0,772.0,3081.0,425.0,635.0,934.0,810.0,223.0
77093,14848.0,307.0,574.0,1637.0,1946.0,1946.0,2433.0,1138.0,3505.0,344.0,463.0,1160.0,950.0,391.0
77094,3757.0,78.0,150.0,253.0,671.0,671.0,483.0,224.0,616.0,239.0,190.0,635.0,204.0,14.0
77095,34429.0,680.0,1945.0,2583.0,3319.0,3319.0,3911.0,1765.0,6493.0,1533.0,1807.0,5515.0,3827.0,1051.0
77096,16268.0,327.0,733.0,1728.0,2322.0,2322.0,3779.0,1521.0,2933.0,358.0,718.0,1003.0,607.0,239.0
77098,8232.0,161.0,818.0,1661.0,1888.0,1888.0,1283.0,491.0,1163.0,118.0,65.0,235.0,186.0,163.0
77099,19107.0,61.0,572.0,2027.0,2626.0,2626.0,4198.0,1601.0,3321.0,718.0,907.0,1453.0,1041.0,582.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,5113.0,211.0,205.0,212.0,259.0,259.0,620.0,223.0,785.0,246.0,299.0,1098.0,860.0,95.0
77338,15628.0,108.0,1556.0,2128.0,2021.0,2021.0,2457.0,813.0,2492.0,649.0,645.0,1713.0,754.0,292.0
77339,19157.0,386.0,1923.0,2265.0,2500.0,2500.0,2117.0,620.0,2589.0,826.0,957.0,3016.0,1601.0,357.0
77345,12358.0,186.0,691.0,1234.0,1654.0,1654.0,1039.0,565.0,1585.0,322.0,863.0,1860.0,1911.0,448.0
77346,25962.0,479.0,1447.0,1823.0,3143.0,3143.0,3141.0,1841.0,4041.0,1013.0,1540.0,4828.0,2281.0,385.0
77373,26212.0,731.0,1171.0,1960.0,3687.0,3687.0,3733.0,1819.0,4574.0,1073.0,1068.0,3709.0,2174.0,513.0
77375,16983.0,486.0,1059.0,1690.0,1799.0,1799.0,2200.0,1092.0,2481.0,493.0,945.0,2314.0,1776.0,648.0
77377,13310.0,109.0,702.0,1625.0,1511.0,1511.0,1715.0,645.0,1849.0,437.0,929.0,1936.0,1492.0,360.0
77379,34109.0,602.0,1823.0,4020.0,3712.0,3712.0,4279.0,1767.0,5248.0,1006.0,1900.0,5306.0,3848.0,598.0
77388,19318.0,140.0,1162.0,1952.0,2014.0,2014.0,3035.0,1178.0,3197.0,640.0,887.0,2524.0,2159.0,430.0
77389,10294.0,121.0,387.0,632.0,1171.0,1171.0,1647.0,439.0,1657.0,564.0,736.0,1285.0,1265.0,390.0
77396,20198.0,135.0,676.0,1627.0,3573.0,3573.0,2894.0,1447.0,3924.0,719.0,834.0,2414.0,1315.0,640.0
77401,8324.0,256.0,828.0,1399.0,1746.0,1746.0,2068.0,472.0,930.0,127.0,84.0,285.0,48.0,81.0
77429,34545.0,530.0,1883.0,3785.0,4166.0,4166.0,3939.0,1581.0,5653.0,1563.0,1539.0,5316.0,3921.0,669.0
77433,23982.0,328.0,840.0,2001.0,2122.0,2122.0,2558.0,1006.0,3888.0,1327.0,1660.0,4289.0,3237.0,726.0
77447,5152.0,142.0,94.0,209.0,350.0,350.0,385.0,273.0,1009.0,180.0,369.0,858.0,942.0,341.0
77449,43053.0,420.0,2389.0,2958.0,5415.0,5415.0,4085.0,2266.0,8372.0,1558.0,3493.0,6378.0,4322.0,1397.0
77450,33064.0,431.0,2158.0,3447.0,3458.0,3458.0,3347.0,1889.0,5926.0,1661.0,2358.0,5149.0,3040.0,200.0
77484,4679.0,205.0,287.0,388.0,583.0,583.0,173.0,137.0,491.0,198.0,474.0,789.0,770.0,184.0
77493,11324.0,314.0,875.0,1380.0,1405.0,1405.0,1808.0,680.0,1354.0,244.0,547.0,1508.0,925.0,284.0
77502,13561.0,282.0,1154.0,1992.0,2074.0,2074.0,2225.0,968.0,2739.0,243.0,435.0,768.0,537.0,144.0
77503,9732.0,109.0,693.0,1239.0,1769.0,1769.0,1895.0,766.0,1417.0,351.0,265.0,737.0,298.0,193.0
77504,9848.0,242.0,959.0,890.0,1423.0,1423.0,1428.0,707.0,1924.0,227.0,535.0,1021.0,397.0,95.0
77505,11659.0,174.0,968.0,1634.0,1764.0,1764.0,1784.0,719.0,1789.0,482.0,415.0,1081.0,763.0,86.0
77506,12434.0,237.0,845.0,1518.0,2396.0,2396.0,1835.0,756.0,2434.0,175.0,469.0,922.0,677.0,170.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,14382.0,420.0,1530.0,2217.0,3139.0,3139.0,2107.0,669.0,1921.0,247.0,299.0,838.0,585.0,410.0
77521,19709.0,577.0,2200.0,3330.0,3312.0,3312.0,3087.0,1068.0,2121.0,428.0,672.0,1462.0,1093.0,359.0
77530,11795.0,390.0,956.0,1246.0,2033.0,2033.0,1441.0,717.0,2332.0,418.0,351.0,1252.0,447.0,212.0
77532,11672.0,233.0,786.0,782.0,1227.0,1227.0,1252.0,905.0,2087.0,735.0,750.0,2007.0,676.0,232.0
77536,14322.0,398.0,1679.0,2034.0,2584.0,2584.0,1926.0,904.0,1962.0,627.0,498.0,1107.0,504.0,99.0
77547,3467.0,61.0,335.0,439.0,766.0,766.0,415.0,335.0,680.0,14.0,32.0,235.0,61.0,94.0
