Zipcode,Total Travel Time,Travel Time Less than 5 minutes,Travel Time 5 to 9 minutes,Travel Time 10 to 14 minutes,Travel Time 15 to 19 minutes,Travel Time 15 to 19 minutes,Travel Time 20 to 24 minutes,Travel Time 25 to 29 minutes,Travel Time 30 to 34 minutes,Travel Time 35 to 39 minutes,Travel Time 40 to 44 minutes,Travel Time 45 to 59 minutes,Travel Time 60 to 89 minutes,Travel Time 90 or more minutes
77002,2716.0,94.0,300.0,648.0,523.0,523.0,483.0,219.0,229.0,40.0,44.0,34.0,89.0,13.0
77003,4457.0,70.0,469.0,672.0,834.0,834.0,687.0,299.0,689.0,139.0,43.0,88.0,388.0,79.0
77004,12480.0,309.0,1381.0,2967.0,2387.0,2387.0,1688.0,606.0,1451.0,259.0,328.0,611.0,239.0,254.0
77005,11529.0,255.0,1371.0,2503.0,3131.0,3131.0,1966.0,535.0,915.0,184.0,318.0,266.0,60.0,25.0
77006,13831.0,434.0,1595.0,3395.0,3002.0,3002.0,2023.0,756.0,1526.0,208.0,111.0,479.0,184.0,118.0
77007,17861.0,357.0,1573.0,3166.0,4047.0,4047.0,3177.0,1340.0,2621.0,478.0,292.0,390.0,299.0,121.0
77008,17039.0,438.0,1331.0,2882.0,2895.0,2895.0,3323.0,1240.0,2672.0,289.0,613.0,828.0,460.0,68.0
77009,17235.0,405.0,992.0,2136.0,3255.0,3255.0,3240.0,751.0,3683.0,375.0,762.0,779.0,676.0,181.0
77010,105.0,0.0,12.0,0.0,29.0,29.0,29.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
77011,7339.0,113.0,714.0,727.0,1243.0,1243.0,847.0,452.0,1845.0,114.0,246.0,427.0,462.0,149.0
77012,9189.0,207.0,550.0,840.0,1202.0,1202.0,1741.0,379.0,1662.0,138.0,307.0,573.0,1110.0,480.0
77013,7269.0,106.0,555.0,820.0,1364.0,1364.0,1014.0,688.0,1514.0,285.0,193.0,313.0,261.0,156.0
77014,13295.0,53.0,453.0,1355.0,2279.0,2279.0,2107.0,661.0,2600.0,608.0,600.0,1400.0,1019.0,160.0
77015,22161.0,298.0,1919.0,2496.0,3676.0,3676.0,2962.0,1643.0,5086.0,583.0,721.0,1559.0,833.0,385.0
77016,9838.0,108.0,271.0,619.0,1568.0,1568.0,1764.0,585.0,2203.0,440.0,358.0,1074.0,520.0,328.0
77017,13288.0,80.0,413.0,1940.0,2265.0,2265.0,1863.0,705.0,3438.0,306.0,400.0,831.0,830.0,217.0
77018,13638.0,151.0,734.0,1794.0,2370.0,2370.0,2849.0,931.0,2896.0,389.0,471.0,551.0,254.0,248.0
77019,11879.0,354.0,1362.0,2674.0,2248.0,2248.0,1900.0,811.0,1735.0,250.0,117.0,240.0,104.0,84.0
77020,9410.0,137.0,601.0,1328.0,1289.0,1289.0,1558.0,318.0,1913.0,185.0,309.0,787.0,796.0,189.0
77021,9487.0,156.0,784.0,1599.0,1708.0,1708.0,1462.0,410.0,1725.0,165.0,371.0,420.0,492.0,195.0
77022,10691.0,205.0,445.0,1023.0,1912.0,1912.0,2165.0,543.0,2102.0,81.0,449.0,751.0,665.0,350.0
77023,13877.0,347.0,1347.0,1838.0,2621.0,2621.0,2367.0,789.0,2249.0,227.0,366.0,684.0,617.0,425.0
77024,14797.0,441.0,1217.0,2093.0,2717.0,2717.0,2794.0,1261.0,2823.0,369.0,331.0,629.0,67.0,55.0
77025,12997.0,360.0,1112.0,1793.0,2853.0,2853.0,2695.0,1044.0,1789.0,116.0,121.0,527.0,428.0,159.0
77026,7778.0,160.0,467.0,755.0,1101.0,1101.0,1057.0,216.0,1944.0,110.0,416.0,524.0,754.0,274.0
77027,9235.0,441.0,1201.0,1885.0,1655.0,1655.0,2041.0,462.0,614.0,138.0,120.0,427.0,191.0,60.0
77028,5916.0,72.0,93.0,458.0,739.0,739.0,839.0,656.0,1395.0,252.0,213.0,599.0,426.0,174.0
77029,6408.0,91.0,578.0,738.0,1089.0,1089.0,1072.0,483.0,1223.0,46.0,184.0,274.0,467.0,163.0
77030,6379.0,149.0,778.0,1359.0,1075.0,1075.0,1390.0,403.0,642.0,63.0,175.0,237.0,71.0,37.0
77031,7701.0,71.0,203.0,526.0,871.0,871.0,2600.0,811.0,1294.0,426.0,94.0,416.0,282.0,107.0
77032,3471.0,109.0,238.0,289.0,595.0,595.0,266.0,216.0,739.0,60.0,138.0,204.0,512.0,105.0
77033,9596.0,208.0,564.0,706.0,1417.0,1417.0,1925.0,686.0,1864.0,204.0,383.0,844.0,355.0,440.0
77034,14734.0,381.0,1148.0,1605.0,2024.0,2024.0,2578.0,979.0,3162.0,183.0,455.0,1170.0,813.0,236.0
77035,16348.0,186.0,770.0,1272.0,2668.0,2668.0,4015.0,1335.0,3249.0,410.0,462.0,923.0,829.0,229.0
77036,28591.0,618.0,879.0,1551.0,3533.0,3533.0,7834.0,4047.0,4829.0,1405.0,608.0,1900.0,1070.0,317.0
77037,7991.0,83.0,296.0,535.0,1346.0,1346.0,1269.0,423.0,2128.0,148.0,352.0,612.0,685.0,114.0
77038,10805.0,71.0,277.0,902.0,1493.0,1493.0,2107.0,757.0,2301.0,358.0,561.0,1013.0,845.0,120.0
77039,10166.0,220.0,626.0,1218.0,1424.0,1424.0,1517.0,305.0,2187.0,452.0,567.0,773.0,692.0,185.0
77040,21747.0,340.0,1666.0,2383.0,3195.0,3195.0,3245.0,1516.0,4451.0,522.0,1119.0,1837.0,1180.0,293.0
77041,16643.0,384.0,643.0,1535.0,2015.0,2015.0,2558.0,1203.0,3670.0,834.0,947.0,1332.0,1203.0,319.0
77042,18937.0,367.0,1508.0,2114.0,2923.0,2923.0,3477.0,850.0,3531.0,679.0,876.0,1804.0,566.0,242.0
77043,10552.0,247.0,1078.0,1404.0,1567.0,1567.0,1726.0,621.0,2037.0,160.0,743.0,441.0,353.0,175.0
77044,12423.0,153.0,380.0,789.0,1573.0,1573.0,1778.0,1106.0,2894.0,511.0,912.0,1196.0,998.0,133.0
77045,12211.0,81.0,456.0,612.0,1384.0,1384.0,2851.0,1245.0,2817.0,422.0,403.0,1166.0,592.0,182.0
77046,663.0,11.0,75.0,79.0,291.0,291.0,98.0,0.0,56.0,41.0,0.0,12.0,0.0,0.0
77047,9505.0,120.0,350.0,718.0,1227.0,1227.0,1674.0,1174.0,1869.0,475.0,315.0,958.0,366.0,259.0
77048,5546.0,119.0,169.0,404.0,816.0,816.0,995.0,485.0,1124.0,104.0,114.0,552.0,345.0,319.0
77049,12042.0,186.0,666.0,1187.0,2093.0,2093.0,1943.0,704.0,2552.0,511.0,508.0,1165.0,404.0,123.0
77050,1737.0,0.0,101.0,127.0,346.0,346.0,240.0,81.0,360.0,76.0,120.0,120.0,123.0,43.0
77051,4424.0,67.0,331.0,604.0,839.0,839.0,545.0,342.0,712.0,153.0,250.0,266.0,290.0,25.0
77054,12187.0,185.0,1386.0,2065.0,2332.0,2332.0,2345.0,853.0,1453.0,171.0,231.0,712.0,253.0,201.0
77055,19016.0,256.0,1450.0,3223.0,3071.0,3071.0,3748.0,1004.0,3373.0,253.0,549.0,937.0,976.0,176.0
77056,8868.0,333.0,1135.0,1807.0,1625.0,1625.0,1611.0,335.0,1069.0,29.0,283.0,328.0,239.0,74.0
77057,22786.0,358.0,1983.0,3242.0,4112.0,4112.0,5252.0,1563.0,3116.0,359.0,446.0,1464.0,758.0,133.0
77058,8758.0,462.0,1034.0,1800.0,1549.0,1549.0,449.0,234.0,1067.0,273.0,294.0,871.0,578.0,147.0
77059,9124.0,202.0,646.0,1602.0,1541.0,1541.0,989.0,518.0,1103.0,168.0,620.0,899.0,741.0,95.0
77060,18859.0,299.0,1561.0,2272.0,3008.0,3008.0,2162.0,868.0,4463.0,471.0,608.0,1038.0,1527.0,582.0
77061,10270.0,157.0,539.0,1152.0,1756.0,1756.0,1181.0,978.0,2092.0,325.0,483.0,822.0,621.0,164.0
77062,11914.0,260.0,1666.0,2536.0,1959.0,1959.0,1101.0,525.0,1041.0,364.0,619.0,852.0,791.0,200.0
77063,19622.0,282.0,1155.0,2560.0,3533.0,3533.0,3373.0,1695.0,3582.0,611.0,787.0,1022.0,601.0,421.0
77064,22071.0,284.0,1598.0,1978.0,3522.0,3522.0,3683.0,1298.0,4049.0,704.0,1101.0,2229.0,1199.0,426.0
