Zipcode,Less than high school graduate,High school graduate (includes equivalency),Some college or associate degree,Bachelor degree,Graduate or professional degree
77039,7832.0,4598.0,2468.0,454.0,144.0
77040,6055.0,8679.0,8023.0,4882.0,2409.0
77041,4720.0,5365.0,5276.0,4882.0,3007.0
77042,2866.0,3900.0,7579.0,7398.0,4259.0
77043,3301.0,3490.0,4588.0,3608.0,1298.0
77044,3779.0,4750.0,6289.0,3364.0,2186.0
77045,5708.0,6401.0,4922.0,1727.0,879.0
77046,0.0,24.0,196.0,397.0,226.0
77047,2425.0,3653.0,4764.0,2737.0,1335.0
77048,2469.0,3298.0,3025.0,881.0,417.0
77049,4790.0,4428.0,4638.0,1852.0,957.0
77050,1139.0,961.0,855.0,208.0,95.0
77051,2101.0,3961.0,2544.0,632.0,205.0
77054,330.0,1919.0,4304.0,4419.0,4460.0
77055,8868.0,5645.0,5045.0,5140.0,2890.0
77056,196.0,931.0,2615.0,6631.0,3970.0
77057,4839.0,3096.0,6257.0,9282.0,6033.0
77058,779.0,1968.0,4391.0,2899.0,1848.0
77059,482.0,921.0,2152.0,5214.0,3608.0
77060,11534.0,6198.0,4060.0,618.0,383.0
77061,5713.0,4624.0,2825.0,1210.0,271.0
77062,1373.0,2563.0,5504.0,5521.0,3122.0
77063,2966.0,3946.0,6908.0,7425.0,4166.0
77064,4706.0,7748.0,8550.0,7094.0,2269.0
77065,2874.0,6383.0,8380.0,4732.0,1794.0
77066,4347.0,5544.0,6003.0,2845.0,1359.0
77067,4886.0,4921.0,5386.0,1485.0,395.0
77068,1040.0,1521.0,2233.0,1915.0,752.0
77069,506.0,1871.0,4010.0,4128.0,2005.0
77070,2173.0,6830.0,11263.0,8596.0,3059.0
77071,3133.0,3766.0,4943.0,3611.0,1895.0
77072,13909.0,8887.0,8210.0,3431.0,1109.0
77073,4562.0,7385.0,7219.0,2590.0,927.0
77074,7386.0,5931.0,5165.0,3094.0,1194.0
77075,7584.0,6620.0,5742.0,2390.0,689.0
77076,9352.0,5838.0,2651.0,413.0,57.0
77077,1794.0,5559.0,10990.0,12093.0,8221.0
77078,2779.0,3070.0,2627.0,407.0,182.0
77079,1023.0,2494.0,3817.0,8545.0,5337.0
77080,10119.0,8188.0,6094.0,3067.0,1138.0
77081,10100.0,7024.0,4470.0,2865.0,1670.0
77082,4340.0,7747.0,10561.0,8087.0,4490.0
77083,10489.0,10058.0,12199.0,8361.0,2851.0
77084,9137.0,16299.0,20484.0,12237.0,4456.0
77085,2962.0,2490.0,2457.0,1247.0,390.0
77086,6121.0,5474.0,3388.0,1243.0,332.0
77087,9372.0,6766.0,4002.0,1306.0,492.0
77088,9449.0,10040.0,8598.0,2915.0,1350.0
77089,5349.0,8325.0,11957.0,5125.0,2195.0
77090,3394.0,5080.0,7004.0,3466.0,1728.0
77091,4397.0,4750.0,4002.0,1366.0,715.0
77092,6655.0,6705.0,5102.0,2415.0,980.0
77093,12505.0,7012.0,3524.0,883.0,192.0
77094,88.0,499.0,1028.0,2559.0,1680.0
77095,3223.0,7888.0,14490.0,12486.0,5857.0
77096,2464.0,3707.0,5881.0,6892.0,5622.0
77098,185.0,317.0,2102.0,4195.0,4098.0
77099,8594.0,7813.0,7299.0,3565.0,1483.0
77201,0.0,0.0,0.0,0.0,0.0
77336,854.0,2533.0,2806.0,1208.0,276.0
77338,3356.0,6149.0,8059.0,3075.0,1377.0
77339,1185.0,5141.0,10079.0,7885.0,3274.0
77345,445.0,2086.0,4708.0,7368.0,4247.0
77346,2383.0,7137.0,13088.0,8766.0,3852.0
77373,3229.0,10499.0,12971.0,5227.0,2224.0
77375,2638.0,7776.0,8422.0,5318.0,1773.0
77377,1765.0,3206.0,6106.0,5687.0,2370.0
77379,3212.0,7480.0,13897.0,14902.0,7665.0
77388,2509.0,5593.0,9782.0,6444.0,3468.0
77389,1193.0,2960.0,4969.0,5497.0,2046.0
77396,5348.0,7755.0,9279.0,4308.0,2656.0
77401,245.0,722.0,1811.0,3724.0,5447.0
77429,2536.0,8975.0,14351.0,15189.0,6321.0
77433,2982.0,6835.0,9085.0,10955.0,4837.0
77447,1585.0,2963.0,2500.0,760.0,327.0
77449,9097.0,15478.0,19859.0,10031.0,2982.0
77450,2189.0,6590.0,13081.0,16562.0,7852.0
77493,2016.0,3513.0,5599.0,3192.0,1167.0
77502,7536.0,6976.0,5404.0,1035.0,476.0
77503,4499.0,5048.0,4288.0,802.0,292.0
77504,3636.0,4173.0,4843.0,1552.0,639.0
77505,1780.0,4047.0,5533.0,2723.0,1259.0
77506,9199.0,6539.0,3191.0,701.0,122.0
77507,0.0,0.0,0.0,0.0,0.0
