Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77079,33187.0,2667.0,1544.0,28976.0,27017.0,1760.0,1126.0,24131.0,3694.0,124.0,341.0,3229.0,574.0,115.0,15.0,444.0,442.0,0.0,14.0,428.0,1460.0,668.0,48.0,744.0
77080,44848.0,11094.0,6394.0,27360.0,36058.0,8113.0,4544.0,23401.0,7144.0,2384.0,1395.0,3365.0,305.0,141.0,59.0,105.0,344.0,128.0,0.0,216.0,997.0,328.0,396.0,273.0
77087,36076.0,9851.0,6929.0,19296.0,31681.0,7937.0,6276.0,17468.0,3883.0,1711.0,592.0,1580.0,276.0,122.0,0.0,154.0,73.0,54.0,0.0,19.0,163.0,27.0,61.0,75.0
77092,37687.0,9818.0,5305.0,22564.0,32142.0,7905.0,4361.0,19876.0,4181.0,1441.0,570.0,2170.0,441.0,131.0,103.0,207.0,438.0,131.0,115.0,192.0,485.0,210.0,156.0,119.0
77095,70891.0,6407.0,2493.0,61991.0,62477.0,5000.0,1570.0,55907.0,6238.0,1073.0,508.0,4657.0,753.0,53.0,300.0,400.0,1049.0,237.0,115.0,697.0,374.0,44.0,0.0,330.0
77016,28890.0,7487.0,4614.0,16789.0,24512.0,5584.0,4110.0,14818.0,3878.0,1836.0,378.0,1664.0,180.0,26.0,14.0,140.0,274.0,13.0,112.0,149.0,46.0,28.0,0.0,18.0
77018,27501.0,4776.0,1735.0,20990.0,23899.0,4203.0,1097.0,18599.0,2681.0,329.0,537.0,1815.0,459.0,173.0,53.0,233.0,287.0,71.0,0.0,216.0,175.0,0.0,48.0,127.0
77029,17383.0,6160.0,2184.0,9039.0,15186.0,5054.0,1673.0,8459.0,1786.0,898.0,471.0,417.0,136.0,42.0,13.0,81.0,129.0,37.0,27.0,65.0,146.0,129.0,0.0,17.0
77044,41859.0,4970.0,3971.0,32918.0,35905.0,4304.0,3076.0,28525.0,5034.0,648.0,729.0,3657.0,339.0,18.0,127.0,194.0,348.0,0.0,3.0,345.0,233.0,0.0,36.0,197.0
77048,17002.0,3603.0,2778.0,10621.0,15052.0,3027.0,2345.0,9680.0,1655.0,482.0,397.0,776.0,36.0,15.0,0.0,21.0,74.0,39.0,20.0,15.0,185.0,40.0,16.0,129.0
77051,16142.0,5611.0,2427.0,8104.0,13220.0,4395.0,2007.0,6818.0,2395.0,956.0,330.0,1109.0,377.0,231.0,90.0,56.0,67.0,29.0,0.0,38.0,83.0,0.0,0.0,83.0
77066,33405.0,4095.0,3448.0,25862.0,29763.0,3376.0,3143.0,23244.0,2780.0,502.0,285.0,1993.0,344.0,64.0,0.0,280.0,342.0,139.0,0.0,203.0,176.0,14.0,20.0,142.0
77054,22122.0,4640.0,1276.0,16206.0,14025.0,2245.0,778.0,11002.0,4329.0,1329.0,161.0,2839.0,1573.0,810.0,79.0,684.0,1265.0,177.0,68.0,1020.0,930.0,79.0,190.0,661.0
77059,17214.0,568.0,903.0,15743.0,15005.0,541.0,693.0,13771.0,1433.0,14.0,89.0,1330.0,336.0,0.0,110.0,226.0,403.0,0.0,0.0,403.0,37.0,13.0,11.0,13.0
77062,25909.0,2070.0,1386.0,22453.0,22561.0,1680.0,1223.0,19658.0,1899.0,158.0,95.0,1646.0,859.0,33.0,68.0,758.0,494.0,199.0,0.0,295.0,96.0,0.0,0.0,96.0
77075,42995.0,7819.0,5993.0,29183.0,34973.0,5997.0,4771.0,24205.0,6709.0,1622.0,1055.0,4032.0,883.0,69.0,69.0,745.0,114.0,28.0,0.0,86.0,316.0,103.0,98.0,115.0
77078,15590.0,3386.0,3090.0,9114.0,13507.0,2934.0,2719.0,7854.0,1917.0,433.0,261.0,1223.0,52.0,19.0,14.0,19.0,96.0,0.0,96.0,0.0,18.0,0.0,0.0,18.0
77085,17705.0,2205.0,2405.0,13095.0,16391.0,2054.0,2126.0,12211.0,1080.0,71.0,279.0,730.0,36.0,0.0,0.0,36.0,114.0,38.0,0.0,76.0,84.0,42.0,0.0,42.0
77484,10521.0,1284.0,1080.0,8157.0,9306.0,1161.0,973.0,7172.0,593.0,68.0,51.0,474.0,427.0,10.0,21.0,396.0,174.0,24.0,35.0,115.0,21.0,21.0,0.0,0.0
77506,37047.0,9923.0,7229.0,19895.0,28637.0,6781.0,5253.0,16603.0,6878.0,2398.0,1912.0,2568.0,525.0,186.0,9.0,330.0,703.0,454.0,55.0,194.0,304.0,104.0,0.0,200.0
77520,36063.0,6311.0,4932.0,24820.0,29148.0,4621.0,3747.0,20780.0,4776.0,1232.0,858.0,2686.0,1187.0,286.0,176.0,725.0,896.0,137.0,142.0,617.0,56.0,35.0,9.0,12.0
77532,27878.0,3965.0,2470.0,21443.0,24231.0,3427.0,2228.0,18576.0,2309.0,227.0,237.0,1845.0,1058.0,252.0,5.0,801.0,232.0,59.0,0.0,173.0,48.0,0.0,0.0,48.0
77586,21555.0,1595.0,1047.0,18913.0,17699.0,1400.0,938.0,15361.0,2138.0,129.0,15.0,1994.0,759.0,11.0,74.0,674.0,823.0,36.0,0.0,787.0,136.0,19.0,20.0,97.0
77598,23663.0,3270.0,2251.0,18142.0,15403.0,1962.0,1353.0,12088.0,5385.0,827.0,598.0,3960.0,1738.0,323.0,216.0,1199.0,1024.0,109.0,75.0,840.0,113.0,49.0,9.0,55.0
77502,37927.0,7882.0,5844.0,24201.0,32027.0,6058.0,5046.0,20923.0,4844.0,1572.0,783.0,2489.0,880.0,203.0,0.0,677.0,110.0,15.0,15.0,80.0,66.0,34.0,0.0,32.0
77547,9875.0,2781.0,1543.0,5551.0,8206.0,2097.0,1509.0,4600.0,1333.0,585.0,10.0,738.0,88.0,14.0,24.0,50.0,174.0,11.0,0.0,163.0,74.0,74.0,0.0,0.0
77503,25456.0,3894.0,4087.0,17475.0,20846.0,2388.0,3225.0,15233.0,3953.0,1333.0,604.0,2016.0,155.0,54.0,0.0,101.0,368.0,73.0,244.0,51.0,134.0,46.0,14.0,74.0
77521,55869.0,8581.0,3839.0,43449.0,45714.0,5759.0,3056.0,36899.0,5722.0,1716.0,342.0,3664.0,2106.0,397.0,374.0,1335.0,1262.0,237.0,67.0,958.0,1065.0,472.0,0.0,593.0
77530,30518.0,4735.0,3666.0,22117.0,26253.0,3193.0,3348.0,19712.0,3036.0,1231.0,151.0,1654.0,655.0,102.0,78.0,475.0,485.0,209.0,89.0,187.0,89.0,0.0,0.0,89.0
77571,36803.0,3532.0,2361.0,30910.0,31542.0,2663.0,2030.0,26849.0,3755.0,754.0,295.0,2706.0,606.0,50.0,15.0,541.0,812.0,65.0,21.0,726.0,88.0,0.0,0.0,88.0
77336,12268.0,1084.0,910.0,10274.0,10569.0,783.0,421.0,9365.0,1430.0,250.0,392.0,788.0,232.0,51.0,97.0,84.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0
77094,9347.0,442.0,66.0,8839.0,8257.0,436.0,38.0,7783.0,406.0,6.0,5.0,395.0,71.0,0.0,0.0,71.0,182.0,0.0,0.0,182.0,431.0,0.0,23.0,408.0
77096,34922.0,5469.0,3059.0,26394.0,27582.0,3522.0,2328.0,21732.0,5416.0,1174.0,693.0,3549.0,354.0,55.0,17.0,282.0,964.0,465.0,0.0,499.0,606.0,253.0,21.0,332.0
77379,77211.0,3081.0,2060.0,72070.0,66208.0,2110.0,1329.0,62769.0,6108.0,533.0,291.0,5284.0,1816.0,126.0,0.0,1690.0,2499.0,256.0,440.0,1803.0,580.0,56.0,0.0,524.0
77389,31223.0,1528.0,988.0,28707.0,27090.0,1335.0,932.0,24823.0,1786.0,142.0,56.0,1588.0,1017.0,0.0,0.0,1017.0,714.0,28.0,0.0,686.0,616.0,23.0,0.0,593.0
77010,915.0,61.0,0.0,854.0,712.0,61.0,0.0,651.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0
77020,25345.0,7720.0,5040.0,12585.0,22221.0,6676.0,4388.0,11157.0,2636.0,825.0,557.0,1254.0,105.0,43.0,30.0,32.0,125.0,84.0,25.0,16.0,258.0,92.0,40.0,126.0
77021,26032.0,7553.0,3335.0,15144.0,20480.0,6109.0,2295.0,12076.0,4264.0,1127.0,913.0,2224.0,372.0,77.0,16.0,279.0,812.0,237.0,67.0,508.0,104.0,3.0,44.0,57.0
77030,10397.0,1699.0,249.0,8449.0,7717.0,822.0,134.0,6761.0,1315.0,372.0,87.0,856.0,427.0,255.0,0.0,172.0,469.0,152.0,16.0,301.0,469.0,98.0,12.0,359.0
77037,19644.0,5134.0,3301.0,11209.0,18368.0,4687.0,2768.0,10913.0,1247.0,447.0,533.0,267.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77045,35855.0,7513.0,3842.0,24500.0,33713.0,6701.0,3492.0,23520.0,1627.0,645.0,320.0,662.0,226.0,85.0,30.0,111.0,205.0,3.0,0.0,202.0,84.0,79.0,0.0,5.0
77082,55592.0,6934.0,6409.0,42249.0,40680.0,4968.0,4520.0,31192.0,10252.0,1443.0,1099.0,7710.0,1577.0,241.0,51.0,1285.0,1718.0,131.0,617.0,970.0,1365.0,151.0,122.0,1092.0
77084,102950.0,12035.0,9032.0,81883.0,90053.0,9255.0,7626.0,73172.0,8403.0,1492.0,962.0,5949.0,1321.0,153.0,16.0,1152.0,1759.0,656.0,272.0,831.0,1414.0,479.0,156.0,779.0
77346,61866.0,4111.0,1796.0,55959.0,51727.0,2158.0,1554.0,48015.0,5542.0,1040.0,187.0,4315.0,2236.0,723.0,0.0,1513.0,1874.0,190.0,0.0,1684.0,487.0,0.0,55.0,432.0
77373,57167.0,7020.0,4277.0,45870.0,49044.0,5965.0,3546.0,39533.0,5157.0,630.0,571.0,3956.0,2100.0,336.0,133.0,1631.0,753.0,70.0,0.0,683.0,113.0,19.0,27.0,67.0
77035,37497.0,9214.0,5116.0,23167.0,32185.0,7671.0,4253.0,20261.0,3988.0,1046.0,696.0,2246.0,520.0,170.0,21.0,329.0,510.0,205.0,100.0,205.0,294.0,122.0,46.0,126.0
77041,34920.0,3601.0,3014.0,28305.0,31258.0,2998.0,2852.0,25408.0,2058.0,259.0,11.0,1788.0,446.0,49.0,53.0,344.0,602.0,97.0,16.0,489.0,556.0,198.0,82.0,276.0
77050,4924.0,664.0,552.0,3708.0,4332.0,468.0,455.0,3409.0,476.0,140.0,67.0,269.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,86.0,56.0,30.0,0.0
77063,37824.0,8698.0,4627.0,24499.0,27207.0,5682.0,2850.0,18675.0,7067.0,1693.0,1393.0,3981.0,785.0,59.0,122.0,604.0,1029.0,227.0,96.0,706.0,1736.0,1037.0,166.0,533.0
77071,27404.0,4074.0,3356.0,19974.0,23692.0,3128.0,2884.0,17680.0,2804.0,797.0,303.0,1704.0,303.0,48.0,7.0,248.0,503.0,56.0,116.0,331.0,102.0,45.0,46.0,11.0
77074,38003.0,12064.0,6191.0,19748.0,31391.0,9671.0,4921.0,16799.0,4530.0,1624.0,1109.0,1797.0,573.0,55.0,17.0,501.0,485.0,110.0,18.0,357.0,1024.0,604.0,126.0,294.0
77088,55604.0,11487.0,9595.0,34522.0,48268.0,9346.0,7927.0,30995.0,6434.0,1813.0,1580.0,3041.0,355.0,98.0,15.0,242.0,386.0,174.0,73.0,139.0,161.0,56.0,0.0,105.0
77090,36921.0,8271.0,4672.0,23978.0,26522.0,5692.0,3437.0,17393.0,8299.0,2105.0,970.0,5224.0,590.0,148.0,105.0,337.0,1264.0,184.0,160.0,920.0,246.0,142.0,0.0,104.0
77098,13346.0,1144.0,308.0,11894.0,9382.0,584.0,210.0,8588.0,1863.0,325.0,66.0,1472.0,711.0,63.0,32.0,616.0,749.0,117.0,0.0,632.0,641.0,55.0,0.0,586.0
77083,78069.0,11557.0,10459.0,56053.0,71521.0,9713.0,9729.0,52079.0,3119.0,782.0,386.0,1951.0,1763.0,418.0,72.0,1273.0,1251.0,388.0,254.0,609.0,415.0,256.0,18.0,141.0
77401,18701.0,378.0,267.0,18056.0,16647.0,334.0,237.0,16076.0,1444.0,29.0,30.0,1385.0,123.0,0.0,0.0,123.0,333.0,6.0,0.0,327.0,154.0,9.0,0.0,145.0
77433,73949.0,3227.0,5677.0,65045.0,64492.0,2351.0,5402.0,56739.0,6821.0,542.0,230.0,6049.0,1090.0,182.0,0.0,908.0,1003.0,67.0,0.0,936.0,543.0,85.0,45.0,413.0
77504,22472.0,5735.0,3191.0,13546.0,16367.0,3597.0,1925.0,10845.0,4990.0,1885.0,1013.0,2092.0,670.0,83.0,207.0,380.0,307.0,122.0,16.0,169.0,138.0,48.0,30.0,60.0
77338,39467.0,5700.0,4973.0,28794.0,33590.0,4694.0,4200.0,24696.0,4100.0,480.0,573.0,3047.0,871.0,109.0,33.0,729.0,649.0,242.0,156.0,251.0,257.0,175.0,11.0,71.0
77339,40732.0,3394.0,2201.0,35137.0,34128.0,2702.0,1784.0,29642.0,2829.0,319.0,34.0,2476.0,2819.0,245.0,334.0,2240.0,782.0,128.0,0.0,654.0,174.0,0.0,49.0,125.0
77429,84933.0,3879.0,2181.0,78873.0,75426.0,2760.0,1989.0,70677.0,6210.0,719.0,127.0,5364.0,868.0,61.0,9.0,798.0,1825.0,281.0,56.0,1488.0,604.0,58.0,0.0,546.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77562,10493.0,1447.0,564.0,8482.0,9542.0,1263.0,535.0,7744.0,609.0,118.0,29.0,462.0,214.0,57.0,0.0,157.0,119.0,0.0,0.0,119.0,9.0,9.0,0.0,0.0
77004,28185.0,7291.0,2438.0,18456.0,21412.0,5181.0,1709.0,14522.0,4697.0,1575.0,565.0,2557.0,799.0,280.0,124.0,395.0,777.0,136.0,14.0,627.0,500.0,119.0,26.0,355.0
77008,33459.0,1988.0,1047.0,30424.0,27031.0,1491.0,919.0,24621.0,4928.0,402.0,21.0,4505.0,726.0,61.0,44.0,621.0,575.0,25.0,63.0,487.0,199.0,9.0,0.0,190.0
77006,21231.0,1603.0,1021.0,18607.0,15362.0,963.0,705.0,13694.0,3499.0,293.0,195.0,3011.0,803.0,78.0,25.0,700.0,1081.0,139.0,96.0,846.0,486.0,130.0,0.0,356.0
77009,37253.0,8983.0,4541.0,23729.0,32111.0,7573.0,3947.0,20591.0,3842.0,1162.0,447.0,2233.0,535.0,150.0,98.0,287.0,684.0,98.0,49.0,537.0,81.0,0.0,0.0,81.0
77014,34958.0,6575.0,4791.0,23592.0,28734.0,4597.0,4087.0,20050.0,4966.0,1548.0,595.0,2823.0,454.0,158.0,36.0,260.0,534.0,136.0,16.0,382.0,270.0,136.0,57.0,77.0
77031,17597.0,3513.0,2388.0,11696.0,13879.0,2328.0,1602.0,9949.0,2964.0,927.0,595.0,1442.0,391.0,194.0,62.0,135.0,277.0,24.0,129.0,124.0,86.0,40.0,0.0,46.0
77034,39344.0,7671.0,7320.0,24353.0,31132.0,5729.0,5431.0,19972.0,6278.0,1586.0,1491.0,3201.0,781.0,243.0,0.0,538.0,595.0,68.0,130.0,397.0,558.0,45.0,268.0,245.0
77055,43843.0,9984.0,5988.0,27871.0,37420.0,8041.0,5182.0,24197.0,4749.0,1493.0,719.0,2537.0,354.0,57.0,13.0,284.0,435.0,95.0,59.0,281.0,885.0,298.0,15.0,572.0
77072,60944.0,14953.0,11765.0,34226.0,51887.0,11557.0,10238.0,30092.0,6395.0,2379.0,1279.0,2737.0,633.0,145.0,0.0,488.0,1116.0,470.0,129.0,517.0,913.0,402.0,119.0,392.0
77011,18319.0,6236.0,3334.0,8749.0,16242.0,5381.0,2970.0,7891.0,1586.0,569.0,295.0,722.0,326.0,230.0,37.0,59.0,138.0,56.0,32.0,50.0,27.0,0.0,0.0,27.0
77012,19616.0,4664.0,3542.0,11410.0,16916.0,3705.0,2976.0,10235.0,2279.0,746.0,470.0,1063.0,156.0,150.0,0.0,6.0,86.0,0.0,75.0,11.0,179.0,63.0,21.0,95.0
77013,19141.0,5028.0,2227.0,11886.0,14952.0,3325.0,1452.0,10175.0,3011.0,1141.0,553.0,1317.0,545.0,202.0,67.0,276.0,413.0,273.0,70.0,70.0,220.0,87.0,85.0,48.0
77449,117576.0,10906.0,11211.0,95459.0,101584.0,8377.0,9887.0,83320.0,9691.0,889.0,628.0,8174.0,1730.0,62.0,78.0,1590.0,3297.0,949.0,618.0,1730.0,1274.0,629.0,0.0,645.0
77450,73887.0,3415.0,3623.0,66849.0,62031.0,2102.0,2759.0,57170.0,4950.0,365.0,411.0,4174.0,3448.0,383.0,249.0,2816.0,1496.0,230.0,37.0,1229.0,1962.0,335.0,167.0,1460.0
77505,23852.0,1424.0,1311.0,21117.0,19738.0,1009.0,1163.0,17566.0,3462.0,357.0,148.0,2957.0,441.0,6.0,0.0,435.0,211.0,52.0,0.0,159.0,0.0,0.0,0.0,0.0
77536,31784.0,3246.0,1760.0,26778.0,26900.0,2442.0,1305.0,23153.0,3399.0,354.0,229.0,2816.0,664.0,203.0,10.0,451.0,247.0,51.0,0.0,196.0,574.0,196.0,216.0,162.0
77587,16541.0,4033.0,2681.0,9827.0,13828.0,3228.0,2179.0,8421.0,2207.0,547.0,459.0,1201.0,214.0,157.0,27.0,30.0,170.0,8.0,0.0,162.0,122.0,93.0,16.0,13.0
77086,29050.0,7286.0,4250.0,17514.0,25817.0,6552.0,3643.0,15622.0,2622.0,580.0,495.0,1547.0,152.0,66.0,0.0,86.0,275.0,26.0,41.0,208.0,184.0,62.0,71.0,51.0
77493,29268.0,1717.0,1604.0,25947.0,25703.0,1271.0,1560.0,22872.0,2271.0,137.0,38.0,2096.0,737.0,91.0,0.0,646.0,237.0,0.0,6.0,231.0,320.0,218.0,0.0,102.0
77015,55906.0,12677.0,8138.0,35091.0,48122.0,10394.0,6917.0,30811.0,6735.0,1974.0,1051.0,3710.0,452.0,69.0,87.0,296.0,282.0,24.0,28.0,230.0,315.0,216.0,55.0,44.0
77022,26738.0,7783.0,5058.0,13897.0,23604.0,6510.0,4669.0,12425.0,2854.0,1175.0,372.0,1307.0,183.0,98.0,0.0,85.0,89.0,0.0,9.0,80.0,8.0,0.0,8.0,0.0
77026,22498.0,8629.0,3443.0,10426.0,19248.0,6671.0,3009.0,9568.0,2816.0,1667.0,397.0,752.0,379.0,260.0,37.0,82.0,30.0,30.0,0.0,0.0,25.0,1.0,0.0,24.0
77027,15779.0,1123.0,531.0,14125.0,11341.0,742.0,315.0,10284.0,2511.0,214.0,196.0,2101.0,648.0,100.0,0.0,548.0,962.0,38.0,20.0,904.0,317.0,29.0,0.0,288.0
77047,28985.0,6509.0,3333.0,19143.0,24081.0,4300.0,2936.0,16845.0,4127.0,1986.0,381.0,1760.0,231.0,187.0,0.0,44.0,479.0,22.0,16.0,441.0,67.0,14.0,0.0,53.0
77005,24910.0,1039.0,605.0,23266.0,21787.0,823.0,567.0,20397.0,2062.0,113.0,38.0,1911.0,170.0,47.0,0.0,123.0,643.0,22.0,0.0,621.0,248.0,34.0,0.0,214.0
77007,35302.0,2156.0,832.0,32314.0,24072.0,1412.0,556.0,22104.0,8047.0,556.0,146.0,7345.0,1327.0,146.0,87.0,1094.0,1381.0,42.0,0.0,1339.0,475.0,0.0,43.0,432.0
77017,32082.0,5744.0,6135.0,20203.0,27406.0,4476.0,5194.0,17736.0,4121.0,1111.0,936.0,2074.0,130.0,2.0,0.0,128.0,290.0,94.0,0.0,196.0,135.0,61.0,5.0,69.0
77019,21342.0,2138.0,959.0,18245.0,16409.0,1574.0,828.0,14007.0,2921.0,209.0,40.0,2672.0,600.0,83.0,68.0,449.0,746.0,66.0,23.0,657.0,666.0,206.0,0.0,460.0
77396,50708.0,6488.0,4630.0,39590.0,42748.0,4663.0,4170.0,33915.0,5079.0,931.0,341.0,3807.0,922.0,188.0,72.0,662.0,983.0,11.0,47.0,925.0,976.0,695.0,0.0,281.0
77447,14825.0,1814.0,939.0,12072.0,13937.0,1784.0,939.0,11214.0,485.0,21.0,0.0,464.0,317.0,0.0,0.0,317.0,45.0,9.0,0.0,36.0,41.0,0.0,0.0,41.0
77025,28384.0,2698.0,1467.0,24219.0,21417.0,1361.0,1074.0,18982.0,4587.0,919.0,310.0,3358.0,612.0,102.0,17.0,493.0,993.0,121.0,45.0,827.0,775.0,195.0,21.0,559.0
77038,30115.0,7785.0,4465.0,17865.0,26522.0,6451.0,3850.0,16221.0,2775.0,952.0,478.0,1345.0,201.0,39.0,103.0,59.0,314.0,163.0,34.0,117.0,303.0,180.0,0.0,123.0
77039,27406.0,8625.0,4786.0,13995.0,24876.0,7388.0,4263.0,13225.0,2308.0,1168.0,488.0,652.0,96.0,10.0,0.0,86.0,37.0,18.0,0.0,19.0,89.0,41.0,35.0,13.0
77040,47487.0,6288.0,6091.0,35108.0,40424.0,5224.0,5303.0,29897.0,5134.0,519.0,709.0,3906.0,659.0,97.0,0.0,562.0,932.0,339.0,0.0,593.0,338.0,109.0,79.0,150.0
77057,39200.0,6150.0,3900.0,29150.0,29095.0,4221.0,2789.0,22085.0,6707.0,1241.0,777.0,4689.0,1504.0,438.0,109.0,957.0,944.0,64.0,42.0,838.0,950.0,186.0,183.0,581.0
77060,42825.0,15504.0,9120.0,18201.0,34171.0,11194.0,7568.0,15409.0,6417.0,3167.0,1180.0,2070.0,991.0,581.0,189.0,221.0,599.0,181.0,135.0,283.0,647.0,381.0,48.0,218.0
77067,33075.0,8082.0,4945.0,20048.0,27918.0,6358.0,4307.0,17253.0,4374.0,1321.0,591.0,2462.0,182.0,58.0,12.0,112.0,430.0,235.0,16.0,179.0,171.0,110.0,19.0,42.0
77068,10686.0,827.0,757.0,9102.0,9086.0,508.0,607.0,7971.0,1155.0,234.0,99.0,822.0,148.0,2.0,0.0,146.0,215.0,83.0,0.0,132.0,82.0,0.0,51.0,31.0
77077,56804.0,5895.0,4179.0,46730.0,41683.0,3584.0,3020.0,35079.0,8493.0,1102.0,557.0,6834.0,1449.0,360.0,108.0,981.0,2461.0,567.0,100.0,1794.0,2718.0,282.0,394.0,2042.0
77081,47821.0,18649.0,8059.0,21113.0,39312.0,15498.0,6801.0,17013.0,6347.0,2305.0,992.0,3050.0,621.0,161.0,166.0,294.0,395.0,67.0,72.0,256.0,1146.0,618.0,28.0,500.0
77028,15493.0,4280.0,2944.0,8269.0,14170.0,3783.0,2728.0,7659.0,938.0,277.0,155.0,506.0,258.0,196.0,31.0,31.0,73.0,0.0,0.0,73.0,54.0,24.0,30.0,0.0
