Zipcode,Total Travel Time,Travel Time Less than 5 minutes,Travel Time 5 to 9 minutes,Travel Time 10 to 14 minutes,Travel Time 15 to 19 minutes,Travel Time 15 to 19 minutes,Travel Time 20 to 24 minutes,Travel Time 25 to 29 minutes,Travel Time 30 to 34 minutes,Travel Time 35 to 39 minutes,Travel Time 40 to 44 minutes,Travel Time 45 to 59 minutes,Travel Time 60 to 89 minutes,Travel Time 90 or more minutes
77080,21764.0,271.0,1231.0,2976.0,3470.0,3470.0,3430.0,1058.0,5005.0,658.0,905.0,1304.0,1331.0,125.0
77087,15442.0,242.0,920.0,1867.0,2092.0,2092.0,2821.0,693.0,3043.0,417.0,601.0,1440.0,939.0,367.0
77092,18750.0,233.0,1215.0,1728.0,2736.0,2736.0,2751.0,1193.0,4381.0,575.0,923.0,1622.0,1327.0,66.0
77095,35487.0,538.0,1530.0,3027.0,3817.0,3817.0,3738.0,1641.0,6102.0,1711.0,1960.0,5546.0,4860.0,1017.0
77016,10182.0,130.0,505.0,682.0,1376.0,1376.0,1520.0,529.0,2194.0,281.0,777.0,1183.0,793.0,212.0
77018,12968.0,157.0,607.0,1115.0,1258.0,1258.0,2297.0,1541.0,3125.0,461.0,538.0,1123.0,578.0,168.0
77029,6551.0,143.0,655.0,912.0,872.0,872.0,780.0,460.0,1214.0,128.0,147.0,752.0,323.0,165.0
77044,18140.0,143.0,673.0,1003.0,1789.0,1789.0,2631.0,1543.0,3239.0,930.0,1166.0,2799.0,1899.0,325.0
77048,6640.0,1.0,367.0,349.0,774.0,774.0,1149.0,540.0,1476.0,392.0,270.0,626.0,535.0,161.0
77051,5297.0,66.0,477.0,578.0,1075.0,1075.0,638.0,152.0,1139.0,9.0,361.0,202.0,471.0,129.0
77066,15896.0,250.0,924.0,1391.0,1712.0,1712.0,1975.0,616.0,3823.0,515.0,827.0,2089.0,1447.0,327.0
77054,12832.0,288.0,737.0,2196.0,2770.0,2770.0,2687.0,551.0,1971.0,346.0,280.0,611.0,369.0,26.0
77059,7532.0,169.0,533.0,1247.0,1310.0,1310.0,785.0,495.0,801.0,275.0,287.0,907.0,622.0,101.0
77062,12357.0,130.0,1194.0,2187.0,2118.0,2118.0,1327.0,587.0,1438.0,339.0,618.0,1239.0,990.0,190.0
77075,20083.0,352.0,1262.0,2196.0,2238.0,2238.0,3006.0,1092.0,4261.0,770.0,691.0,1859.0,1875.0,481.0
77078,5365.0,22.0,297.0,288.0,601.0,601.0,771.0,423.0,1528.0,117.0,259.0,484.0,367.0,208.0
77085,8381.0,104.0,202.0,485.0,1192.0,1192.0,1584.0,464.0,2328.0,198.0,449.0,552.0,693.0,130.0
77484,4781.0,312.0,411.0,362.0,513.0,513.0,575.0,151.0,400.0,233.0,228.0,683.0,765.0,148.0
77506,14131.0,318.0,1236.0,1951.0,2111.0,2111.0,1865.0,894.0,2464.0,373.0,686.0,840.0,930.0,463.0
77520,14721.0,371.0,1530.0,2742.0,3095.0,3095.0,2036.0,500.0,1708.0,344.0,222.0,1145.0,600.0,428.0
77532,11885.0,299.0,491.0,1131.0,979.0,979.0,1313.0,606.0,2149.0,568.0,761.0,1841.0,1418.0,329.0
77586,11028.0,188.0,871.0,1103.0,1817.0,1817.0,1928.0,801.0,1235.0,414.0,534.0,930.0,915.0,292.0
77598,13749.0,481.0,1647.0,2668.0,2227.0,2227.0,1436.0,702.0,1567.0,393.0,524.0,1084.0,770.0,250.0
77502,14278.0,215.0,1435.0,2145.0,1945.0,1945.0,2156.0,963.0,2222.0,315.0,414.0,977.0,1277.0,214.0
77547,4129.0,99.0,380.0,424.0,829.0,829.0,523.0,469.0,531.0,250.0,206.0,252.0,61.0,105.0
77503,10603.0,121.0,1072.0,1809.0,1623.0,1623.0,1271.0,855.0,1525.0,403.0,361.0,746.0,550.0,267.0
77521,23219.0,365.0,2483.0,3400.0,3915.0,3915.0,3679.0,1364.0,3393.0,424.0,561.0,1700.0,1375.0,560.0
77530,12856.0,183.0,1014.0,1555.0,1429.0,1429.0,2213.0,822.0,2675.0,280.0,645.0,1162.0,703.0,175.0
77571,18051.0,564.0,1467.0,2469.0,3155.0,3155.0,2412.0,1060.0,2810.0,449.0,546.0,1532.0,1150.0,437.0
77336,5528.0,334.0,167.0,195.0,322.0,322.0,693.0,222.0,951.0,181.0,156.0,851.0,1166.0,290.0
77094,3899.0,72.0,193.0,327.0,434.0,434.0,577.0,175.0,781.0,243.0,109.0,632.0,284.0,72.0
77096,17069.0,245.0,759.0,1479.0,3034.0,3034.0,3536.0,1405.0,3301.0,303.0,701.0,1297.0,724.0,285.0
77379,35516.0,776.0,2269.0,2454.0,4342.0,4342.0,3887.0,2160.0,5113.0,1596.0,2259.0,4974.0,4312.0,1374.0
77389,14117.0,291.0,466.0,818.0,1839.0,1839.0,2239.0,904.0,2015.0,488.0,616.0,2186.0,1768.0,487.0
77010,599.0,22.0,100.0,95.0,145.0,145.0,66.0,22.0,102.0,0.0,22.0,25.0,0.0,0.0
77020,9826.0,86.0,737.0,1003.0,1293.0,1293.0,1334.0,516.0,2230.0,219.0,550.0,681.0,920.0,257.0
77021,10721.0,222.0,805.0,1686.0,1645.0,1645.0,1889.0,714.0,1628.0,306.0,338.0,747.0,417.0,324.0
77030,5514.0,30.0,533.0,1502.0,1052.0,1052.0,868.0,297.0,709.0,48.0,112.0,154.0,193.0,16.0
77037,8915.0,103.0,424.0,591.0,740.0,740.0,1053.0,328.0,2784.0,201.0,675.0,1209.0,425.0,382.0
77045,15003.0,131.0,243.0,1135.0,1721.0,1721.0,2771.0,619.0,3585.0,943.0,1234.0,1292.0,1026.0,303.0
77082,28096.0,354.0,1015.0,2173.0,3576.0,3576.0,4184.0,1640.0,5503.0,1365.0,1853.0,3113.0,2591.0,729.0
77084,49792.0,508.0,2878.0,3548.0,5584.0,5584.0,6130.0,2255.0,9826.0,1559.0,2968.0,7131.0,6047.0,1358.0
77346,29042.0,354.0,1646.0,2182.0,2944.0,2944.0,3467.0,1441.0,4126.0,1249.0,1742.0,5643.0,3429.0,819.0
77373,26979.0,227.0,720.0,1815.0,3501.0,3501.0,3839.0,2079.0,5364.0,988.0,1189.0,3568.0,3008.0,681.0
77035,18785.0,298.0,1118.0,1595.0,2421.0,2421.0,3209.0,1812.0,3691.0,971.0,913.0,1556.0,863.0,338.0
77041,16983.0,177.0,1056.0,1707.0,2235.0,2235.0,2744.0,890.0,3447.0,354.0,819.0,2149.0,1182.0,223.0
77050,2335.0,0.0,202.0,224.0,196.0,196.0,536.0,183.0,354.0,64.0,116.0,159.0,278.0,23.0
77063,19402.0,258.0,987.0,2526.0,3068.0,3068.0,3482.0,1339.0,4271.0,412.0,614.0,1411.0,825.0,209.0
77071,12246.0,148.0,300.0,822.0,1466.0,1466.0,1885.0,1336.0,2767.0,1157.0,528.0,987.0,643.0,207.0
77074,18163.0,205.0,870.0,1679.0,2441.0,2441.0,2772.0,856.0,5400.0,504.0,346.0,1185.0,1558.0,347.0
77088,22758.0,155.0,730.0,1603.0,2504.0,2504.0,4210.0,1353.0,5956.0,775.0,1139.0,2306.0,1436.0,591.0
77090,18222.0,233.0,1042.0,2034.0,2221.0,2221.0,2841.0,1030.0,3696.0,418.0,532.0,2149.0,1743.0,283.0
77098,8666.0,102.0,757.0,1603.0,2085.0,2085.0,1871.0,643.0,857.0,210.0,242.0,169.0,64.0,63.0
77083,36285.0,234.0,743.0,2182.0,3989.0,3989.0,5394.0,2257.0,8563.0,1389.0,1933.0,5437.0,3301.0,863.0
77401,8578.0,154.0,545.0,736.0,1544.0,1544.0,2288.0,589.0,1536.0,274.0,177.0,401.0,192.0,142.0
77433,32820.0,208.0,1063.0,1742.0,2837.0,2837.0,3004.0,1757.0,5258.0,1284.0,2404.0,6962.0,4590.0,1711.0
77504,9716.0,228.0,926.0,1057.0,1718.0,1718.0,1728.0,750.0,1324.0,298.0,230.0,715.0,687.0,55.0
77338,18295.0,264.0,1201.0,2494.0,2331.0,2331.0,2185.0,635.0,3481.0,714.0,701.0,2291.0,1592.0,406.0
77339,18873.0,248.0,1499.0,2295.0,2620.0,2620.0,1881.0,422.0,2081.0,913.0,1137.0,3530.0,1757.0,490.0
77429,38382.0,442.0,2305.0,3483.0,4007.0,4007.0,4276.0,2052.0,5372.0,1627.0,2341.0,6260.0,4998.0,1219.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77562,3942.0,102.0,510.0,175.0,858.0,858.0,679.0,327.0,599.0,153.0,68.0,133.0,234.0,104.0
77004,16844.0,852.0,1604.0,2971.0,3566.0,3566.0,2540.0,729.0,2016.0,346.0,611.0,741.0,659.0,209.0
77008,21389.0,477.0,1358.0,2418.0,3185.0,3185.0,4442.0,2148.0,3743.0,814.0,808.0,1569.0,334.0,93.0
77006,14889.0,632.0,2006.0,2904.0,3058.0,3058.0,1902.0,1036.0,2085.0,228.0,276.0,502.0,207.0,53.0
77009,18012.0,438.0,1326.0,2228.0,3070.0,3070.0,3108.0,1586.0,3034.0,667.0,635.0,1047.0,593.0,280.0
77014,16707.0,39.0,646.0,1783.0,1730.0,1730.0,2519.0,840.0,3502.0,619.0,897.0,2530.0,1337.0,265.0
77031,8972.0,21.0,164.0,1316.0,1001.0,1001.0,1750.0,549.0,2083.0,708.0,363.0,382.0,486.0,149.0
77034,17944.0,284.0,1400.0,2577.0,2839.0,2839.0,2294.0,1159.0,2376.0,549.0,895.0,1754.0,1493.0,324.0
77055,20989.0,264.0,1650.0,2323.0,3605.0,3605.0,3367.0,1475.0,4923.0,630.0,577.0,1249.0,743.0,183.0
77072,27676.0,93.0,1125.0,2577.0,3403.0,3403.0,3945.0,1690.0,5966.0,970.0,1594.0,3187.0,2495.0,631.0
77011,7439.0,140.0,410.0,780.0,1116.0,1116.0,836.0,626.0,1869.0,176.0,289.0,549.0,502.0,146.0
77012,8843.0,206.0,507.0,1196.0,1250.0,1250.0,1243.0,338.0,1585.0,30.0,561.0,686.0,868.0,373.0
77013,8223.0,66.0,446.0,1302.0,1463.0,1463.0,1201.0,324.0,1346.0,212.0,343.0,790.0,601.0,129.0
77449,55361.0,318.0,2271.0,4167.0,6869.0,6869.0,6192.0,2704.0,9298.0,2167.0,3591.0,9503.0,6492.0,1789.0
77450,33829.0,462.0,1905.0,3456.0,3297.0,3297.0,3551.0,1516.0,6081.0,1189.0,1717.0,5812.0,4077.0,766.0
77505,11897.0,116.0,884.0,1724.0,1951.0,1951.0,1652.0,842.0,1686.0,551.0,331.0,1086.0,857.0,217.0
77536,14689.0,351.0,1825.0,2158.0,2697.0,2697.0,1786.0,803.0,1726.0,637.0,541.0,1302.0,753.0,110.0
77587,6556.0,106.0,628.0,828.0,939.0,939.0,928.0,157.0,1212.0,112.0,395.0,469.0,445.0,337.0
77086,12148.0,69.0,822.0,1139.0,1293.0,1293.0,1757.0,575.0,2757.0,276.0,1010.0,1347.0,953.0,150.0
77493,14150.0,135.0,1001.0,1740.0,1407.0,1407.0,2057.0,437.0,1670.0,467.0,834.0,1708.0,1994.0,700.0
77015,24017.0,486.0,2115.0,2976.0,3576.0,3576.0,3234.0,1273.0,4117.0,992.0,914.0,2214.0,1672.0,448.0
77022,10928.0,166.0,506.0,847.0,1191.0,1191.0,1855.0,637.0,2946.0,266.0,480.0,1197.0,502.0,335.0
77026,8108.0,98.0,333.0,849.0,1106.0,1106.0,1284.0,351.0,1646.0,203.0,257.0,625.0,1081.0,275.0
77027,9693.0,117.0,1394.0,1799.0,1810.0,1810.0,1864.0,701.0,1418.0,109.0,132.0,250.0,63.0,36.0
77047,12779.0,38.0,121.0,1029.0,1705.0,1705.0,2162.0,818.0,3393.0,377.0,578.0,1171.0,995.0,392.0
77005,12174.0,125.0,1241.0,2474.0,3066.0,3066.0,2237.0,630.0,1280.0,184.0,338.0,329.0,167.0,103.0
77007,24998.0,358.0,2117.0,3551.0,4397.0,4397.0,4378.0,2441.0,4752.0,695.0,612.0,1028.0,503.0,166.0
77017,13988.0,335.0,915.0,1406.0,1611.0,1611.0,2177.0,636.0,2908.0,506.0,877.0,1214.0,1027.0,376.0
77019,12927.0,249.0,1627.0,2814.0,2575.0,2575.0,1753.0,837.0,1841.0,283.0,271.0,396.0,193.0,88.0
77396,25323.0,114.0,1052.0,1838.0,3335.0,3335.0,3703.0,1870.0,4356.0,997.0,1547.0,3744.0,2438.0,329.0
77447,5915.0,165.0,207.0,331.0,278.0,278.0,446.0,267.0,1045.0,200.0,291.0,1484.0,996.0,205.0
77025,14502.0,215.0,923.0,2010.0,3055.0,3055.0,2597.0,1236.0,2173.0,364.0,470.0,729.0,581.0,149.0
77038,12938.0,95.0,417.0,1129.0,1312.0,1312.0,1547.0,655.0,4145.0,193.0,607.0,1824.0,845.0,169.0
77039,11020.0,220.0,401.0,770.0,1364.0,1364.0,1400.0,447.0,3288.0,155.0,453.0,1431.0,805.0,286.0
77040,23831.0,282.0,1637.0,1874.0,2781.0,2781.0,3878.0,1354.0,5394.0,804.0,1472.0,2231.0,1609.0,515.0
77057,22608.0,511.0,1827.0,3467.0,3831.0,3831.0,5187.0,1321.0,3479.0,548.0,584.0,1173.0,469.0,211.0
77060,17463.0,203.0,846.0,1698.0,1889.0,1889.0,2517.0,622.0,4948.0,173.0,736.0,1857.0,1700.0,274.0
77067,14806.0,93.0,673.0,1131.0,1917.0,1917.0,1916.0,981.0,3363.0,467.0,853.0,1630.0,1451.0,331.0
77068,5550.0,157.0,150.0,402.0,619.0,619.0,829.0,280.0,1334.0,69.0,439.0,657.0,504.0,110.0
77077,30725.0,293.0,2359.0,3201.0,4547.0,4547.0,4748.0,2063.0,5437.0,1243.0,1522.0,2925.0,1799.0,588.0
77081,23641.0,301.0,994.0,2837.0,2837.0,2837.0,3523.0,827.0,7095.0,352.0,725.0,1324.0,2363.0,463.0
77028,5766.0,80.0,303.0,597.0,940.0,940.0,863.0,551.0,1383.0,229.0,158.0,345.0,167.0,150.0
77058,9163.0,371.0,1238.0,1914.0,1152.0,1152.0,1031.0,228.0,1129.0,186.0,358.0,881.0,507.0,168.0
77023,12640.0,318.0,1164.0,1614.0,2150.0,2150.0,1772.0,808.0,2445.0,336.0,366.0,754.0,717.0,196.0
77093,15732.0,281.0,953.0,1146.0,1739.0,1739.0,2087.0,871.0,4699.0,400.0,459.0,1577.0,1208.0,312.0
77032,4829.0,71.0,358.0,344.0,758.0,758.0,442.0,103.0,1160.0,63.0,308.0,508.0,474.0,240.0
77056,11519.0,293.0,1670.0,2071.0,2042.0,2042.0,2510.0,531.0,1518.0,237.0,188.0,255.0,117.0,87.0
77065,18925.0,224.0,1670.0,1714.0,3258.0,3258.0,2417.0,922.0,2740.0,599.0,1026.0,2254.0,1866.0,235.0
77069,8429.0,81.0,654.0,883.0,561.0,561.0,1124.0,505.0,1146.0,617.0,399.0,1290.0,918.0,251.0
77070,24720.0,521.0,2389.0,3498.0,2808.0,2808.0,2447.0,1458.0,3553.0,1101.0,1165.0,2620.0,2730.0,430.0
77345,11873.0,99.0,637.0,1045.0,1573.0,1573.0,1265.0,405.0,1619.0,233.0,643.0,2165.0,1838.0,351.0
77377,15942.0,644.0,657.0,1836.0,2039.0,2039.0,1715.0,743.0,2396.0,594.0,789.0,2105.0,1887.0,537.0
77042,22038.0,266.0,1306.0,1931.0,4219.0,4219.0,3463.0,1699.0,4772.0,733.0,778.0,1657.0,1037.0,177.0
77388,22214.0,283.0,997.0,1468.0,2740.0,2740.0,3226.0,1564.0,4228.0,556.0,927.0,3318.0,2383.0,524.0
77043,12857.0,176.0,909.0,1653.0,2094.0,2094.0,2666.0,705.0,1812.0,405.0,704.0,933.0,573.0,227.0
77089,25876.0,163.0,1468.0,2695.0,3061.0,3061.0,2733.0,1649.0,4589.0,1277.0,1290.0,3334.0,2941.0,676.0
77033,9968.0,0.0,334.0,806.0,1873.0,1873.0,2213.0,511.0,1971.0,176.0,303.0,1017.0,550.0,214.0
77064,24536.0,300.0,1048.0,2075.0,3469.0,3469.0,3486.0,1493.0,4715.0,1065.0,1302.0,3286.0,1983.0,314.0
77099,23168.0,167.0,1054.0,2193.0,3277.0,3277.0,3551.0,1853.0,4284.0,813.0,1332.0,2214.0,1699.0,731.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
