Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77016,26031.0,6630.0,4331.0,15070.0,23368.0,5771.0,3820.0,13777.0,2310.0,826.0,401.0,1083.0,174.0,17.0,19.0,138.0,167.0,16.0,91.0,60.0,12.0,0.0,0.0,12.0
77017,33470.0,7306.0,7640.0,18524.0,28740.0,6091.0,6689.0,15960.0,3831.0,1006.0,849.0,1976.0,280.0,20.0,69.0,191.0,519.0,177.0,33.0,309.0,100.0,12.0,0.0,88.0
77018,26368.0,4265.0,2514.0,19589.0,22278.0,3146.0,1903.0,17229.0,3121.0,779.0,494.0,1848.0,550.0,156.0,97.0,297.0,290.0,184.0,20.0,86.0,129.0,0.0,0.0,129.0
77019,20013.0,1872.0,940.0,17201.0,14690.0,1338.0,595.0,12757.0,3582.0,380.0,93.0,3109.0,728.0,54.0,177.0,497.0,724.0,84.0,60.0,580.0,289.0,16.0,15.0,258.0
77020,25991.0,8662.0,4405.0,12924.0,22282.0,7022.0,3661.0,11599.0,3097.0,1269.0,674.0,1154.0,167.0,119.0,31.0,17.0,179.0,99.0,39.0,41.0,266.0,153.0,0.0,113.0
77021,25268.0,7815.0,3331.0,14122.0,20254.0,6030.0,2348.0,11876.0,4133.0,1602.0,868.0,1663.0,224.0,79.0,11.0,134.0,528.0,104.0,66.0,358.0,129.0,0.0,38.0,91.0
77022,26897.0,8232.0,5092.0,13573.0,23575.0,7041.0,4532.0,12002.0,2915.0,1030.0,496.0,1389.0,121.0,57.0,13.0,51.0,105.0,40.0,44.0,21.0,181.0,64.0,7.0,110.0
77023,28682.0,8182.0,4406.0,16094.0,24578.0,6111.0,3906.0,14561.0,3395.0,1768.0,393.0,1234.0,564.0,284.0,21.0,259.0,40.0,19.0,13.0,8.0,105.0,0.0,73.0,32.0
77024,36313.0,1407.0,1177.0,33729.0,30158.0,973.0,1003.0,28182.0,4085.0,244.0,126.0,3715.0,663.0,122.0,8.0,533.0,731.0,17.0,0.0,714.0,676.0,51.0,40.0,585.0
77025,26936.0,2755.0,1530.0,22651.0,20795.0,1812.0,1081.0,17902.0,3592.0,471.0,286.0,2835.0,872.0,154.0,30.0,688.0,1133.0,161.0,20.0,952.0,544.0,157.0,113.0,274.0
77026,22930.0,10102.0,4379.0,8449.0,18832.0,7273.0,3795.0,7764.0,3776.0,2676.0,551.0,549.0,180.0,125.0,20.0,35.0,91.0,28.0,0.0,63.0,51.0,0.0,13.0,38.0
77027,15306.0,881.0,675.0,13750.0,11348.0,552.0,449.0,10347.0,2387.0,115.0,116.0,2156.0,458.0,151.0,0.0,307.0,833.0,63.0,17.0,753.0,280.0,0.0,93.0,187.0
77028,14867.0,4076.0,2469.0,8322.0,13630.0,3566.0,2371.0,7693.0,1038.0,406.0,81.0,551.0,86.0,41.0,0.0,45.0,46.0,13.0,0.0,33.0,67.0,50.0,17.0,0.0
77029,17329.0,6139.0,3274.0,7916.0,15166.0,4899.0,2824.0,7443.0,2032.0,1144.0,450.0,438.0,22.0,0.0,0.0,22.0,33.0,33.0,0.0,0.0,76.0,63.0,0.0,13.0
77030,10315.0,1393.0,305.0,8617.0,7603.0,589.0,162.0,6852.0,1473.0,246.0,98.0,1129.0,520.0,316.0,0.0,204.0,325.0,117.0,0.0,208.0,394.0,125.0,45.0,224.0
77031,17295.0,4678.0,3114.0,9503.0,13203.0,2943.0,2335.0,7925.0,3442.0,1491.0,607.0,1344.0,220.0,49.0,46.0,125.0,368.0,159.0,126.0,83.0,62.0,36.0,0.0,26.0
77032,11949.0,4673.0,2401.0,4875.0,9550.0,3529.0,1891.0,4130.0,1791.0,966.0,348.0,477.0,368.0,84.0,75.0,209.0,200.0,94.0,87.0,19.0,40.0,0.0,0.0,40.0
77033,26716.0,8677.0,4777.0,13262.0,23375.0,7569.0,3932.0,11874.0,2964.0,1042.0,642.0,1280.0,252.0,52.0,135.0,65.0,105.0,14.0,61.0,30.0,20.0,0.0,7.0,13.0
77034,37075.0,7622.0,5345.0,24108.0,29599.0,5654.0,3875.0,20070.0,5971.0,1655.0,1040.0,3276.0,966.0,283.0,241.0,442.0,358.0,10.0,111.0,237.0,181.0,20.0,78.0,83.0
77035,35016.0,10483.0,4814.0,19719.0,28656.0,7926.0,3679.0,17051.0,4322.0,1818.0,764.0,1740.0,1033.0,384.0,133.0,516.0,613.0,157.0,165.0,291.0,392.0,198.0,73.0,121.0
77036,71000.0,25224.0,13575.0,32201.0,54743.0,18084.0,9841.0,26818.0,12302.0,5610.0,2756.0,3936.0,849.0,218.0,181.0,450.0,950.0,303.0,311.0,336.0,2156.0,1009.0,486.0,661.0
77037,20501.0,7096.0,3777.0,9628.0,18626.0,6266.0,3225.0,9135.0,1782.0,807.0,552.0,423.0,36.0,21.0,0.0,15.0,2.0,2.0,0.0,0.0,55.0,0.0,0.0,55.0
77038,27537.0,7405.0,4617.0,15515.0,23857.0,6147.0,3910.0,13800.0,2999.0,1097.0,573.0,1329.0,136.0,39.0,66.0,31.0,258.0,53.0,0.0,205.0,287.0,69.0,68.0,150.0
77039,28040.0,8574.0,5499.0,13967.0,24268.0,6438.0,4987.0,12843.0,3324.0,1916.0,461.0,947.0,183.0,43.0,36.0,104.0,115.0,82.0,0.0,33.0,150.0,95.0,15.0,40.0
77040,46140.0,6620.0,5058.0,34462.0,38611.0,4968.0,4031.0,29612.0,5855.0,1424.0,955.0,3476.0,361.0,62.0,11.0,288.0,1082.0,154.0,49.0,879.0,231.0,12.0,12.0,207.0
77041,36560.0,4342.0,4359.0,27859.0,31726.0,3565.0,3920.0,24241.0,3121.0,492.0,179.0,2450.0,393.0,57.0,104.0,232.0,750.0,30.0,128.0,592.0,570.0,198.0,28.0,344.0
77042,37796.0,7070.0,3757.0,26969.0,26540.0,3968.0,2370.0,20202.0,7899.0,1840.0,1110.0,4949.0,1196.0,184.0,113.0,899.0,1373.0,550.0,87.0,736.0,788.0,528.0,77.0,183.0
77043,24233.0,4719.0,2029.0,17485.0,21769.0,3846.0,1663.0,16260.0,2083.0,801.0,330.0,952.0,109.0,13.0,29.0,67.0,90.0,8.0,7.0,75.0,182.0,51.0,0.0,131.0
77044,35000.0,4840.0,3933.0,26227.0,31521.0,4166.0,3776.0,23579.0,2607.0,562.0,157.0,1888.0,524.0,112.0,0.0,412.0,97.0,0.0,0.0,97.0,251.0,0.0,0.0,251.0
77045,33371.0,9439.0,6040.0,17892.0,30630.0,8547.0,5212.0,16871.0,1960.0,518.0,697.0,745.0,548.0,324.0,71.0,153.0,220.0,44.0,60.0,116.0,13.0,6.0,0.0,7.0
77046,953.0,75.0,15.0,863.0,752.0,63.0,0.0,689.0,73.0,12.0,0.0,61.0,0.0,0.0,0.0,0.0,61.0,0.0,15.0,46.0,67.0,0.0,0.0,67.0
77047,22865.0,3325.0,2762.0,16778.0,19849.0,2309.0,2425.0,15115.0,2074.0,819.0,311.0,944.0,655.0,129.0,12.0,514.0,236.0,55.0,14.0,167.0,51.0,13.0,0.0,38.0
77048,16280.0,3472.0,2232.0,10576.0,13862.0,2781.0,1914.0,9167.0,2125.0,482.0,291.0,1352.0,86.0,63.0,14.0,9.0,112.0,99.0,13.0,0.0,95.0,47.0,0.0,48.0
77049,30028.0,4815.0,4721.0,20492.0,26872.0,3684.0,4468.0,18720.0,2597.0,933.0,197.0,1467.0,191.0,74.0,56.0,61.0,194.0,69.0,0.0,125.0,174.0,55.0,0.0,119.0
77050,4851.0,1062.0,814.0,2975.0,4306.0,963.0,697.0,2646.0,408.0,62.0,81.0,265.0,21.0,0.0,0.0,21.0,43.0,0.0,0.0,43.0,73.0,37.0,36.0,0.0
77051,14849.0,5560.0,3512.0,5777.0,12041.0,4206.0,2863.0,4972.0,2511.0,1208.0,649.0,654.0,174.0,55.0,0.0,119.0,123.0,91.0,0.0,32.0,0.0,0.0,0.0,0.0
77054,22183.0,5385.0,960.0,15838.0,13722.0,3006.0,445.0,10271.0,5141.0,1342.0,262.0,3537.0,1488.0,537.0,113.0,838.0,922.0,186.0,20.0,716.0,910.0,314.0,120.0,476.0
77055,43122.0,11840.0,6569.0,24713.0,35483.0,8959.0,5514.0,21010.0,6192.0,2533.0,987.0,2672.0,531.0,53.0,13.0,465.0,381.0,60.0,49.0,272.0,535.0,235.0,6.0,294.0
77056,17198.0,907.0,932.0,15359.0,12750.0,570.0,600.0,11580.0,2097.0,220.0,79.0,1798.0,794.0,9.0,113.0,672.0,712.0,49.0,82.0,581.0,845.0,59.0,58.0,728.0
77057,39299.0,7428.0,4041.0,27830.0,28771.0,5275.0,3018.0,20478.0,6691.0,1388.0,795.0,4508.0,1363.0,191.0,51.0,1121.0,945.0,170.0,32.0,743.0,1529.0,404.0,145.0,980.0
77058,16350.0,3167.0,1493.0,11690.0,11338.0,1807.0,947.0,8584.0,2512.0,637.0,330.0,1545.0,1080.0,175.0,181.0,724.0,757.0,130.0,10.0,617.0,663.0,418.0,25.0,220.0
77059,18505.0,314.0,495.0,17696.0,17126.0,289.0,394.0,16443.0,881.0,25.0,49.0,807.0,189.0,0.0,46.0,143.0,277.0,0.0,0.0,277.0,32.0,0.0,6.0,26.0
77060,42463.0,17328.0,7373.0,17762.0,29491.0,10075.0,5393.0,14023.0,11294.0,6208.0,1757.0,3329.0,1130.0,798.0,113.0,219.0,457.0,202.0,110.0,145.0,91.0,45.0,0.0,46.0
77061,24849.0,6855.0,3608.0,14386.0,18444.0,3934.0,2755.0,11755.0,5373.0,2301.0,738.0,2334.0,229.0,26.0,73.0,130.0,419.0,351.0,0.0,68.0,384.0,243.0,42.0,99.0
77062,25314.0,2089.0,1351.0,21874.0,22047.0,1306.0,1184.0,19557.0,2183.0,662.0,94.0,1427.0,688.0,101.0,57.0,530.0,282.0,20.0,16.0,246.0,114.0,0.0,0.0,114.0
77063,35133.0,7570.0,3477.0,24086.0,23676.0,4409.0,1904.0,17363.0,8169.0,2047.0,1190.0,4932.0,955.0,235.0,212.0,508.0,1366.0,476.0,118.0,772.0,967.0,403.0,53.0,511.0
77064,45635.0,5003.0,3684.0,36948.0,40644.0,4559.0,3394.0,32691.0,3335.0,313.0,203.0,2819.0,684.0,92.0,32.0,560.0,596.0,26.0,0.0,570.0,376.0,13.0,55.0,308.0
77065,38052.0,4237.0,3087.0,30728.0,32291.0,3479.0,1976.0,26836.0,3985.0,541.0,628.0,2816.0,861.0,14.0,319.0,528.0,663.0,130.0,105.0,428.0,252.0,73.0,59.0,120.0
77066,31891.0,4688.0,2940.0,24263.0,28034.0,3760.0,2790.0,21484.0,2993.0,470.0,150.0,2373.0,280.0,131.0,0.0,149.0,372.0,291.0,0.0,81.0,212.0,36.0,0.0,176.0
77067,30719.0,8045.0,5013.0,17661.0,25132.0,5748.0,3809.0,15575.0,5212.0,2199.0,1106.0,1907.0,202.0,14.0,98.0,90.0,145.0,58.0,0.0,87.0,28.0,26.0,0.0,2.0
77068,10639.0,795.0,1187.0,8657.0,8899.0,644.0,827.0,7428.0,1422.0,138.0,360.0,924.0,189.0,4.0,0.0,185.0,108.0,9.0,0.0,99.0,21.0,0.0,0.0,21.0
77069,16525.0,1489.0,502.0,14534.0,12899.0,984.0,352.0,11563.0,2224.0,77.0,130.0,2017.0,241.0,0.0,0.0,241.0,855.0,409.0,20.0,426.0,306.0,19.0,0.0,287.0
77070,47172.0,4477.0,4116.0,38579.0,37098.0,2710.0,3065.0,31323.0,7208.0,1108.0,721.0,5379.0,874.0,130.0,189.0,555.0,1150.0,63.0,18.0,1069.0,842.0,466.0,123.0,253.0
77071,26777.0,5252.0,3151.0,18374.0,21715.0,3745.0,1951.0,16019.0,4029.0,1363.0,999.0,1667.0,485.0,64.0,9.0,412.0,452.0,80.0,154.0,218.0,96.0,0.0,38.0,58.0
77072,58503.0,15978.0,8934.0,33591.0,48502.0,11714.0,7800.0,28988.0,7033.0,3288.0,1061.0,2684.0,923.0,211.0,21.0,691.0,1108.0,475.0,26.0,607.0,937.0,290.0,26.0,621.0
77073,40188.0,6520.0,4955.0,28713.0,32184.0,4304.0,3721.0,24159.0,5938.0,1452.0,858.0,3628.0,1224.0,425.0,186.0,613.0,807.0,339.0,190.0,278.0,35.0,0.0,0.0,35.0
77074,34372.0,10846.0,5268.0,18258.0,27643.0,8145.0,3613.0,15885.0,5385.0,2086.0,1577.0,1722.0,363.0,109.0,23.0,231.0,266.0,49.0,28.0,189.0,715.0,457.0,27.0,231.0
77075,40224.0,7206.0,6881.0,26137.0,34190.0,5703.0,5541.0,22946.0,4839.0,1213.0,1188.0,2438.0,743.0,272.0,117.0,354.0,309.0,18.0,0.0,291.0,143.0,0.0,35.0,108.0
77076,34211.0,12784.0,6133.0,15294.0,29983.0,10567.0,5327.0,14089.0,4025.0,2177.0,706.0,1142.0,129.0,20.0,91.0,18.0,74.0,20.0,9.0,45.0,0.0,0.0,0.0,0.0
77077,52838.0,5480.0,3672.0,43686.0,37189.0,2910.0,2395.0,31884.0,9496.0,1420.0,1028.0,7048.0,1478.0,349.0,69.0,1060.0,2506.0,599.0,28.0,1879.0,2169.0,202.0,152.0,1815.0
77078,15170.0,5330.0,2530.0,7310.0,12909.0,4507.0,2241.0,6161.0,1987.0,745.0,173.0,1069.0,167.0,78.0,9.0,80.0,98.0,0.0,98.0,0.0,9.0,0.0,9.0,0.0
77079,30655.0,1937.0,1729.0,26989.0,25632.0,1458.0,1219.0,22955.0,2740.0,153.0,467.0,2120.0,707.0,193.0,15.0,499.0,732.0,72.0,28.0,632.0,844.0,61.0,0.0,783.0
77080,46332.0,13274.0,7405.0,25653.0,33109.0,8106.0,5024.0,19979.0,11005.0,4652.0,1870.0,4483.0,539.0,131.0,59.0,349.0,624.0,99.0,46.0,479.0,1055.0,286.0,406.0,363.0
77081,43146.0,17424.0,8063.0,17659.0,34732.0,14304.0,6376.0,14052.0,6780.0,2561.0,1286.0,2933.0,420.0,156.0,80.0,184.0,545.0,165.0,140.0,240.0,669.0,238.0,181.0,250.0
77082,51257.0,6702.0,5540.0,39015.0,36666.0,4495.0,3105.0,29066.0,10446.0,1443.0,1866.0,7137.0,1812.0,287.0,51.0,1474.0,1279.0,387.0,406.0,486.0,1054.0,90.0,112.0,852.0
77083,71836.0,11681.0,11143.0,49012.0,66006.0,9711.0,10422.0,45873.0,2932.0,884.0,325.0,1723.0,1238.0,376.0,74.0,788.0,913.0,382.0,163.0,368.0,747.0,328.0,159.0,260.0
77084,100117.0,12144.0,11483.0,76490.0,86721.0,9795.0,9696.0,67230.0,9602.0,1839.0,1094.0,6669.0,1488.0,213.0,178.0,1097.0,1631.0,271.0,247.0,1113.0,675.0,26.0,268.0,381.0
77085,16146.0,2061.0,2257.0,11828.0,14688.0,1999.0,2176.0,10513.0,1338.0,62.0,81.0,1195.0,105.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0
77086,28532.0,7157.0,4428.0,16947.0,24825.0,5343.0,3532.0,15950.0,3323.0,1716.0,811.0,796.0,105.0,31.0,0.0,74.0,109.0,16.0,22.0,71.0,170.0,51.0,63.0,56.0
77087,36330.0,10501.0,6235.0,19594.0,31236.0,8318.0,5554.0,17364.0,4369.0,2008.0,634.0,1727.0,451.0,155.0,0.0,296.0,181.0,20.0,28.0,133.0,93.0,0.0,19.0,74.0
77088,52886.0,12331.0,9125.0,31430.0,45375.0,9189.0,7702.0,28484.0,6442.0,2742.0,1259.0,2441.0,511.0,127.0,60.0,324.0,483.0,273.0,104.0,106.0,75.0,0.0,0.0,75.0
77089,51066.0,5704.0,4569.0,40793.0,43380.0,3686.0,4037.0,35657.0,4774.0,1120.0,458.0,3196.0,1646.0,534.0,57.0,1055.0,825.0,54.0,17.0,754.0,441.0,310.0,0.0,131.0
77090,33285.0,6788.0,4886.0,21611.0,23404.0,4086.0,3415.0,15903.0,8154.0,2418.0,1269.0,4467.0,795.0,60.0,87.0,648.0,884.0,209.0,115.0,560.0,48.0,15.0,0.0,33.0
77091,23022.0,7557.0,3357.0,12108.0,18195.0,5425.0,2587.0,10183.0,4185.0,1870.0,736.0,1579.0,415.0,160.0,7.0,248.0,115.0,70.0,18.0,27.0,112.0,32.0,9.0,71.0
77092,34412.0,9284.0,4831.0,20297.0,27172.0,6232.0,3997.0,16943.0,6094.0,2549.0,697.0,2848.0,525.0,285.0,0.0,240.0,421.0,171.0,72.0,178.0,200.0,47.0,65.0,88.0
77093,41478.0,13726.0,7698.0,20054.0,37183.0,11657.0,7027.0,18499.0,3622.0,1763.0,576.0,1283.0,354.0,107.0,40.0,207.0,146.0,73.0,55.0,18.0,173.0,126.0,0.0,47.0
77094,8616.0,292.0,197.0,8127.0,7458.0,237.0,145.0,7076.0,518.0,3.0,24.0,491.0,88.0,22.0,0.0,66.0,122.0,0.0,28.0,94.0,430.0,30.0,0.0,400.0
77095,68944.0,6482.0,2748.0,59714.0,58946.0,4551.0,2331.0,52064.0,7375.0,1803.0,135.0,5437.0,955.0,45.0,186.0,724.0,1297.0,65.0,96.0,1136.0,371.0,18.0,0.0,353.0
77096,35704.0,5589.0,1950.0,28165.0,27224.0,3283.0,1410.0,22531.0,5801.0,1627.0,448.0,3726.0,821.0,22.0,39.0,760.0,1092.0,340.0,26.0,726.0,766.0,317.0,27.0,422.0
77098,12935.0,1080.0,507.0,11348.0,8773.0,459.0,296.0,8018.0,2288.0,462.0,96.0,1730.0,1010.0,51.0,98.0,861.0,616.0,78.0,17.0,521.0,248.0,30.0,0.0,218.0
77099,46101.0,11110.0,7456.0,27535.0,37875.0,8109.0,6324.0,23442.0,5453.0,1885.0,981.0,2587.0,1018.0,344.0,58.0,616.0,721.0,334.0,37.0,350.0,1034.0,438.0,56.0,540.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,11590.0,1125.0,497.0,9968.0,9837.0,694.0,409.0,8734.0,1320.0,169.0,73.0,1078.0,366.0,262.0,15.0,89.0,67.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0
77338,35315.0,5549.0,5290.0,24476.0,27386.0,3857.0,4001.0,19528.0,5819.0,1118.0,1066.0,3635.0,903.0,113.0,40.0,750.0,836.0,273.0,97.0,466.0,371.0,188.0,86.0,97.0
77339,39664.0,3680.0,1853.0,34131.0,32864.0,2622.0,1371.0,28871.0,2368.0,437.0,159.0,1772.0,2464.0,415.0,235.0,1814.0,1607.0,191.0,0.0,1416.0,361.0,15.0,88.0,258.0
77345,29032.0,1091.0,644.0,27297.0,25678.0,946.0,570.0,24162.0,1970.0,98.0,36.0,1836.0,878.0,47.0,32.0,799.0,395.0,0.0,6.0,389.0,111.0,0.0,0.0,111.0
77346,56244.0,3428.0,2182.0,50634.0,48295.0,2032.0,1811.0,44452.0,4152.0,887.0,320.0,2945.0,1347.0,330.0,0.0,1017.0,1839.0,124.0,51.0,1664.0,611.0,55.0,0.0,556.0
77373,54305.0,5519.0,3654.0,45132.0,46644.0,4504.0,2741.0,39399.0,5887.0,814.0,724.0,4349.0,1211.0,111.0,177.0,923.0,524.0,90.0,0.0,434.0,39.0,0.0,12.0,27.0
77375,41419.0,5809.0,2936.0,32674.0,34818.0,3693.0,2012.0,29113.0,4636.0,1660.0,742.0,2234.0,1219.0,340.0,123.0,756.0,602.0,97.0,7.0,498.0,144.0,19.0,52.0,73.0
77377,31168.0,3540.0,2218.0,25410.0,28349.0,3222.0,2074.0,23053.0,1587.0,199.0,106.0,1282.0,673.0,9.0,0.0,664.0,187.0,0.0,27.0,160.0,372.0,110.0,11.0,251.0
