Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77009,37389.0,9706.0,4536.0,23147.0,31864.0,7977.0,3881.0,20006.0,3994.0,1281.0,495.0,2218.0,625.0,324.0,69.0,232.0,806.0,124.0,91.0,591.0,100.0,0.0,0.0,100.0
77010,831.0,70.0,0.0,761.0,556.0,54.0,0.0,502.0,93.0,16.0,0.0,77.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,173.0,9.0,0.0,0.0,9.0
77011,18286.0,6055.0,3610.0,8621.0,16113.0,5188.0,3066.0,7859.0,1694.0,650.0,470.0,574.0,277.0,134.0,34.0,109.0,177.0,83.0,24.0,70.0,25.0,0.0,16.0,9.0
77012,20115.0,5149.0,4317.0,10649.0,17155.0,4003.0,3669.0,9483.0,2469.0,869.0,536.0,1064.0,250.0,217.0,27.0,6.0,88.0,20.0,66.0,2.0,153.0,40.0,19.0,94.0
77013,19231.0,4913.0,3095.0,11223.0,14978.0,3311.0,2197.0,9470.0,3130.0,1122.0,697.0,1311.0,629.0,217.0,63.0,349.0,324.0,212.0,64.0,48.0,170.0,51.0,74.0,45.0
77014,33327.0,7878.0,4274.0,21175.0,27013.0,5310.0,3403.0,18300.0,5013.0,2036.0,765.0,2212.0,436.0,159.0,34.0,243.0,621.0,246.0,15.0,360.0,244.0,127.0,57.0,60.0
77015,56183.0,12544.0,8917.0,34722.0,47990.0,10127.0,7586.0,30277.0,7239.0,2085.0,1127.0,4027.0,349.0,15.0,120.0,214.0,247.0,116.0,26.0,105.0,358.0,201.0,58.0,99.0
77016,26972.0,6696.0,4474.0,15802.0,23040.0,4845.0,3993.0,14202.0,3508.0,1798.0,338.0,1372.0,143.0,22.0,22.0,99.0,256.0,31.0,121.0,104.0,25.0,0.0,0.0,25.0
77017,32038.0,6024.0,6689.0,19325.0,27271.0,4661.0,5754.0,16856.0,4009.0,1139.0,851.0,2019.0,253.0,1.0,47.0,205.0,425.0,196.0,32.0,197.0,80.0,27.0,5.0,48.0
77018,27503.0,5074.0,1869.0,20560.0,23707.0,4293.0,1323.0,18091.0,2884.0,543.0,447.0,1894.0,465.0,154.0,54.0,257.0,267.0,84.0,0.0,183.0,180.0,0.0,45.0,135.0
77019,20765.0,2128.0,927.0,17710.0,15913.0,1640.0,670.0,13603.0,3045.0,219.0,47.0,2779.0,695.0,147.0,134.0,414.0,799.0,74.0,63.0,662.0,313.0,48.0,13.0,252.0
77020,25439.0,8841.0,4067.0,12531.0,22176.0,7462.0,3650.0,11064.0,2858.0,1167.0,354.0,1337.0,120.0,43.0,39.0,38.0,122.0,86.0,0.0,36.0,163.0,83.0,24.0,56.0
77021,25762.0,7511.0,3519.0,14732.0,20224.0,5887.0,2416.0,11921.0,4293.0,1294.0,973.0,2026.0,384.0,115.0,15.0,254.0,742.0,209.0,69.0,464.0,119.0,6.0,46.0,67.0
77022,27342.0,8737.0,5265.0,13340.0,24566.0,7619.0,4893.0,12054.0,2558.0,1039.0,348.0,1171.0,129.0,79.0,0.0,50.0,65.0,0.0,17.0,48.0,24.0,0.0,7.0,17.0
77023,27585.0,7623.0,4619.0,15343.0,24065.0,5936.0,4077.0,14052.0,2987.0,1453.0,514.0,1020.0,384.0,179.0,18.0,187.0,31.0,25.0,0.0,6.0,118.0,30.0,10.0,78.0
77024,37275.0,1794.0,1346.0,34135.0,31459.0,1459.0,1013.0,28987.0,3298.0,103.0,243.0,2952.0,655.0,105.0,6.0,544.0,881.0,22.0,55.0,804.0,982.0,105.0,29.0,848.0
77025,27669.0,2606.0,1492.0,23571.0,20924.0,1472.0,996.0,18456.0,4325.0,718.0,350.0,3257.0,761.0,130.0,33.0,598.0,825.0,91.0,41.0,693.0,834.0,195.0,72.0,567.0
77026,22650.0,8494.0,3954.0,10202.0,19194.0,6430.0,3474.0,9290.0,3032.0,1785.0,439.0,808.0,336.0,251.0,23.0,62.0,38.0,28.0,0.0,10.0,50.0,0.0,18.0,32.0
77027,15277.0,1154.0,463.0,13660.0,11304.0,728.0,260.0,10316.0,2449.0,221.0,171.0,2057.0,561.0,142.0,0.0,419.0,728.0,37.0,32.0,659.0,235.0,26.0,0.0,209.0
77028,14254.0,3740.0,2211.0,8303.0,12955.0,3242.0,2138.0,7575.0,974.0,313.0,44.0,617.0,215.0,172.0,0.0,43.0,68.0,0.0,0.0,68.0,42.0,13.0,29.0,0.0
77029,17808.0,6011.0,2724.0,9073.0,15611.0,4940.0,2268.0,8403.0,1758.0,847.0,417.0,494.0,163.0,53.0,13.0,97.0,123.0,36.0,26.0,61.0,153.0,135.0,0.0,18.0
77030,10318.0,1439.0,241.0,8638.0,7434.0,679.0,97.0,6658.0,1572.0,372.0,83.0,1117.0,473.0,241.0,0.0,232.0,357.0,107.0,16.0,234.0,482.0,40.0,45.0,397.0
77031,17720.0,3413.0,3359.0,10948.0,13926.0,2212.0,2333.0,9381.0,3237.0,1024.0,849.0,1364.0,221.0,114.0,41.0,66.0,291.0,23.0,136.0,132.0,45.0,40.0,0.0,5.0
77032,12816.0,5522.0,1866.0,5428.0,10206.0,3738.0,1718.0,4750.0,2123.0,1341.0,140.0,642.0,299.0,272.0,8.0,19.0,180.0,171.0,0.0,9.0,8.0,0.0,0.0,8.0
77033,27471.0,8324.0,4809.0,14338.0,24782.0,7452.0,4119.0,13211.0,2215.0,783.0,500.0,932.0,323.0,44.0,126.0,153.0,96.0,12.0,53.0,31.0,55.0,33.0,11.0,11.0
77034,38589.0,7607.0,7356.0,23626.0,29997.0,5378.0,5625.0,18994.0,6232.0,1774.0,1311.0,3147.0,1156.0,334.0,29.0,793.0,615.0,73.0,95.0,447.0,589.0,48.0,296.0,245.0
77035,36169.0,9979.0,5467.0,20723.0,30735.0,8266.0,4348.0,18121.0,3896.0,1121.0,920.0,1855.0,740.0,274.0,81.0,385.0,538.0,232.0,77.0,229.0,260.0,86.0,41.0,133.0
77036,76049.0,28188.0,14667.0,33194.0,60322.0,21215.0,10859.0,28248.0,11259.0,4901.0,2877.0,3481.0,708.0,240.0,257.0,211.0,983.0,249.0,198.0,536.0,2777.0,1583.0,476.0,718.0
77037,19540.0,5625.0,3752.0,10163.0,18401.0,5329.0,3336.0,9736.0,1090.0,269.0,416.0,405.0,47.0,25.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
77038,28868.0,7258.0,4385.0,17225.0,25081.0,5981.0,3541.0,15559.0,3056.0,966.0,713.0,1377.0,189.0,45.0,91.0,53.0,208.0,91.0,0.0,117.0,334.0,175.0,40.0,119.0
77039,28029.0,9377.0,4767.0,13885.0,24637.0,7223.0,4239.0,13175.0,3195.0,2096.0,466.0,633.0,114.0,15.0,34.0,65.0,19.0,18.0,0.0,1.0,64.0,25.0,28.0,11.0
77040,46990.0,6805.0,5742.0,34443.0,40322.0,5878.0,5084.0,29360.0,4930.0,382.0,509.0,4039.0,610.0,141.0,11.0,458.0,823.0,317.0,32.0,474.0,305.0,87.0,106.0,112.0
77041,35700.0,3672.0,2975.0,29053.0,31644.0,3341.0,2782.0,25521.0,2543.0,55.0,32.0,2456.0,469.0,56.0,62.0,351.0,523.0,31.0,18.0,474.0,521.0,189.0,81.0,251.0
77042,39927.0,7485.0,4466.0,27976.0,28088.0,3586.0,3493.0,21009.0,7434.0,2025.0,695.0,4714.0,1120.0,196.0,77.0,847.0,1609.0,537.0,30.0,1042.0,1676.0,1141.0,171.0,364.0
77043,25955.0,3890.0,2151.0,19914.0,23041.0,2798.0,1744.0,18499.0,2434.0,999.0,353.0,1082.0,170.0,32.0,47.0,91.0,99.0,1.0,7.0,91.0,211.0,60.0,0.0,151.0
77044,39691.0,5099.0,3506.0,31086.0,34878.0,4582.0,2898.0,27398.0,4030.0,488.0,608.0,2934.0,381.0,29.0,0.0,352.0,254.0,0.0,0.0,254.0,148.0,0.0,0.0,148.0
77045,34054.0,7498.0,4516.0,22040.0,31505.0,6296.0,4121.0,21088.0,1843.0,928.0,300.0,615.0,356.0,191.0,28.0,137.0,312.0,50.0,67.0,195.0,38.0,33.0,0.0,5.0
77046,1022.0,40.0,7.0,975.0,771.0,17.0,0.0,754.0,135.0,23.0,7.0,105.0,15.0,0.0,0.0,15.0,54.0,0.0,0.0,54.0,47.0,0.0,0.0,47.0
77047,26255.0,5161.0,3358.0,17736.0,22807.0,3907.0,2932.0,15968.0,2656.0,1006.0,421.0,1229.0,244.0,163.0,0.0,81.0,459.0,70.0,5.0,384.0,89.0,15.0,0.0,74.0
77048,16590.0,3535.0,2957.0,10098.0,14762.0,2806.0,2675.0,9281.0,1454.0,605.0,206.0,643.0,72.0,45.0,0.0,27.0,91.0,36.0,43.0,12.0,211.0,43.0,33.0,135.0
77049,32088.0,4936.0,4318.0,22834.0,28416.0,3497.0,4178.0,20741.0,2810.0,1183.0,27.0,1600.0,350.0,98.0,48.0,204.0,257.0,103.0,0.0,154.0,255.0,55.0,65.0,135.0
77050,4699.0,822.0,786.0,3091.0,4126.0,606.0,729.0,2791.0,429.0,154.0,23.0,252.0,28.0,0.0,0.0,28.0,20.0,0.0,0.0,20.0,96.0,62.0,34.0,0.0
77051,15028.0,5136.0,2275.0,7617.0,12618.0,4085.0,1979.0,6554.0,2118.0,999.0,208.0,911.0,177.0,43.0,88.0,46.0,45.0,9.0,0.0,36.0,70.0,0.0,0.0,70.0
77054,22542.0,5125.0,1197.0,16220.0,13354.0,2337.0,630.0,10387.0,5393.0,1445.0,262.0,3686.0,1544.0,772.0,43.0,729.0,1242.0,242.0,82.0,918.0,1009.0,329.0,180.0,500.0
77055,43864.0,10390.0,6021.0,27453.0,36958.0,8040.0,5200.0,23718.0,5050.0,1815.0,737.0,2498.0,569.0,84.0,12.0,473.0,507.0,148.0,57.0,302.0,780.0,303.0,15.0,462.0
77056,19593.0,974.0,993.0,17626.0,14504.0,595.0,616.0,13293.0,2721.0,201.0,97.0,2423.0,753.0,46.0,119.0,588.0,623.0,48.0,103.0,472.0,992.0,84.0,58.0,850.0
77057,38504.0,6475.0,3635.0,28394.0,28550.0,4637.0,2713.0,21200.0,6380.0,1111.0,601.0,4668.0,1403.0,377.0,98.0,928.0,1050.0,130.0,39.0,881.0,1121.0,220.0,184.0,717.0
77058,16703.0,3236.0,1892.0,11575.0,11594.0,2024.0,1344.0,8226.0,2576.0,483.0,357.0,1736.0,969.0,205.0,111.0,653.0,881.0,168.0,22.0,691.0,683.0,356.0,58.0,269.0
77059,17820.0,474.0,728.0,16618.0,15950.0,462.0,615.0,14873.0,1058.0,12.0,0.0,1046.0,396.0,0.0,105.0,291.0,397.0,0.0,0.0,397.0,19.0,0.0,8.0,11.0
77060,42309.0,16755.0,8386.0,17168.0,32628.0,11460.0,6878.0,14290.0,7328.0,3878.0,1142.0,2308.0,1032.0,666.0,166.0,200.0,771.0,330.0,152.0,289.0,550.0,421.0,48.0,81.0
77061,25173.0,5684.0,3835.0,15654.0,18803.0,3368.0,2592.0,12843.0,5094.0,1719.0,1051.0,2324.0,418.0,37.0,159.0,222.0,444.0,334.0,0.0,110.0,414.0,226.0,33.0,155.0
77062,26546.0,2617.0,1318.0,22611.0,22688.0,1639.0,1104.0,19945.0,2356.0,591.0,130.0,1635.0,822.0,89.0,84.0,649.0,600.0,298.0,0.0,302.0,80.0,0.0,0.0,80.0
77063,36187.0,7391.0,4266.0,24530.0,26209.0,4960.0,2669.0,18580.0,6978.0,1471.0,1348.0,4159.0,689.0,37.0,99.0,553.0,885.0,203.0,36.0,646.0,1426.0,720.0,114.0,592.0
77064,46698.0,5256.0,3776.0,37666.0,42125.0,4965.0,3361.0,33799.0,2804.0,155.0,264.0,2385.0,659.0,98.0,49.0,512.0,679.0,23.0,20.0,636.0,431.0,15.0,82.0,334.0
77065,38264.0,3746.0,3925.0,30593.0,32692.0,2904.0,3104.0,26684.0,4089.0,687.0,532.0,2870.0,601.0,48.0,101.0,452.0,719.0,107.0,126.0,486.0,163.0,0.0,62.0,101.0
77066,32406.0,4065.0,3531.0,24810.0,29098.0,3291.0,3271.0,22536.0,2627.0,549.0,252.0,1826.0,326.0,129.0,0.0,197.0,221.0,79.0,0.0,142.0,134.0,17.0,8.0,109.0
77067,31819.0,7826.0,5251.0,18742.0,26353.0,5786.0,4348.0,16219.0,4812.0,1708.0,877.0,2227.0,181.0,77.0,11.0,93.0,419.0,221.0,15.0,183.0,54.0,34.0,0.0,20.0
77068,11193.0,1088.0,1023.0,9082.0,9344.0,772.0,633.0,7939.0,1456.0,224.0,354.0,878.0,89.0,2.0,0.0,87.0,236.0,90.0,0.0,146.0,68.0,0.0,36.0,32.0
77069,17756.0,831.0,1060.0,15865.0,13456.0,541.0,344.0,12571.0,2112.0,196.0,100.0,1816.0,902.0,55.0,586.0,261.0,951.0,13.0,0.0,938.0,335.0,26.0,30.0,279.0
77070,48705.0,4905.0,3984.0,39816.0,37346.0,3184.0,2262.0,31900.0,8257.0,1154.0,1295.0,5808.0,1250.0,101.0,313.0,836.0,1001.0,98.0,43.0,860.0,851.0,368.0,71.0,412.0
77071,26919.0,4483.0,3107.0,19329.0,23254.0,3403.0,2381.0,17470.0,2696.0,864.0,504.0,1328.0,286.0,79.0,16.0,191.0,559.0,87.0,149.0,323.0,124.0,50.0,57.0,17.0
77072,60241.0,15997.0,10727.0,33517.0,50212.0,12224.0,9034.0,28954.0,7282.0,2900.0,1406.0,2976.0,871.0,93.0,0.0,778.0,1103.0,497.0,181.0,425.0,773.0,283.0,106.0,384.0
77073,41243.0,6397.0,4883.0,29963.0,33549.0,4313.0,3738.0,25498.0,5955.0,1610.0,888.0,3457.0,784.0,172.0,61.0,551.0,845.0,250.0,196.0,399.0,110.0,52.0,0.0,58.0
77074,36107.0,12120.0,5121.0,18866.0,30002.0,9554.0,3873.0,16575.0,4319.0,1680.0,1130.0,1509.0,462.0,128.0,15.0,319.0,336.0,51.0,13.0,272.0,988.0,707.0,90.0,191.0
77075,42237.0,7817.0,6343.0,28077.0,35827.0,6436.0,4912.0,24479.0,5292.0,1282.0,1228.0,2782.0,822.0,76.0,118.0,628.0,99.0,23.0,0.0,76.0,197.0,0.0,85.0,112.0
77076,34053.0,12169.0,5530.0,16354.0,30521.0,10153.0,4877.0,15491.0,3341.0,1981.0,552.0,808.0,166.0,15.0,101.0,50.0,5.0,0.0,0.0,5.0,20.0,20.0,0.0,0.0
77077,55358.0,5888.0,4309.0,45161.0,39562.0,3444.0,3130.0,32988.0,8729.0,1097.0,576.0,7056.0,1453.0,289.0,104.0,1060.0,2891.0,777.0,109.0,2005.0,2723.0,281.0,390.0,2052.0
77078,16014.0,4409.0,3324.0,8281.0,13577.0,3724.0,2829.0,7024.0,2189.0,619.0,356.0,1214.0,108.0,66.0,19.0,23.0,120.0,0.0,120.0,0.0,20.0,0.0,0.0,20.0
77079,32866.0,2674.0,1260.0,28932.0,27041.0,1907.0,976.0,24158.0,3202.0,63.0,250.0,2889.0,537.0,114.0,15.0,408.0,694.0,0.0,19.0,675.0,1392.0,590.0,0.0,802.0
77080,46008.0,11805.0,7260.0,26943.0,35381.0,7909.0,5014.0,22458.0,8659.0,3225.0,1772.0,3662.0,339.0,162.0,53.0,124.0,604.0,175.0,19.0,410.0,1025.0,334.0,402.0,289.0
77081,45900.0,17537.0,9181.0,19182.0,37990.0,14289.0,7881.0,15820.0,6029.0,2552.0,997.0,2480.0,533.0,163.0,99.0,271.0,389.0,85.0,68.0,236.0,959.0,448.0,136.0,375.0
77082,54766.0,7583.0,6498.0,40685.0,39357.0,4954.0,4485.0,29918.0,10791.0,2031.0,1323.0,7437.0,1643.0,345.0,71.0,1227.0,1618.0,111.0,528.0,979.0,1357.0,142.0,91.0,1124.0
77083,74377.0,11998.0,9004.0,53375.0,67864.0,10144.0,8313.0,49407.0,2871.0,773.0,357.0,1741.0,1808.0,457.0,77.0,1274.0,1349.0,433.0,199.0,717.0,485.0,191.0,58.0,236.0
77084,102117.0,11626.0,8972.0,81519.0,89704.0,9352.0,7515.0,72837.0,8050.0,1521.0,819.0,5710.0,1445.0,140.0,0.0,1305.0,1797.0,576.0,340.0,881.0,1121.0,37.0,298.0,786.0
77085,17422.0,2155.0,2562.0,12705.0,16138.0,2034.0,2234.0,11870.0,1044.0,58.0,328.0,658.0,84.0,0.0,0.0,84.0,82.0,26.0,0.0,56.0,74.0,37.0,0.0,37.0
77086,28080.0,6995.0,4901.0,16184.0,24775.0,5919.0,4127.0,14729.0,2802.0,931.0,673.0,1198.0,168.0,49.0,0.0,119.0,106.0,8.0,31.0,67.0,229.0,88.0,70.0,71.0
77087,35766.0,10318.0,7033.0,18415.0,31302.0,8455.0,6254.0,16593.0,3821.0,1589.0,727.0,1505.0,413.0,208.0,0.0,205.0,68.0,39.0,0.0,29.0,162.0,27.0,52.0,83.0
77088,54636.0,11578.0,9824.0,33234.0,47200.0,8919.0,8759.0,29522.0,6207.0,2155.0,932.0,3120.0,525.0,177.0,55.0,293.0,499.0,289.0,78.0,132.0,205.0,38.0,0.0,167.0
77089,51405.0,5731.0,3742.0,41932.0,42826.0,4493.0,3028.0,35305.0,5333.0,783.0,434.0,4116.0,1712.0,233.0,52.0,1427.0,1207.0,132.0,205.0,870.0,327.0,90.0,23.0,214.0
77090,36786.0,7946.0,4632.0,24208.0,26565.0,5628.0,3359.0,17578.0,8132.0,2050.0,1015.0,5067.0,751.0,136.0,74.0,541.0,1213.0,106.0,184.0,923.0,125.0,26.0,0.0,99.0
77091,22791.0,6934.0,3801.0,12056.0,18506.0,5313.0,3055.0,10138.0,3384.0,1221.0,657.0,1506.0,549.0,239.0,40.0,270.0,222.0,95.0,20.0,107.0,130.0,66.0,29.0,35.0
77092,38177.0,11208.0,5345.0,21624.0,31987.0,8689.0,4387.0,18911.0,4587.0,1849.0,557.0,2181.0,523.0,266.0,100.0,157.0,659.0,222.0,174.0,263.0,421.0,182.0,127.0,112.0
77093,42881.0,14820.0,7705.0,20356.0,39434.0,13223.0,7269.0,18942.0,2957.0,1390.0,422.0,1145.0,269.0,96.0,7.0,166.0,46.0,8.0,7.0,31.0,175.0,103.0,0.0,72.0
77094,8883.0,301.0,137.0,8445.0,7911.0,296.0,137.0,7478.0,307.0,5.0,0.0,302.0,74.0,0.0,0.0,74.0,160.0,0.0,0.0,160.0,431.0,0.0,0.0,431.0
77095,70759.0,6621.0,2889.0,61249.0,62066.0,5109.0,2340.0,54617.0,6029.0,1207.0,189.0,4633.0,846.0,53.0,244.0,549.0,1291.0,202.0,116.0,973.0,527.0,50.0,0.0,477.0
77096,36650.0,5671.0,3261.0,27718.0,28605.0,3384.0,2367.0,22854.0,5909.0,1466.0,850.0,3593.0,525.0,53.0,20.0,452.0,848.0,386.0,0.0,462.0,763.0,382.0,24.0,357.0
77098,12923.0,1152.0,371.0,11400.0,8789.0,550.0,274.0,7965.0,2026.0,416.0,65.0,1545.0,852.0,57.0,32.0,763.0,761.0,101.0,0.0,660.0,495.0,28.0,0.0,467.0
77099,49837.0,11787.0,8556.0,29494.0,39887.0,8603.0,7234.0,24050.0,6737.0,2152.0,947.0,3638.0,1252.0,341.0,228.0,683.0,674.0,137.0,80.0,457.0,1287.0,554.0,67.0,666.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,11719.0,964.0,817.0,9938.0,9904.0,684.0,414.0,8806.0,1656.0,280.0,301.0,1075.0,159.0,0.0,102.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77338,37550.0,5600.0,4944.0,27006.0,31818.0,4331.0,3888.0,23599.0,3985.0,739.0,831.0,2415.0,777.0,140.0,20.0,617.0,618.0,214.0,138.0,266.0,352.0,176.0,67.0,109.0
77339,40321.0,3568.0,2347.0,34406.0,33876.0,2925.0,1878.0,29073.0,2627.0,305.0,33.0,2289.0,2559.0,161.0,347.0,2051.0,1028.0,177.0,0.0,851.0,231.0,0.0,89.0,142.0
77345,29646.0,1041.0,659.0,27946.0,25722.0,828.0,567.0,24327.0,2459.0,174.0,60.0,2225.0,899.0,32.0,27.0,840.0,514.0,7.0,5.0,502.0,52.0,0.0,0.0,52.0
77346,60538.0,3314.0,2450.0,54774.0,51130.0,1799.0,2275.0,47056.0,4516.0,848.0,120.0,3548.0,1953.0,398.0,0.0,1555.0,2308.0,214.0,0.0,2094.0,631.0,55.0,55.0,521.0
77373,57991.0,7439.0,4474.0,46078.0,49603.0,6102.0,3681.0,39820.0,5385.0,823.0,517.0,4045.0,2278.0,428.0,259.0,1591.0,617.0,70.0,0.0,547.0,108.0,16.0,17.0,75.0
77375,45018.0,5257.0,3549.0,36212.0,37475.0,3374.0,2533.0,31568.0,4738.0,1260.0,794.0,2684.0,1213.0,81.0,139.0,993.0,1398.0,520.0,21.0,857.0,194.0,22.0,62.0,110.0
77377,34990.0,3405.0,2697.0,28888.0,30401.0,3060.0,2443.0,24898.0,2596.0,167.0,157.0,2272.0,1046.0,25.0,0.0,1021.0,511.0,16.0,70.0,425.0,436.0,137.0,27.0,272.0
77379,77174.0,3345.0,2113.0,71716.0,67102.0,2666.0,1424.0,63012.0,5729.0,357.0,314.0,5058.0,1575.0,105.0,0.0,1470.0,2327.0,200.0,360.0,1767.0,441.0,17.0,15.0,409.0
77388,43645.0,2674.0,1889.0,39082.0,39103.0,2313.0,1698.0,35092.0,2781.0,223.0,164.0,2394.0,842.0,74.0,0.0,768.0,576.0,0.0,27.0,549.0,343.0,64.0,0.0,279.0
77389,29447.0,1696.0,755.0,26996.0,25415.0,1484.0,690.0,23241.0,2002.0,141.0,65.0,1796.0,646.0,0.0,0.0,646.0,682.0,16.0,0.0,666.0,702.0,55.0,0.0,647.0
77396,46694.0,5904.0,4031.0,36759.0,38908.0,4212.0,3400.0,31296.0,5274.0,916.0,491.0,3867.0,925.0,314.0,89.0,522.0,969.0,11.0,51.0,907.0,618.0,451.0,0.0,167.0
77401,18290.0,360.0,273.0,17657.0,16255.0,316.0,242.0,15697.0,1559.0,27.0,31.0,1501.0,96.0,0.0,0.0,96.0,248.0,8.0,0.0,240.0,132.0,9.0,0.0,123.0
77429,80753.0,3404.0,2665.0,74684.0,71927.0,2339.0,2482.0,67106.0,5662.0,774.0,148.0,4740.0,754.0,12.0,0.0,742.0,1917.0,231.0,35.0,1651.0,493.0,48.0,0.0,445.0
77433,67480.0,3174.0,5342.0,58964.0,58955.0,2463.0,4981.0,51511.0,5756.0,379.0,217.0,5160.0,1029.0,218.0,0.0,811.0,1093.0,67.0,22.0,1004.0,647.0,47.0,122.0,478.0
77447,14982.0,2204.0,749.0,12029.0,14245.0,2162.0,749.0,11334.0,285.0,33.0,0.0,252.0,357.0,0.0,0.0,357.0,45.0,9.0,0.0,36.0,50.0,0.0,0.0,50.0
