Zipcode,Median household income in the past 12 months,Total Number of House-hold in the past 12 months,"Total Number of House-hold with Less than $10,000","Total Number of House-hold with an Income of $10,000 to $14,999","Total Number of House-hold with an Income of $15,000 to $19,999","Total Number of House-hold with an Income of $20,000 to $24,999","Total Number of House-hold with an Income of $25,000 to $29,999","Total Number of House-hold with an Income of $30,000 to $34,999","Total Number of House-hold with an Income of $35,000 to $39,999","Total Number of House-hold with an Income of $40,000 to $44,999","Total Number of House-hold with an Income of $45,000 to $49,999","Total Number of House-hold with an Income of $50,000 to $59,999","Total Number of House-hold with an Income of $60,000 to $74,999","Total Number of House-hold with an Income of $75,000 to $99,999","Total Number of House-hold with an Income of $100,000 to $124,999","Total Number of House-hold with an Income of $125,000 to $149,999","Total Number of House-hold with an Income of $150,000 to $199,999","Total Number of House-hold with an Income of $200,000 or more"
77010,250001.0,529.0,33.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,42.0,19.0,39.0,57.0,314.0
77011,29544.0,5511.0,657.0,596.0,579.0,533.0,431.0,318.0,209.0,342.0,338.0,273.0,470.0,406.0,148.0,124.0,87.0,0.0
77012,34617.0,6204.0,565.0,660.0,541.0,512.0,351.0,509.0,385.0,433.0,308.0,596.0,518.0,425.0,247.0,53.0,72.0,29.0
77013,37987.0,6033.0,493.0,256.0,637.0,519.0,380.0,414.0,489.0,346.0,398.0,613.0,720.0,411.0,240.0,32.0,76.0,9.0
77014,43207.0,11285.0,915.0,749.0,785.0,670.0,722.0,1048.0,505.0,483.0,361.0,831.0,1158.0,1498.0,786.0,289.0,305.0,180.0
77015,43243.0,17403.0,1177.0,621.0,1303.0,1346.0,1261.0,1065.0,1189.0,970.0,657.0,1933.0,1676.0,1997.0,1046.0,470.0,375.0,317.0
77016,31949.0,9506.0,1013.0,805.0,871.0,924.0,825.0,653.0,472.0,698.0,590.0,578.0,807.0,839.0,187.0,111.0,81.0,52.0
77017,40909.0,10073.0,880.0,656.0,798.0,787.0,669.0,583.0,537.0,619.0,467.0,836.0,1139.0,1168.0,426.0,205.0,212.0,91.0
77018,73274.0,10864.0,672.0,633.0,453.0,572.0,544.0,322.0,428.0,353.0,314.0,389.0,810.0,1230.0,672.0,833.0,987.0,1652.0
77019,102521.0,10867.0,655.0,359.0,318.0,202.0,258.0,176.0,247.0,195.0,217.0,632.0,731.0,1324.0,991.0,711.0,1142.0,2709.0
77020,26896.0,8538.0,1358.0,1135.0,927.0,579.0,652.0,551.0,379.0,484.0,340.0,462.0,569.0,431.0,388.0,101.0,109.0,73.0
77021,32404.0,10538.0,1659.0,998.0,876.0,844.0,516.0,576.0,402.0,533.0,465.0,746.0,877.0,867.0,526.0,203.0,235.0,215.0
77022,29277.0,9347.0,1299.0,1206.0,890.0,750.0,632.0,636.0,545.0,374.0,363.0,629.0,758.0,600.0,347.0,148.0,91.0,79.0
77023,35723.0,9549.0,1019.0,840.0,680.0,891.0,587.0,678.0,530.0,637.0,422.0,721.0,821.0,786.0,381.0,208.0,240.0,108.0
77024,114336.0,15254.0,511.0,406.0,295.0,419.0,399.0,341.0,374.0,281.0,504.0,603.0,1285.0,1310.0,1336.0,805.0,1125.0,5260.0
77025,67548.0,12847.0,811.0,459.0,301.0,555.0,630.0,336.0,526.0,556.0,569.0,941.0,1218.0,1237.0,1190.0,540.0,924.0,2054.0
77026,25354.0,8234.0,1601.0,875.0,1014.0,579.0,730.0,526.0,470.0,456.0,307.0,426.0,569.0,417.0,160.0,70.0,23.0,11.0
77027,88471.0,8764.0,415.0,110.0,207.0,335.0,127.0,261.0,230.0,255.0,196.0,763.0,832.0,1086.0,745.0,642.0,798.0,1762.0
77028,29272.0,5348.0,802.0,602.0,491.0,461.0,364.0,286.0,427.0,308.0,234.0,361.0,299.0,339.0,151.0,81.0,71.0,71.0
77029,31296.0,5730.0,627.0,521.0,623.0,554.0,358.0,585.0,259.0,340.0,198.0,513.0,433.0,380.0,146.0,58.0,108.0,27.0
77030,73689.0,4858.0,511.0,82.0,104.0,200.0,115.0,77.0,190.0,281.0,129.0,285.0,519.0,362.0,409.0,277.0,331.0,986.0
77031,41976.0,5983.0,416.0,511.0,235.0,573.0,246.0,447.0,377.0,431.0,330.0,569.0,476.0,643.0,304.0,142.0,204.0,79.0
77032,26061.0,4100.0,975.0,350.0,325.0,355.0,226.0,409.0,179.0,166.0,224.0,196.0,304.0,269.0,87.0,11.0,22.0,2.0
77033,31037.0,8738.0,1108.0,965.0,768.0,649.0,687.0,717.0,432.0,472.0,422.0,659.0,759.0,474.0,363.0,116.0,94.0,53.0
77034,45271.0,12139.0,574.0,426.0,833.0,767.0,1009.0,985.0,762.0,681.0,706.0,894.0,1228.0,1391.0,826.0,658.0,275.0,124.0
77035,38729.0,13720.0,1115.0,1029.0,1038.0,1311.0,1041.0,736.0,742.0,521.0,609.0,1086.0,903.0,1004.0,760.0,428.0,709.0,688.0
77036,27576.0,26430.0,3450.0,2080.0,2731.0,3475.0,2471.0,2074.0,1503.0,1509.0,1026.0,1522.0,1526.0,1438.0,691.0,234.0,423.0,277.0
77037,39513.0,5339.0,416.0,440.0,364.0,298.0,452.0,417.0,316.0,251.0,417.0,710.0,398.0,453.0,235.0,78.0,69.0,25.0
77038,40832.0,8123.0,490.0,499.0,710.0,572.0,673.0,561.0,465.0,478.0,495.0,724.0,570.0,1088.0,364.0,345.0,85.0,4.0
77039,36021.0,7335.0,609.0,840.0,529.0,605.0,637.0,403.0,422.0,489.0,333.0,519.0,588.0,857.0,286.0,147.0,55.0,16.0
77040,54468.0,17502.0,627.0,743.0,831.0,934.0,1049.0,714.0,1064.0,1121.0,885.0,1936.0,2043.0,1829.0,1354.0,627.0,835.0,910.0
77041,75808.0,11527.0,321.0,284.0,356.0,420.0,511.0,346.0,293.0,579.0,492.0,1025.0,1089.0,1376.0,1178.0,798.0,1169.0,1290.0
77042,46383.0,18835.0,1326.0,877.0,1366.0,1299.0,1170.0,1253.0,923.0,886.0,822.0,1802.0,1482.0,1972.0,933.0,678.0,832.0,1214.0
77043,58409.0,8709.0,347.0,428.0,389.0,384.0,476.0,404.0,428.0,391.0,454.0,819.0,821.0,932.0,768.0,427.0,576.0,665.0
77044,71788.0,11963.0,334.0,300.0,481.0,276.0,449.0,488.0,548.0,654.0,445.0,895.0,1237.0,1543.0,1313.0,776.0,1278.0,946.0
77045,44690.0,10038.0,773.0,579.0,736.0,584.0,534.0,702.0,680.0,463.0,397.0,896.0,1152.0,1408.0,518.0,329.0,126.0,161.0
77046,78750.0,782.0,10.0,0.0,22.0,26.0,77.0,23.0,0.0,13.0,56.0,14.0,86.0,142.0,50.0,112.0,62.0,89.0
77047,52476.0,8860.0,429.0,311.0,462.0,511.0,669.0,265.0,468.0,420.0,490.0,714.0,1135.0,1437.0,594.0,328.0,509.0,118.0
77048,40077.0,5445.0,589.0,560.0,358.0,349.0,259.0,341.0,261.0,316.0,222.0,364.0,601.0,697.0,191.0,221.0,87.0,29.0
77049,52735.0,9882.0,597.0,415.0,316.0,211.0,702.0,621.0,679.0,516.0,441.0,1207.0,1046.0,1069.0,1108.0,445.0,372.0,137.0
77050,52963.0,1392.0,52.0,35.0,66.0,41.0,185.0,98.0,79.0,33.0,76.0,117.0,159.0,162.0,188.0,31.0,55.0,15.0
77051,26960.0,5833.0,1240.0,493.0,595.0,416.0,351.0,421.0,277.0,256.0,261.0,399.0,563.0,206.0,169.0,179.0,7.0,0.0
77054,46646.0,12686.0,1755.0,596.0,573.0,622.0,675.0,664.0,621.0,648.0,695.0,1054.0,1210.0,1528.0,1076.0,400.0,265.0,304.0
77055,47808.0,15089.0,1098.0,766.0,935.0,1014.0,961.0,915.0,720.0,844.0,480.0,1042.0,1019.0,1377.0,974.0,459.0,710.0,1775.0
77056,98862.0,10351.0,430.0,207.0,395.0,181.0,77.0,218.0,301.0,467.0,233.0,544.0,927.0,1231.0,1207.0,714.0,916.0,2303.0
77057,57920.0,20112.0,1179.0,1026.0,1036.0,1068.0,974.0,999.0,820.0,581.0,914.0,1672.0,2052.0,2052.0,1401.0,924.0,966.0,2448.0
77058,50981.0,8335.0,653.0,328.0,453.0,760.0,346.0,536.0,344.0,400.0,311.0,571.0,1050.0,837.0,642.0,301.0,472.0,331.0
77059,131453.0,5949.0,78.0,25.0,97.0,24.0,81.0,90.0,73.0,205.0,96.0,249.0,391.0,515.0,861.0,511.0,1087.0,1566.0
77060,27439.0,13891.0,1635.0,1364.0,1572.0,1637.0,1260.0,1040.0,1089.0,846.0,473.0,927.0,971.0,685.0,228.0,72.0,72.0,20.0
77061,35772.0,8742.0,825.0,665.0,520.0,660.0,773.0,835.0,456.0,571.0,357.0,406.0,752.0,777.0,647.0,209.0,159.0,130.0
77062,83452.0,9851.0,310.0,307.0,177.0,194.0,229.0,542.0,444.0,411.0,387.0,531.0,958.0,1189.0,1255.0,818.0,1133.0,966.0
77063,44670.0,18303.0,1585.0,986.0,1091.0,1305.0,1047.0,1011.0,891.0,1320.0,931.0,1590.0,1211.0,1825.0,1339.0,536.0,686.0,949.0
77064,67095.0,16015.0,518.0,438.0,251.0,526.0,842.0,1021.0,694.0,666.0,676.0,1598.0,1908.0,2410.0,1664.0,937.0,1065.0,801.0
77065,54928.0,15028.0,786.0,552.0,397.0,855.0,819.0,942.0,1067.0,706.0,782.0,1069.0,1555.0,1810.0,1357.0,776.0,989.0,566.0
77066,59640.0,9942.0,327.0,433.0,467.0,405.0,374.0,648.0,276.0,548.0,506.0,1006.0,1202.0,1415.0,1212.0,377.0,395.0,351.0
77067,38033.0,10087.0,850.0,783.0,790.0,672.0,610.0,960.0,661.0,580.0,494.0,715.0,951.0,830.0,646.0,255.0,244.0,46.0
77068,81920.0,3919.0,78.0,75.0,142.0,165.0,177.0,86.0,190.0,141.0,96.0,343.0,385.0,466.0,384.0,350.0,377.0,464.0
77069,65307.0,8188.0,339.0,133.0,180.0,423.0,198.0,615.0,278.0,386.0,219.0,888.0,966.0,974.0,793.0,400.0,384.0,1012.0
77070,71428.0,19183.0,780.0,541.0,689.0,756.0,762.0,718.0,626.0,729.0,652.0,1503.0,2364.0,3133.0,2055.0,1465.0,1199.0,1211.0
77071,44824.0,9905.0,983.0,581.0,584.0,597.0,527.0,433.0,616.0,652.0,298.0,801.0,927.0,1191.0,604.0,380.0,467.0,264.0
77072,39103.0,17652.0,1412.0,1264.0,1158.0,1390.0,1562.0,1053.0,1157.0,1136.0,1015.0,1507.0,1871.0,1389.0,969.0,285.0,404.0,80.0
77073,52327.0,12437.0,620.0,320.0,607.0,934.0,513.0,815.0,446.0,847.0,613.0,1327.0,1978.0,1647.0,875.0,346.0,331.0,218.0
77074,34920.0,12738.0,1425.0,858.0,1266.0,1059.0,935.0,840.0,657.0,710.0,652.0,877.0,1090.0,1038.0,539.0,438.0,217.0,137.0
77075,48612.0,12829.0,849.0,936.0,514.0,827.0,798.0,762.0,919.0,493.0,507.0,1047.0,1413.0,1548.0,1125.0,593.0,347.0,151.0
77076,31930.0,9812.0,1187.0,536.0,947.0,959.0,918.0,733.0,595.0,716.0,441.0,788.0,745.0,750.0,325.0,85.0,51.0,36.0
77077,63701.0,26193.0,1468.0,994.0,1123.0,1415.0,949.0,1200.0,872.0,1370.0,908.0,2301.0,2595.0,2638.0,2084.0,1493.0,2034.0,2749.0
77078,32040.0,4916.0,578.0,450.0,471.0,304.0,482.0,279.0,353.0,234.0,85.0,469.0,621.0,371.0,124.0,59.0,28.0,8.0
77079,101743.0,12461.0,291.0,243.0,539.0,240.0,286.0,323.0,372.0,300.0,266.0,961.0,830.0,1279.0,1474.0,707.0,1476.0,2874.0
77080,41285.0,15087.0,930.0,849.0,1264.0,1338.0,1090.0,900.0,915.0,787.0,790.0,1280.0,1402.0,1275.0,865.0,632.0,516.0,254.0
77081,27691.0,17675.0,1495.0,1932.0,2739.0,1904.0,1390.0,1427.0,1198.0,706.0,679.0,1135.0,895.0,1035.0,431.0,201.0,205.0,303.0
77082,49825.0,21891.0,1624.0,977.0,1466.0,1053.0,886.0,1616.0,1297.0,987.0,1085.0,1720.0,2662.0,2041.0,1732.0,724.0,959.0,1062.0
77083,55290.0,21483.0,1059.0,1147.0,1078.0,991.0,1029.0,1217.0,1439.0,1007.0,809.0,1934.0,2723.0,2762.0,1889.0,990.0,873.0,536.0
77084,66914.0,33717.0,898.0,734.0,1444.0,1171.0,1620.0,1710.0,1584.0,1735.0,1136.0,2881.0,3957.0,5628.0,3364.0,1892.0,2101.0,1862.0
77085,53362.0,5044.0,269.0,154.0,128.0,163.0,283.0,225.0,408.0,277.0,342.0,600.0,736.0,754.0,428.0,75.0,139.0,63.0
77086,41119.0,7907.0,535.0,514.0,453.0,622.0,695.0,601.0,401.0,472.0,509.0,548.0,797.0,842.0,394.0,370.0,132.0,22.0
77087,34187.0,10920.0,1172.0,744.0,1139.0,1021.0,680.0,835.0,485.0,671.0,486.0,865.0,929.0,936.0,503.0,138.0,279.0,37.0
77088,42287.0,17297.0,1926.0,973.0,1281.0,1196.0,1109.0,910.0,851.0,851.0,892.0,1339.0,1865.0,1975.0,1032.0,551.0,424.0,122.0
77089,64766.0,16997.0,945.0,412.0,415.0,497.0,867.0,719.0,777.0,650.0,935.0,1426.0,2405.0,3148.0,1794.0,983.0,550.0,474.0
77090,39583.0,15211.0,1104.0,722.0,1103.0,1234.0,929.0,1881.0,684.0,776.0,653.0,1651.0,1490.0,1375.0,661.0,382.0,309.0,257.0
77091,31516.0,9054.0,1285.0,995.0,562.0,669.0,802.0,633.0,532.0,740.0,455.0,650.0,471.0,478.0,399.0,90.0,246.0,47.0
77092,37706.0,14073.0,1013.0,944.0,1005.0,1362.0,1285.0,1062.0,838.0,892.0,639.0,902.0,1225.0,1170.0,776.0,310.0,353.0,297.0
77093,31383.0,12057.0,1476.0,952.0,1123.0,1111.0,1076.0,901.0,746.0,610.0,597.0,1038.0,857.0,951.0,323.0,156.0,119.0,21.0
77094,168611.0,3076.0,66.0,21.0,0.0,19.0,10.0,31.0,85.0,45.0,21.0,131.0,212.0,319.0,186.0,228.0,443.0,1259.0
77095,88148.0,24353.0,743.0,529.0,420.0,692.0,639.0,624.0,836.0,958.0,752.0,1911.0,2152.0,3090.0,3548.0,2326.0,2783.0,2350.0
77096,58538.0,14884.0,1202.0,709.0,469.0,538.0,756.0,816.0,716.0,719.0,538.0,1103.0,1343.0,985.0,1279.0,854.0,1003.0,1854.0
77098,83686.0,7915.0,463.0,337.0,117.0,199.0,173.0,273.0,184.0,349.0,322.0,641.0,553.0,957.0,700.0,511.0,697.0,1439.0
77099,36355.0,16570.0,1609.0,1313.0,970.0,1547.0,1322.0,1103.0,1184.0,1027.0,813.0,1372.0,1635.0,1248.0,645.0,374.0,223.0,185.0
77201,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,65655.0,4373.0,252.0,155.0,136.0,198.0,231.0,156.0,287.0,173.0,152.0,359.0,455.0,514.0,447.0,286.0,288.0,284.0
77338,48459.0,13017.0,1057.0,465.0,797.0,724.0,872.0,605.0,566.0,878.0,838.0,892.0,1337.0,1646.0,914.0,893.0,272.0,261.0
77339,70554.0,15749.0,416.0,433.0,465.0,611.0,512.0,520.0,518.0,1127.0,368.0,1493.0,1988.0,2343.0,1828.0,1106.0,977.0,1044.0
77345,125990.0,10012.0,280.0,171.0,215.0,159.0,120.0,236.0,167.0,188.0,108.0,427.0,689.0,1096.0,1070.0,934.0,1760.0,2392.0
77346,91446.0,19962.0,613.0,326.0,294.0,502.0,394.0,693.0,707.0,568.0,730.0,1586.0,1934.0,2410.0,2792.0,1726.0,2488.0,2199.0
77373,67078.0,19275.0,661.0,513.0,621.0,605.0,706.0,1004.0,1012.0,732.0,777.0,1980.0,2220.0,2854.0,2419.0,1395.0,1135.0,641.0
77375,69046.0,14669.0,487.0,509.0,569.0,440.0,677.0,521.0,705.0,551.0,460.0,1310.0,1868.0,1970.0,1606.0,1061.0,912.0,1023.0
77377,92338.0,11248.0,233.0,230.0,289.0,249.0,211.0,419.0,282.0,279.0,484.0,659.0,731.0,1917.0,1293.0,1011.0,1320.0,1641.0
77379,100997.0,26133.0,471.0,298.0,379.0,448.0,569.0,951.0,772.0,644.0,862.0,1692.0,2250.0,3526.0,2862.0,2555.0,3905.0,3949.0
77388,84164.0,15392.0,363.0,175.0,501.0,277.0,350.0,350.0,407.0,594.0,437.0,1467.0,1452.0,2883.0,1871.0,1512.0,1442.0,1311.0
77389,115783.0,9733.0,229.0,91.0,130.0,130.0,165.0,203.0,210.0,252.0,232.0,318.0,911.0,1202.0,1401.0,1147.0,1140.0,1972.0
77396,60942.0,15845.0,733.0,381.0,532.0,711.0,615.0,1031.0,664.0,1004.0,483.0,1625.0,1643.0,2472.0,1597.0,572.0,918.0,864.0
77401,169545.0,6682.0,155.0,126.0,55.0,36.0,68.0,134.0,223.0,136.0,120.0,191.0,320.0,564.0,598.0,317.0,713.0,2926.0
77429,101552.0,26801.0,509.0,457.0,318.0,415.0,675.0,596.0,907.0,912.0,550.0,1627.0,2313.0,3826.0,3772.0,2538.0,3496.0,3890.0
77433,100457.0,20969.0,542.0,254.0,194.0,438.0,419.0,824.0,655.0,420.0,455.0,1193.0,2208.0,2817.0,2621.0,2170.0,2792.0,2967.0
77447,74836.0,4651.0,102.0,184.0,56.0,93.0,152.0,300.0,154.0,275.0,86.0,348.0,588.0,845.0,529.0,330.0,246.0,363.0
77449,71096.0,32207.0,729.0,828.0,852.0,1268.0,1085.0,1185.0,1762.0,1507.0,1402.0,2569.0,3768.0,4952.0,5100.0,2572.0,1637.0,991.0
77450,100504.0,24746.0,799.0,482.0,328.0,621.0,758.0,664.0,702.0,883.0,781.0,1580.0,1864.0,2813.0,3088.0,2104.0,2875.0,4404.0
77484,64048.0,3611.0,295.0,138.0,144.0,124.0,139.0,367.0,91.0,62.0,137.0,163.0,365.0,543.0,413.0,248.0,165.0,217.0
77493,82630.0,8412.0,207.0,177.0,117.0,151.0,102.0,343.0,304.0,219.0,354.0,755.0,1158.0,1199.0,957.0,981.0,661.0,727.0
77502,45813.0,10809.0,817.0,384.0,584.0,785.0,616.0,775.0,606.0,749.0,444.0,744.0,1341.0,1265.0,913.0,497.0,208.0,81.0
77503,43277.0,7959.0,595.0,355.0,540.0,791.0,644.0,287.0,384.0,440.0,255.0,887.0,1121.0,900.0,515.0,127.0,88.0,30.0
77504,41487.0,8834.0,524.0,561.0,719.0,763.0,726.0,418.0,502.0,577.0,391.0,891.0,655.0,905.0,381.0,323.0,234.0,264.0
77505,74894.0,8403.0,191.0,235.0,177.0,188.0,366.0,285.0,260.0,257.0,342.0,781.0,1127.0,1198.0,1122.0,755.0,732.0,387.0
77506,31840.0,11055.0,1062.0,859.0,977.0,1126.0,1056.0,915.0,642.0,422.0,663.0,931.0,786.0,739.0,529.0,137.0,151.0,60.0
77507,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,45936.0,12507.0,1073.0,710.0,862.0,722.0,557.0,745.0,776.0,725.0,383.0,1051.0,1279.0,1586.0,698.0,516.0,571.0,253.0
77521,58261.0,18984.0,1419.0,1018.0,734.0,727.0,1327.0,550.0,923.0,1042.0,716.0,1189.0,2250.0,2460.0,1952.0,1077.0,679.0,921.0
77530,51209.0,9242.0,561.0,355.0,553.0,423.0,502.0,816.0,313.0,598.0,324.0,949.0,1254.0,1239.0,648.0,292.0,283.0,132.0
77532,62785.0,9844.0,611.0,236.0,438.0,619.0,242.0,497.0,453.0,283.0,347.0,823.0,1303.0,1185.0,1140.0,564.0,586.0,517.0
77536,80152.0,10790.0,430.0,162.0,204.0,249.0,407.0,447.0,411.0,384.0,355.0,929.0,1072.0,1625.0,1419.0,1113.0,1061.0,522.0
77547,43750.0,2710.0,170.0,117.0,241.0,212.0,144.0,182.0,216.0,107.0,153.0,210.0,315.0,334.0,178.0,7.0,111.0,13.0
77562,60533.0,3645.0,217.0,85.0,204.0,154.0,239.0,65.0,144.0,79.0,218.0,393.0,423.0,510.0,384.0,257.0,193.0,80.0
77571,72155.0,13228.0,608.0,506.0,410.0,423.0,394.0,546.0,505.0,481.0,433.0,930.0,1767.0,1891.0,1805.0,1051.0,990.0,488.0
